,Unnamed: 0,Title,Year,Director,Writer,Actors,Genre,Language,Country,Runtime,BoxOffice
1061,1180,Comic-Con Episode IV: A Fan's Hope,2011,Morgan Spurlock,"Jeremy Chilnick, Morgan Spurlock, Joss Whedon","Kevin Smith, Kenneth Branagh, Seth Rogen, Guillermo del Toro",Documentary,English,USA,88,34665
1068,1187,Simon & the Oaks,2011,Lisa Ohlin,"Marnie Blok (script writer), Marianne Fredriksson (based on the novel by), Lisa Ohlin (additional script writer), Oskar Soderlund (adaptation)","Bill Skarsgard, Helen Sjoholm, Jan Josef Liefers, Stefan Godicke",Drama,Swedish,Sweden,122,106875
1069,1188,Anonymous,2011,Roland Emmerich,John Orloff,"Rhys Ifans, Vanessa Redgrave, Sebastian Armesto, Rafe Spall",Drama,English,UK,130,4463292
1071,1190,Bernie,2011,Richard Linklater,"Skip Hollandsworth (based on the article in Texas Monthly by), Richard Linklater (screenplay), Skip Hollandsworth (screenplay)","Jack Black, Shirley MacLaine, Matthew McConaughey, Brady Coleman",Biography,English,USA,104,5900000
1072,1191,Ghost Rider: Spirit of Vengeance,2011,"Mark Neveldine, Brian Taylor","Scott M. Gimple (screenplay), Seth Hoffman (screenplay), David S. Goyer (screenplay), David S. Goyer (story)","Nicolas Cage, Violante Placido, Ciaran Hinds, Idris Elba",Action,English,USA,96,51774002
1077,1196,The Green Hornet,2011,Michel Gondry,"Seth Rogen, Evan Goldberg, George W. Trendle (radio series ""The Green Hornet"")","Seth Rogen, Jay Chou, Cameron Diaz, Tom Wilkinson",Action,English,USA,119,98000000
1079,1198,Pirates of the Caribbean: On Stranger Tides,2011,Rob Marshall,"Ted Elliott (screenplay), Terry Rossio (screenplay), Ted Elliott (screen story), Terry Rossio (screen story), Ted Elliott (characters), Terry Rossio (characters), Stuart Beattie (characters), Jay Wolpert (characters), Tim Powers (novel)","Johnny Depp, Penelope Cruz, Geoffrey Rush, Ian McShane",Action,English,USA,136,241063875
1083,1202,Killer Elite,2011,Gary McKendry,"Matt Sherring (screenplay), Ranulph Fiennes (book)","Jason Statham, Clive Owen, Robert De Niro, Dominic Purcell",Action,English,UK,116,25093607
1088,1207,Conan the Barbarian,2011,Marcus Nispel,"Thomas Dean Donnelly, Joshua Oppenheimer, Sean Hood, Robert E. Howard (character of Conan)","Jason Momoa, Stephen Lang, Rachel Nichols, Ron Perlman",Action,English,USA,113,21300000
1093,1212,The Art of Getting By,2011,Gavin Wiesen,Gavin Wiesen,"Freddie Highmore, Emma Roberts, Sasha Spielberg, Marcus Carl Franklin",Drama,English,USA,83,1429260
1100,1219,Rockstar,2011,Imtiaz Ali,"Imtiaz Ali, Muazzam Beg","Ranbir Kapoor, Nargis Fakhri, Shammi Kapoor, Kumud Mishra",Drama,Hindi,India,159,985912
1112,1231,Coriolanus,2011,Ralph Fiennes,"John Logan (screenplay), William Shakespeare (play)","Gerard Butler, Ralph Fiennes, Lubna Azabal, Ashraf Barhom",Drama,English,UK,123,487578
1131,1250,The Mill and the Cross,2011,Lech Majewski,"Michael Francis Gibson (screenplay), Lech Majewski (screenplay)","Rutger Hauer, Michael York, Charlotte Rampling, Joanna Litwin",Drama,English,Poland,92,185261
1138,1257,Mars Needs Moms,2011,Simon Wells,"Simon Wells (screenplay), Wendy Wells (screenplay), Berkeley Breathed (book)","Seth Green, Dan Fogler, Joan Cusack, Elisabeth Harnois",Animation,English,USA,88,21379315
1140,1259,Win Win,2011,Tom McCarthy,"Tom McCarthy (screenplay), Tom McCarthy (story), Joe Tiboni (story)","Paul Giamatti, Amy Ryan, Bobby Cannavale, Jeffrey Tambor",Comedy,English,USA,106,10100000
1164,1284,Your Sister's Sister,2011,Lynn Shelton,Lynn Shelton,"Michael Harring, Mark Duplass, Mike Birbiglia, Emily Blunt",Comedy,English,USA,90,1041358
1179,1299,Bellflower,2011,Evan Glodell,Evan Glodell,"Evan Glodell, Jessie Wiseman, Tyler Dawson, Rebekah Brandes",Action,English,USA,106,167242
1193,1315,Friends with Benefits,2011,Will Gluck,"Keith Merryman (screenplay), David A. Newman (screenplay), Will Gluck (screenplay), Harley Peyton (story), Keith Merryman (story), David A. Newman (story)","Justin Timberlake, Mila Kunis, Patricia Clarkson, Jenna Elfman",Comedy,English,USA,109,55802754
1194,1317,Answers to Nothing,2011,Matthew Leutwyler,"Ric Barbera (additional dialogue by), Matthew Leutwyler (story), Matthew Leutwyler, Gillian Vigman","Sam Page, Caitlin Gerard, Chuck McCollum, Julie Benz",Drama,English,USA,124,22029
1198,1321,Hara-Kiri: Death of a Samurai,2011,Takashi Miike,"Kikumi Yamagishi (screenplay), Yasuhiko Takiguchi (novel)","Koji Yakusho, Munetaka Aoki, Naoto Takenaka, Hikari Mitsushima",Drama,Japanese,Japan,128,60201
1203,1327,Restless City,2011,Andrew Dosunmu,Eugene M. Gussenhoven,"Osas Ighodaro Ajibade, Herve Diese, Momo Dione, Ger Duany",Drama,English,USA,80,8106
1216,1341,The Help,2011,Tate Taylor,"Tate Taylor (screenplay), Kathryn Stockett (novel)","Emma Stone, Viola Davis, Bryce Dallas Howard, Octavia Spencer",Drama,English,USA,146,169705587
1224,1350,I Am Number Four,2011,D.J. Caruso,"Alfred Gough (screenplay), Miles Millar (screenplay), Marti Noxon (screenplay), Jobie Hughes (novel), James Frey (novel)","Alex Pettyfer, Timothy Olyphant, Teresa Palmer, Dianna Agron",Action,English,USA,111,55086029
1231,1357,Touchback,2011,Don Handfield,Don Handfield (screenplay),"Brian Presley, Melanie Lynskey, Kurt Russell, Christine Lahti",Drama,English,USA,118,204068
1233,1359,Dream House,2011,Jim Sheridan,David Loucka,"Daniel Craig, Naomi Watts, Rachel Weisz, Elias Koteas",Drama,English,USA,84,21300000
1234,1360,Red Dog,2011,Kriv Stenders,"Daniel Taplitz (screenplay), Louis de Bernieres (book)","Josh Lucas, Rachael Taylor, Rohan Nichol, Luke Ford",Biography,English,Australia,92,14013831
1235,1361,Monsieur Lazhar,2011,Philippe Falardeau,"Philippe Falardeau (screenplay), Evelyne de la Cheneliere (play)","Mohamed Fellag, Sophie Nelisse, Emilien Neron, Marie-Eve Beauregard",Comedy,French,Canada,94,2009041
1267,1397,There Be Dragons,2011,Roland Joffe,Roland Joffe,"Charlie Cox, Wes Bentley, Dougray Scott, Rodrigo Santoro",Biography,English,Spain,122,1065439
1270,1400,The Intouchables,2011,"Olivier Nakache, Eric Toledano","Olivier Nakache, Philippe Pozzo di Borgo (adapted from his autobiographical tale Le Second Souffle), Eric Toledano","Francois Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot",Biography,French,France,112,13179837
1308,1442,Sanctum,2011,Alister Grierson,"John Garvin, Andrew Wight, Andrew Wight (story)","Richard Roxburgh, Ioan Gruffudd, Rhys Wakefield, Alice Parkinson",Adventure,English,USA,108,22300000
1325,1460,October Baby,2011,"Andrew Erwin, Jon Erwin","Jon Erwin, Theresa Preston, Jon Erwin (story), Andrew Erwin (story), Theresa Preston (story), Cecil Stokes (story)","Rachel Hendrix, Jason Burkey, John Schneider, Jennifer Price",Drama,English,USA,107,5355847
1326,1461,Trishna,2011,Michael Winterbottom,"Michael Winterbottom (screenplay), Thomas Hardy (novel)","Freida Pinto, Riz Ahmed, Mita Vasisht, Harish Khanna",Drama,English,UK,117,240381
1353,1490,Source Code,2011,Duncan Jones,Ben Ripley,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga, Jeffrey Wright",Sci-Fi,English,USA,93,54696902
1354,1491,The Inbetweeners Movie,2011,Ben Palmer,"Iain Morris, Damon Beesley","Simon Bird, James Buckley, Blake Harrison, Joe Thomas",Comedy,English,UK,97,30825490
1376,1513,17 Girls,2011,"Delphine Coulin, Muriel Coulin","Delphine Coulin, Muriel Coulin","Louise Grinberg, Juliette Darche, Roxane Duran, Esther Garrel",Drama,French,France,86,15002
1395,1534,The Moth Diaries,2011,Mary Harron,"Rachel Klein (novel), Mary Harron (screenplay)","Sarah Bolger, Anne Day-Jones, Sarah Gadon, Valerie Tian",Drama,English,Canada,82,3838
1404,1544,"Oslo, August 31st",2011,Joachim Trier,"Pierre Drieu La Rochelle (novel), Joachim Trier, Eskil Vogt","Anders Danielsen Lie, Malin Crepin, Aksel Thanke, Hans Olav Brenner",Drama,Norwegian,Norway,95,62068
1406,1546,Our Idiot Brother,2011,Jesse Peretz,"Jesse Peretz (story), Evgenia Peretz (story), David Schisgall (story), Evgenia Peretz (screenplay), David Schisgall (screenplay)","Paul Rudd, Nick Sullivan, Francesca Papalia, Bob Stephenson",Comedy,English,USA,90,24600000
1407,1547,Beginning of the Great Revival,2011,"Sanping Han(co-director), Jianxin Huang(co-director)","Zhe Dong, Jung Li Guong, Jianxin Huang","Bingbing Fan, Daniel Wu, John Woo, Yun-Fat Chow",Drama,Mandarin,China,124,151305
1418,1559,Winnie Mandela,2011,Darrell Roodt,"Anne Marie du Preez Bezdrob (inspired by and based upon the book ""Winnie Mandela: A Life""), Andre Pieterse (screenplay), Darrell Roodt (screenplay), Paul Ian Johnson (original treatment)","Jennifer Hudson, Terrence Howard, Elias Koteas, Wendy Crewson",Biography,English,South Africa,104,61847
1434,1576,In the Land of Blood and Honey,2011,Angelina Jolie,Angelina Jolie,"Zana Marjanovic, Goran Kostic, Rade Serbedzija, Vanessa Glodjo",Drama,Bosnian,USA,127,301305
1442,1584,The Human Centipede II (Full Sequence),2011,Tom Six,Tom Six,"Laurence R. Harvey, Ashlynn Yennie, Maddi Black, Kandace Caine",Drama,English,USA,91,122890
1443,1585,Attack the Block,2011,Joe Cornish,Joe Cornish,"Jodie Whittaker, John Boyega, Alex Esmail, Leeon Jones",Action,English,UK,88,800000
1448,1591,The Roommate,2011,Christian E. Christiansen,Sonny Mallhi,"Leighton Meester, Minka Kelly, Cam Gigandet, Aly Michalka",Drama,English,USA,91,37300107
1453,1596,North Sea Texas,2011,Bavo Defurne,"Andre Sollie (novel), Bavo Defurne, Yves Verbraeken","Ben Van den Heuvel, Eva van der Gucht, Thomas Coumans, Katelijne Damen",Drama,Dutch,Belgium,94,16710
1455,1598,The Sorcerer and the White Snake,2011,Siu-Tung Ching,Tan Cheung,"Jet Li, Shengyi Huang, Raymond Lam, Charlene Choi",Action,Mandarin,China,100,10575
1462,1607,Chicken with Plums,2011,"Vincent Paronnaud, Marjane Satrapi","Marjane Satrapi, Vincent Paronnaud, Marjane Satrapi (comic book)","Mathieu Amalric, Edouard Baer, Maria de Medeiros, Golshifteh Farahani",Comedy,French,France,93,253705
1473,1618,Patiala House,2011,Nikkhil Advani,"Nikkhil Advani (story & screenplay), Earl D'Souza (lyrics), Anvita Dutt Guptan (dialogues), Harshdeep Kaur (lyrics)","Rishi Kapoor, Dimple Kapadia, Akshay Kumar, Anushka Sharma Kohli",Drama,Hindi,India,140,644010
1481,1627,The Well-Digger's Daughter,2011,Daniel Auteuil,"Marcel Pagnol (early screenplay), Daniel Auteuil (adaptation)","Daniel Auteuil, Kad Merad, Sabine Azema, Jean-Pierre Darroussin",Drama,French,France,107,385406
1491,1637,One Day,2011,Lone Scherfig,"David Nicholls (screenplay), David Nicholls (book)","Anne Hathaway, Jim Sturgess, Tom Mison, Jodie Whittaker",Drama,English,USA,107,13766014
1494,1640,Unknown,2011,Jaume Collet-Serra,"Oliver Butcher (screenplay), Stephen Cornwell (screenplay), Didier Van Cauwelaert (novel)","Liam Neeson, Diane Kruger, January Jones, Aidan Quinn",Action,English,UK,113,63677735
1496,1643,The Ambassador,2011,Mads Brugger,"Mads Brugger (original idea), Mads Brugger, Maja Jul Larsen",Mads Brugger,Documentary,Danish,Denmark,93,27503
1515,1667,The Salt of Life,2011,Gianni Di Gregorio,"Valerio Attanasio, Gianni Di Gregorio","Gianni Di Gregorio, Valeria De Franciscis, Alfonso Santagata, Elisabetta Piccolomini",Comedy,Italian,Italy,90,200146
1521,1673,The Divide,2011,Xavier Gens,"Karl Mueller, Eron Sheean","Lauren German, Michael Biehn, Milo Ventimiglia, Courtney B. Vance",Action,English,USA,112,18000
1538,1691,Sidewalls,2011,Gustavo Taretto,Gustavo Taretto,"Javier Drolas, Miguel Dedovich, Pilar Lopez de Ayala, Miguel Alvarez",Comedy,Spanish,Argentina,95,1304
1543,1696,Hide Away,2011,Chris Eyre,Peter Vanderwall,"Josh Lucas, Ayelet Zurer, James Cromwell, Jon Tenney",Drama,English,USA,88,29604
1548,1702,The Family Tree,2011,Vivi Friedman,Mark Lisson,"Rachael Leigh Cook, Hope Davis, Dermot Mulroney, Max Thieriot",Comedy,English,Australia,87,3658
1561,1715,Like Crazy,2011,Drake Doremus,"Drake Doremus, Ben York Jones","Anton Yelchin, Felicity Jones, Jennifer Lawrence, Charlie Bewley",Drama,English,USA,86,3388210
1570,1724,Higher Ground,2011,Vera Farmiga,"Carolyn S. Briggs (screenplay), Tim Metcalfe (screenplay), Carolyn S. Briggs (memoir ""This Dark World"")","Joshua Leonard, Norbert Leo Butz, Michael Chernus, Vera Farmiga",Drama,English,USA,109,841056
1576,1730,Spy Kids 4: All the Time in the World,2011,Robert Rodriguez,Robert Rodriguez,"Jessica Alba, Joel McHale, Rowan Blanchard, Mason Cook",Action,English,USA,89,38536376
1603,1759,Tonight You're Mine,2011,David Mackenzie,Thomas Leveritt (screenplay),"Rebecca Benson, Luke Treadaway, Mathew Baynton, Natalia Tena",Comedy,English,UK,80,5086
1606,1762,Season of the Witch,2011,Dominic Sena,Bragi F. Schut,"Nicolas Cage, Ron Perlman, Stephen Campbell Moore, Stephen Graham",Action,English,USA,95,24800000
1625,1784,A Little Bit of Heaven,2011,Nicole Kassell,Gren Wells,"Kate Hudson, Gael Garcia Bernal, Kathy Bates, Lucy Punch",Comedy,English,USA,106,453167
1634,1793,The Black Power Mixtape 1967-1975,2011,Goran Olsson,Goran Olsson,"Abiodun Oyewole, Stokely Carmichael, Talib Kweli, Mable Carmichael",Documentary,English,Sweden,100,167360
1658,1819,Polisse,2011,Maiwenn,"Maiwenn (screenplay), Emmanuelle Bercot (screenplay)","Karin Viard, Joey Starr, Marina Fois, Nicolas Duvauchelle",Crime,French,France,127,100000
1667,1829,Horrible Bosses,2011,Seth Gordon,"Michael Markowitz (screenplay), John Francis Daley (screenplay), Jonathan Goldstein (screenplay), Michael Markowitz (story)","Jason Bateman, Steve Wiebe, Kevin Spacey, Charlie Day",Comedy,English,USA,98,116900000
1693,1855,War Horse,2011,Steven Spielberg,"Lee Hall (screenplay), Richard Curtis (screenplay), Michael Morpurgo (novel), Nick Stafford (stage play)","Jeremy Irvine, Peter Mullan, Emily Watson, Niels Arestrup",Drama,English,USA,146,79883359
1695,1857,The Adjustment Bureau,2011,George Nolfi,"George Nolfi (screenplay), Philip K. Dick (short story ""Adjustment Team"")","Matt Damon, Emily Blunt, Lisa Thoreson, Florence Kastriner",Romance,English,USA,106,62453315
1699,1861,Hunky Dory,2011,Marc Evans,Laurence Coriat (screenplay),"Minnie Driver, Kristian Gwilliam, Aneurin Barnard, Tom Rhys Harries",Comedy,English,UK,110,14174
1701,1863,The Perfect Family,2011,Anne Renton,"Paula Goldberg (story), Claire V. Riley (screenplay)","Kathleen Turner, Emily Deschanel, Jason Ritter, Michael McGrady",Comedy,English,USA,84,107721
1702,1864,Kung Fu Panda 2,2011,Jennifer Yuh Nelson,"Jonathan Aibel, Glenn Berger","Jack Black, Angelina Jolie, Dustin Hoffman, Gary Oldman",Animation,English,USA,90,165230261
1717,1879,African Cats,2011,"Keith Scholey, Alastair Fothergill(co-director)","Keith Scholey (narration written by), John Truby (narration written by), Keith Scholey (original story), Owen Newman (original story)","Samuel L. Jackson, Patrick Stewart, Mara",Documentary,English,USA,89,15415270
1723,1885,Revenge of the Electric Car,2011,Chris Paine,"P.G. Morgan, Chris Paine","Tim Robbins, Dan Neil, Danny DeVito, Ray Wert",Documentary,English,USA,90,150307
1726,1889,Corman's World: Exploits of a Hollywood Rebel,2011,Alex Stapleton,Alex Stapleton (by),"Paul W.S. Anderson, Allan Arkush, Eric Balfour, Paul Bartel",Documentary,English,USA,95,7000
1734,1897,Shaolin,2011,Benny Chan,"Alan Yuen (original screenplay), Chi Kwong Cheung, Quiyu Wang, Kam Cheong Chan, Tan Cheung","Shaoqun Yu, Chen Zhiui, Xing Yu, Jing Wu",Action,Mandarin,Hong Kong,131,42256
1740,1904,"Crazy, Stupid, Love.",2011,"Glenn Ficarra, John Requa",Dan Fogelman,"Steve Carell, Ryan Gosling, Julianne Moore, Emma Stone",Comedy,English,USA,118,83300000
1741,1905,Melancholia,2011,Lars von Trier,Lars von Trier,"Kirsten Dunst, Charlotte Gainsbourg, Alexander Skarsgard, Brady Corbet",Drama,English,Denmark,135,2900000
1762,1926,Machine Gun Preacher,2011,Marc Forster,Jason Keller,"Gerard Butler, Michelle Monaghan, Kathy Baker, Michael Shannon",Action,English,USA,129,400000
1784,1950,Blitz,2011,Elliott Lester,"Nathan Parker (screenplay), Ken Bruen (novel)","Jason Statham, Paddy Considine, Aidan Gillen, Zawe Ashton",Action,English,UK,97,266148
1789,1956,Bonsai,2011,Cristian Jimenez,"Cristian Jimenez, Alejandro Zambra (novel)","Diego Noguera, Alicia Fehrmann, Andres Waas, Nathalia Galgani",Drama,Spanish,Chile,95,21163
1790,1957,Dolphin Tale,2011,Charles Martin Smith,"Karen Janszen, Noam Dromi","Harry Connick Jr., Ashley Judd, Nathan Gamble, Kris Kristofferson",Drama,English,Canada,113,65099999
1792,1959,Desi Boyz,2011,Rohit Dhawan,"Rohit Dhawan (screenplay), Rohit Dhawan (story), Renuka Kunzru (dialogue), Milap Zaveri (additional screenplay)","Akshay Kumar, John Abraham, Deepika Padukone, Chitrangda Singh",Comedy,Hindi,India,122,1066167
1794,1961,Starry Starry Night,2011,Tom Lin,"Jimmy Liao (book), Tom Lin (screenplay)","Jiao Xu, Hui-Min Lin, Rene Liu, Harlem Yu",Drama,Mandarin,Taiwan,99,4375
1816,1986,"Connected: An Autoblogography About Love, Death & Technology",2011,Tiffany Shlain,"Tiffany Shlain, Ken Goldberg, Carlton Evans, Sawyer Steele","Ken Goldberg, Peter Coyote, Leonard Shlain, Tiffany Shlain",Documentary,English,USA,82,13304
1818,1988,Salmon Fishing in the Yemen,2011,Lasse Hallstrom,"Simon Beaufoy, Paul Torday (novel)","Amr Waked, Emily Blunt, Catherine Steadman, Tom Mison",Comedy,English,UK,107,4700000
1820,1990,Straw Dogs,2011,Rod Lurie,"Rod Lurie (screenplay), David Zelag Goodman (earlier screenplay), Sam Peckinpah (earlier screenplay), Gordon Williams (novel)","James Marsden, Kate Bosworth, Alexander Skarsgard, James Woods",Action,English,USA,110,10324441
1832,2002,Sucker Punch,2011,Zack Snyder,"Zack Snyder (screenplay), Steve Shibuya (screenplay), Zack Snyder (story)","Emily Browning, Abbie Cornish, Jena Malone, Vanessa Hudgens",Action,English,USA,110,36381716
1833,2003,Take This Waltz,2011,Sarah Polley,Sarah Polley,"Michelle Williams, Seth Rogen, Luke Kirby, Sarah Silverman",Comedy,English,Canada,116,1100000
1836,2006,Return,2011,Liza Johnson,Liza Johnson,"Linda Cardellini, Michael Shannon, John Slattery, Talia Balsam",Drama,English,USA,97,6717
1843,2013,Something Borrowed,2011,Luke Greenfield,"Jennie Snyder Urman (screenplay), Emily Giffin (novel)","Ginnifer Goodwin, Kate Hudson, Colin Egglesfield, John Krasinski",Comedy,English,USA,112,39000000
1858,2028,A Better Life,2011,Chris Weitz,"Eric Eason (screenplay), Roger L. Simon (story)","Demian Bichir, Eddie 'Piolin' Sotelo, Joaquin Cosio, Jose Julian",Drama,English,USA,98,1754319
1865,2035,Albert Nobbs,2011,Rodrigo Garcia,"Gabriella Prekop (screenplay), John Banville (screenplay), Glenn Close (screenplay), George Moore (novel), Istvan Szabo (screen story)","Glenn Close, Antonia Campbell-Hughes, Mia Wasikowska, Pauline Collins",Drama,English,UK,113,3014541
1871,2044,Down the Shore,2011,Harold Guskin,Sandra Jennings,"Famke Janssen, James Gandolfini, John Magaro, Maria Dizzia",Drama,English,USA,93,4808
1883,2056,The Decoy Bride,2011,Sheree Folkson,"Neil Jaworski, Sally Phillips (story), Sally Phillips","Danny Bage, Dylan Moran, Hannah Bourne, Michael Urie",Comedy,English,UK,89,542
1892,2066,Moneyball,2011,Bennett Miller,"Steven Zaillian (screenplay), Aaron Sorkin (screenplay), Stan Chervin (story), Michael Lewis (book)","Brad Pitt, Jonah Hill, Philip Seymour Hoffman, Robin Wright",Biography,English,USA,133,75605492
1898,2072,Cars 2,2011,"John Lasseter, Brad Lewis(co-director)","John Lasseter (original story by), Brad Lewis (original story by), Dan Fogelman (original story by), Ben Queen (screenplay by)","Larry the Cable Guy, Owen Wilson, Michael Caine, Emily Mortimer",Animation,English,USA,106,191450875
1901,2075,Eames: The Architect & The Painter,2011,"Jason Cohn, Bill Jersey",Jason Cohn (narration written by),"Charles Eames, Ray Eames, James Franco, Jeannine Oppewall",Documentary,English,USA,85,147591
1906,2081,Rango,2011,Gore Verbinski,"John Logan, John Logan (story), Gore Verbinski (story), James Ward Byrkit (story)","Johnny Depp, Isla Fisher, Abigail Breslin, Ned Beatty",Animation,English,USA,107,123188232
1907,2082,The Oranges,2011,Julian Farino,"Ian Helfer, Jay Reiss","Alia Shawkat, Hugh Laurie, Oliver Platt, Allison Janney",Comedy,English,USA,90,261662
1910,2085,"Jeff, Who Lives at Home",2011,"Jay Duplass, Mark Duplass","Jay Duplass, Mark Duplass","Jason Segel, Ed Helms, Susan Sarandon, Judy Greer",Comedy,English,USA,83,4244155
1911,2086,God Bless America,2011,Bobcat Goldthwait,Bobcat Goldthwait,"Joel Murray, Tara Lynne Barr, Melinda Page Hamilton, Mackenzie Brooke Smith",Adventure,English,USA,105,77301
1915,2090,Abduction,2011,John Singleton,Shawn Christensen,"Jake Andolina, Oriah Acima Andrews, Ken Arnold, Maria Bello",Action,English,USA,106,27600000
1919,2094,Special Forces,2011,Stephane Rybojad,"Stephane Rybojad (adaptation), Michael Cooper (adaptation), Emmanuelle Collomp (collaboration), Stephane Rybojad","Diane Kruger, Djimon Hounsou, Benoit Magimel, Denis Menochet",Action,French,France,109,10759
1922,2097,Thor,2011,Kenneth Branagh,"Ashley Miller (screenplay), Zack Stentz (screenplay), Don Payne (screenplay), J. Michael Straczynski (story), Mark Protosevich (story), Stan Lee (comic book), Larry Lieber (comic book), Jack Kirby (comic book)","Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins",Action,English,USA,115,181015141
1923,2098,Real Steel,2011,Shawn Levy,"John Gatins (screenplay), Dan Gilroy (story), Jeremy Leven (story), Richard Matheson (short story ""Steel"")","Hugh Jackman, Dakota Goyo, Evangeline Lilly, Anthony Mackie",Action,English,USA,127,85463309
1948,2123,Violet & Daisy,2011,Geoffrey Fletcher,Geoffrey Fletcher,"Saoirse Ronan, Alexis Bledel, James Gandolfini, Marianne Jean-Baptiste",Action,English,USA,88,9982
1951,2126,Damsels in Distress,2011,Whit Stillman,Whit Stillman (screenplay),"Greta Gerwig, Carrie MacLemore, Megalyn Echikunwoke, Analeigh Tipton",Comedy,English,USA,99,1007535
1954,2129,"Peace, Love & Misunderstanding",2011,Bruce Beresford,"Christina Mengert, Joseph Muszynski","Kyle MacLachlan, Catherine Keener, Joseph Dunn, Ann Osmond",Comedy,English,USA,96,539896
1968,2143,Seeking Justice,2011,Roger Donaldson,"Todd Hickey (story), Robert Tannen (screenplay), Robert Tannen (story)","Nicolas Cage, January Jones, Guy Pearce, Harold Perrineau",Action,English,USA,105,410819
1995,2173,Sleeping Beauty,2011,Julia Leigh,"Yasunari Kawabata (idea), Julia Leigh (screenplay)","Bridgette Barrett, Rachael Blake, Hannah Bella Bowden, Emily Browning",Drama,English,Australia,101,21236
2019,2198,The Warring States,2011,Chen Jin,Jie Shen,"Tian Jing, Honglei Sun, Hee-seon Kim, Francis Ng",Drama,Mandarin,China,125,67991
2054,2235,The Grey,2011,Joe Carnahan,"Joe Carnahan (screenplay), Ian Mackenzie Jeffers (screenplay), Ian Mackenzie Jeffers (short story ""Ghost Walker"")","Liam Neeson, Frank Grillo, Dermot Mulroney, Dallas Roberts",Action,English,USA,117,51533608
2059,2241,W.E.,2011,Madonna,"Madonna, Alek Keshishian","Abbie Cornish, Andrea Riseborough, James D'Arcy, Oscar Isaac",Drama,English,UK,119,582075
2061,2243,J. Edgar,2011,Clint Eastwood,Dustin Lance Black,"Leonardo DiCaprio, Josh Hamilton, Geoff Pierson, Cheryl Lawson",Biography,English,USA,137,37304451
2072,2255,The Hunter,2011,Daniel Nettheim,"Alice Addison (screenplay), Wain Fimeri (original adaptation), Daniel Nettheim (original adaptation), Julia Leigh (based on the novel by)","Willem Dafoe, Frances O'Connor, Sam Neill, Morgana Davies",Adventure,English,Australia,100,176432
2078,2261,Goodbye First Love,2011,Mia Hansen-Love,Mia Hansen-Love (screenplay),"Lola Creton, Sebastian Urzendowsky, Magne-Havard Brekke, Valerie Bonneton",Drama,French,France,110,42153
2088,2273,The Adventures of Tintin,2011,Steven Spielberg,"Herge (based on ""The Adventures of Tintin"" by), Steven Moffat (screenplay by), Edgar Wright (screenplay by), Joe Cornish (screenplay by)","Jamie Bell, Andy Serkis, Daniel Craig, Nick Frost",Animation,English,USA,107,75300000
2093,2278,House of Tolerance,2011,Bertrand Bonello,Bertrand Bonello (scenario),"Noemie Lvovsky, Hafsia Herzi, Celine Sallette, Jasmine Trinca",Drama,French,France,122,19327
2097,2282,The Son of No One,2011,Dito Montiel,Dito Montiel,"Al Pacino, Channing Tatum, James Ransone, Ray Liotta",Action,English,USA,90,28870
2113,2298,Red State,2011,Kevin Smith,Kevin Smith,"Michael Angarano, Deborah Aquila, Nicholas Braun, Ronnie Connell",Action,English,USA,88,1000000
2116,2301,We Have a Pope,2011,Nanni Moretti,"Nanni Moretti, Francesco Piccolo, Federica Pontremoli, Tom King, Jer Lujan, Rayan Desaintanger, Georgii Nik, Georgia Molotta","Michel Piccoli, Jerzy Stuhr, Renato Scarpa, Franco Graziosi",Comedy,Italian,Italy,102,480926
2134,2321,Apartment 143,2011,Carles Torrens,Rodrigo Cortes,"Francesc Garrido, Fiona Glascott, Rick Gonzalez, Kai Lennox",Horror,English,Spain,80,256
2143,2332,The Change-Up,2011,David Dobkin,"Jon Lucas, Scott Moore","Ryan Reynolds, Jason Bateman, Leslie Mann, Olivia Wilde",Comedy,English,USA,112,37000000
2145,2334,Resurrect Dead: The Mystery of the Toynbee Tiles,2011,Jon Foy,"Jon Foy, Colin Smith","Justin Duerr, Marc Duerr, Kevin Riley, Abby Miller",Documentary,English,USA,86,21243
2146,2335,Terri,2011,Azazel Jacobs,"Patrick DeWitt, Patrick DeWitt (story by), Azazel Jacobs (story by)","Jacob Wysocki, John C. Reilly, Bridger Zadina, Creed Bratton",Comedy,English,USA,105,400000
2151,2340,Jihne Mera Dil Luteya,2011,Mandeep Kumar,Dheeraj Rattan,"Gippy Grewal, Neeru Bajwa, Diljit Dosanjh, Jaswinder Bhalla",Comedy,Punjabi,India,135,461808
2159,2348,Pina,2011,Wim Wenders,Wim Wenders,"Regina Advento, Malou Airaudo, Ruth Amarante, Jorge Puerta",Documentary,German,Germany,103,3520458
2160,2349,Cassadaga,2011,Anthony DiBlasi,"Bruce Wood (story and characters), Bruce Wood (screenplay), Scott Poiley (screenplay)","Kelen Coleman, Kevin Alejandro, Louise Fletcher, Rus Blackwell",Horror,English,USA,108,1678
2163,2352,"Turn Me On, Dammit!",2011,Jannicke Systad Jacobsen,"Jannicke Systad Jacobsen, Olaug Nilssen (novel)","Helene Bergsholm, Malin Bjorhovde, Beate Stofring, Matias Myren",Comedy,Norwegian,Norway,76,65324
