,Unnamed: 0,Title,Year,Director,Writer,Actors,Genre,Language,Country,Runtime,BoxOffice
1431,1573,Muppets Most Wanted,2014,James Bobin,"James Bobin, Nicholas Stoller, Jim Henson (based on)","Ricky Gervais, Ty Burrell, Tina Fey, Steve Whitmire",Adventure,English,USA,107,46429909
1435,1577,Freedom,2014,Peter Cousens,"Timothy A. Chey, John Senczuk (story editor)","Cuba Gooding Jr., Sharon Leal, David Rasche, Kimberly Nichole",Drama,English,USA,94,124356
1440,1582,Step Up All In,2014,Trish Sie,"Duane Adler (characters), John Swetnam","Ryan Guzman, Briana Evigan, Adam Sevani, Misha Gabriel Hamilton",Drama,English,USA,112,13617501
1444,1586,"Nativity 3: Dude, Where's My Donkey?!",2014,Debbie Isitt,Debbie Isitt,"Martin Clunes, Marc Wootton, Catherine Tate, Adam Garcia",Comedy,English,UK,109,5861581
1445,1587,Nowitzki: The Perfect Shot,2014,Sebastian Dehnhardt,Sebastian Dehnhardt,"Kobe Bryant, Rick Carlisle, Vince Carter, Mark Cuban",Documentary,German,Germany,105,32550
1451,1594,Paranormal Activity: The Marked Ones,2014,Christopher Landon,"Christopher Landon, Oren Peli (based on the film ""Paranormal Activity"" by)","Andrew Jacobs, Jorge Diaz, Gabrielle Walsh, Renee Victor",Horror,English,USA,84,28605090
1458,1603,Pudsey the Dog: The Movie,2014,Nick Moore,Paul Rose,"Pudsey, David Walliams, Jessica Hynes, John Sessions",Comedy,English,UK,87,661344
1485,1631,The Keeping Room,2014,Daniel Barber,Julia Hart,"Brit Marling, Hailee Steinfeld, Muna Otaru, Sam Worthington",Drama,English,USA,95,27166
1487,1633,Maleficent,2014,Robert Stromberg,"Linda Woolverton (screenplay by), Charles Perrault (based on ""La Belle au bois dormant"" written by)","Angelina Jolie, Elle Fanning, Sharlto Copley, Lesley Manville",Action,English,USA,97,190871149
1495,1642,3 Nights in the Desert,2014,Gabriel Cowan,Adam Chanzit (screenplay),"Wes Bentley, Vincent Piazza, Amber Tamblyn",Drama,English,USA,90,1279
1500,1647,Beyond the Reach,2014,Jean-Baptiste Leonetti,"Stephen Susco (screenplay), Robb White (based on the book: ""Deathwatch"")","Michael Douglas, Jeremy Irvine, Hanna Mangan Lawrence, Ronny Cox",Thriller,English,USA,91,32050
1501,1648,Winter's Tale,2014,Akiva Goldsman,"Akiva Goldsman (screenplay), Mark Helprin (novel)","Colin Farrell, Matt Bomer, Lucy Griffiths, Michael Crane",Drama,English,USA,118,10628616
1502,1649,The Living,2014,Jack Bryan,Jack Bryan,"Fran Kranz, Jocelin Donahue, Kenny Wormald, Chris Mulkey",Crime,English,USA,89,5374
1510,1661,Days and Nights,2014,Christian Camargo,Christian Camargo,"Ben Whishaw, Allison Janney, Katie Holmes, Mark Rylance",Comedy,English,USA,92,6003
1522,1674,Pirates,2014,Seok-hoon Lee,Seong-il Cheon,"Nam-gil Kim, Ye-jin Son, Hae-jin Yoo, Kyeong-yeong Lee",Action,Korean,South Korea,130,297593
1586,1742,The Principle,2014,Katheryne Thomas,Rick DeLano,"Julian Barbour, Robert J. Bennett, John Byl, Bernard J. Carr",Documentary,English,USA,90,86172
1609,1765,Nas: Time Is Illmatic,2014,One9,Erik Parker,"Nas, Cornel West, Pharrell Williams, Swizz Beatz",Documentary,English,USA,74,151366
1627,1786,Red Army,2014,Gabe Polsky,Gabe Polsky,"Scotty Bowman, Herb Brooks, Don Cherry, Mark Deakins",Documentary,English,USA,84,694600
1635,1794,Cake,2014,Daniel Barnz,Patrick Tobin (screenplay),"Jennifer Aniston, Adriana Barraza, Anna Kendrick, Sam Worthington",Drama,English,USA,102,1319947
1640,1799,And So It Goes,2014,Rob Reiner,Mark Andrus,"Michael Douglas, Diane Keaton, Sterling Jerins, Annie Parisse",Comedy,English,USA,94,10482672
1643,1802,The Monuments Men,2014,George Clooney,"George Clooney (screenplay), Grant Heslov (screenplay), Robert M. Edsel (book), Bret Witter (book)","George Clooney, Matt Damon, Bill Murray, Cate Blanchett",Comedy,English,USA,118,67239378
1650,1810,Come Back to Me,2014,Paul Leyden,"Paul Leyden (screenplay by), Wrath James White (based on the book ""The Resurrectionist"" by)","Jon Abrahams, Andrew Beckham, Jeanette Branch, Caroline Clements",Fantasy,English,USA,90,4156
1663,1825,Barefoot,2014,Andrew Fleming,Stephen Zotnowski,"Evan Rachel Wood, Scott Speedman, Treat Williams, Kate Burton",Comedy,English,USA,90,11766
1670,1832,Jai Ho,2014,Sohail Khan,"A.R. Murugadoss (story), Dilip Shukla (screenplay and dialogue)","Salman Khan, Tabu, Nadira Babbar, Danny Denzongpa",Action,Hindi,India,135,1187266
1692,1854,Women Who Flirt,2014,Ho-Cheung Pang,"Fu-man Luo (based on the book by), Ho-Cheung Pang (screenplay), Yee-sum Luk (screenplay)","Xun Zhou, Xiaoming Huang, Yi-Lin Sie, Sonia Sui",Comedy,Mandarin,China,97,199235
1703,1865,The New Girlfriend,2014,Francois Ozon,"Ruth Rendell (novel), Francois Ozon (screenplay)","Romain Duris, Anais Demoustier, Raphael Personnaz, Isild Le Besco",Drama,French,France,108,281394
1719,1881,That Awkward Moment,2014,Tom Gormican,Tom Gormican,"Zac Efron, Miles Teller, Michael B. Jordan, Imogen Poots",Comedy,English,USA,94,23264422
1745,1909,Cong cong na nian,2014,Yibai Zhang,"Han Li, Han Liu, Yehui Jiu, Yehui Jiu (novel)","Eddie Peng, Ni Ni, Ryan Zheng, Vision Wei",Drama,Chinese,China,119,562523
1752,1916,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,Miguel Arteta,"Rob Lieber (screenplay), Rob Lieber (screen story), Judith Viorst (book)","Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette",Comedy,English,USA,81,56752482
1760,1924,Ivory Tower,2014,Andrew Rossi,Andrew Rossi,"Elizabeth Armstrong, Richard Arum, Jamshed Bharucha, David Boone",Documentary,English,USA,90,99555
1761,1925,America: Imagine the World Without Her,2014,"Dinesh D'Souza, John Sullivan","Dinesh D'Souza, John Sullivan, Bruce Schooley","Dinesh D'Souza, Barack Obama, Josh Bonzie, Rich Bentz",Documentary,English,USA,105,14438086
1768,1932,The Drop,2014,Michael R. Roskam,"Dennis Lehane (screenplay), Dennis Lehane (short story ""Animal Rescue"")","Tom Hardy, Noomi Rapace, James Gandolfini, Matthias Schoenaerts",Crime,English,USA,106,8709169
1781,1947,Black or White,2014,Mike Binder,Mike Binder,"Kevin Costner, Octavia Spencer, Jillian Estell, Bill Burr",Drama,English,USA,121,15504419
1787,1953,Sabotage,2014,David Ayer,"Skip Woods, David Ayer","Arnold Schwarzenegger, Sam Worthington, Joe Manganiello, Josh Holloway",Action,English,USA,109,8125131
1806,1974,Amira & Sam,2014,Sean Mullin,Sean Mullin,"Martin Starr, Dina Shihabi, Paul Wesley, Laith Nakli",Comedy,English,USA,90,31849
1807,1975,Kill Dil,2014,Shaad Ali,"Nitesh Tiwari (screenplay and dialogue), Shreyas Jain (screenplay and dialogue), Nikhil Mehrotra (screenplay and dialogue)","Ranveer Singh, Ali Zafar, Parineeti Chopra, Govinda",Action,Hindi,India,127,98105
1815,1985,When Marnie Was There,2014,"James Simone, Hiromasa Yonebayashi","Joan G. Robinson (based on the novel by), Keiko Niwa (screenplay by), Masashi Ando (screenplay by), Hiromasa Yonebayashi (screenplay by), David Freedman (screenplay adaptation by: English)","Sara Takatsuki, Kasumi Arimura, Nanako Matsushima, Susumu Terajima",Animation,Japanese,Japan,103,463187
1838,2008,St. Vincent,2014,Theodore Melfi,Theodore Melfi (screenplay),"Bill Murray, Melissa McCarthy, Naomi Watts, Chris O'Dowd",Comedy,English,USA,102,33454313
1840,2010,Cuban Fury,2014,James Griffiths,"Jon Brown, Nick Frost (original idea)","Ben Radcliffe, Ian McShane, Isabella Steinbarth, Brandon Robinson",Comedy,English,UK,98,1926548
1860,2030,Kung Fu Jungle,2014,Teddy Chan,"Teddy Chan (original story), Ho Leung Lau (original story), Ho Leung Lau (screenplay), Tin Shu Mak (screenplay)","Donnie Yen, Baoqiang Wang, Charlie Yeung, Bing Bai",Action,Cantonese,China,100,88024
1866,2038,300: Rise of an Empire,2014,Noam Murro,"Zack Snyder (screenplay), Kurt Johnstad (screenplay), Frank Miller (graphic novel ""Xerxes"")","Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson",Action,English,USA,102,91024535
1882,2055,Match,2014,Stephen Belber,Stephen Belber,"Patrick Stewart, Carla Gugino, Matthew Lillard, Jaime Tirelli",Comedy,English,USA,92,30469
1886,2059,The Inbetweeners 2,2014,"Damon Beesley, Iain Morris","Damon Beesley, Iain Morris","Simon Bird, James Buckley, Blake Harrison, Joe Thomas",Comedy,English,UK,96,14299071
1900,2074,Bhopal: A Prayer for Rain,2014,Ravi Kumar,"Ravi Kumar, David Brooks, Ravi Kumar","Martin Sheen, Mischa Barton, Kal Penn, Tannishtha Chatterjee",Drama,English,UK,96,12111
1917,2092,Last Days in Vietnam,2014,Rory Kennedy,"Mark Bailey, Keven McAlester","Richard Nixon, Henry Kissinger, Stuart Herrington, Juan Valdez",Documentary,English,USA,98,408651
1926,2101,The Loft,2014,Erik Van Looy,"Bart De Pauw (based upon the film written by), Wesley Strick (screenplay)","Karl Urban, James Marsden, Wentworth Miller, Eric Stonestreet",Mystery,English,Belgium,108,4409157
1928,2103,Unfriended,2014,Levan Gabriadze,Nelson Greaves,"Heather Sossaman, Matthew Bohrer, Courtney Halverson, Shelley Hennig",Drama,English,USA,83,31354666
1935,2110,Sex Tape,2014,Jake Kasdan,"Kate Angelo (screenplay), Jason Segel (screenplay), Nicholas Stoller (screenplay), Kate Angelo (story)","Cameron Diaz, Jason Segel, Rob Corddry, Ellie Kemper",Comedy,English,USA,94,34279302
1946,2121,The Lego Movie,2014,"Phil Lord, Christopher Miller","Phil Lord (screenplay), Christopher Miller (screenplay), Dan Hageman (story), Kevin Hageman (story), Phil Lord (story), Christopher Miller (story), Ole Kirk Christiansen (based on LEGO Construction Toys created by), Godtfred Kirk Christiansen (based on LEGO Construction Toys created by), Jens Nygaard Knudsen (based on LEGO Construction Toys created by), Peter Laird (characters created by: Teenage Mutant Ninja Turtles), Kevin Eastman (characters created by: Teenage Mutant Ninja Turtles)","Will Arnett, Elizabeth Banks, Craig Berry, Alison Brie",Animation,English,Australia,100,244870202
1959,2134,Chaar Sahibzaade,2014,Harry Baweja,Harry Baweja (screenplay by),Om Puri,Animation,Panjabi,India,135,791777
1961,2136,Fidelio: Alice's Odyssey,2014,Lucie Borleteau,"Lucie Borleteau (scenario), Clara Bourreau (scenario), Mathilde Boisseleau (collaboration)","Ariane Labed, Melvil Poupaud, Anders Danielsen Lie, Pascal Tagnati",Drama,French,France,97,2977
1970,2145,God's Pocket,2014,John Slattery,"Peter Dexter (novel), Alex Metcalf (screenplay), John Slattery (screenplay)","Christina Hendricks, Philip Seymour Hoffman, Eddie Marsan, Caleb Landry Jones",Crime,English,USA,88,97040
1971,2146,A Matter of Faith,2014,Rich Christiano,"Dave Christiano, Rich Christiano","Jordan Trovillion, Jay Pickett, Harry Anderson, Chandler Macocha",Drama,English,USA,89,660659
1980,2155,The Hundred-Foot Journey,2014,Lasse Hallstrom,"Steven Knight (screenplay by), Richard C. Morais (novel)","Helen Mirren, Om Puri, Manish Dayal, Charlotte Le Bon",Comedy,English,USA,122,46214579
2009,2188,The Pyramid,2014,Gregory Levasseur,"Daniel Meersand, Nick Simon","Ashley Hinshaw, Denis O'Hare, James Buckley, Christa Nicola",Action,English,USA,89,2325230
2022,2201,Bang Bang,2014,Siddharth Anand,"Sujoy Ghosh (screenplay), Suresh Nair (screenplay), Patrick O'Neill (original story), Abbas Tyrewala (dialogue)","Hrithik Roshan, Katrina Kaif, Pavan Malhotra, Danny Denzongpa",Action,Hindi,India,153,2681879
2023,2202,The Dead Lands,2014,Toa Fraser,Glenn Standring,"James Rolleston, Lawrence Makoare, Te Kohe Tuhaka, Xavier Horan",Action,Maori,New Zealand,107,12040
2028,2207,Humshakals,2014,Sajid Khan,"Sajid Khan (story and dialogue), Robin Bhatt (screenplay), Sajid Khan (screenplay), Akarsh Khurana (screenplay), Adhir Bhat (additional dialogue)","Saif Ali Khan, Riteish Deshmukh, Ram Kapoor, Bipasha Basu",Comedy,Hindi,India,159,129181
2033,2212,Spring,2014,"Justin Benson, Aaron Moorhead",Justin Benson,"Lou Taylor Pucci, Nadia Hilker, Francesco Carnelutti, Nick Nevern",Horror,English,USA,109,29975
2035,2214,Foxcatcher,2014,Bennett Miller,"E. Max Frye, Dan Futterman","Steve Carell, Channing Tatum, Mark Ruffalo, Sienna Miller",Biography,English,USA,134,9744477
2042,2223,Predestination,2014,"Michael Spierig, Peter Spierig","Michael Spierig, Peter Spierig, Robert A. Heinlein (based on the short story ""All You Zombies"" by)","Ethan Hawke, Sarah Snook, Christopher Kirby, Christopher Sommers",Drama,English,Australia,97,201560
2049,2230,Watchers of the Sky,2014,Edet Belzberg,"Samantha Power (inspired by her book ""A Problem from Hell"")","Benjamin Ferencz, Raphael Lemkin, Matt Mitler, Luis Moreno-Ocampo",Documentary,English,USA,120,19081
2058,2240,Of Mind and Music,2014,Richie Adams,"Richie Adams, Nicolas Bazan","Joaquim de Almeida, Aunjanue Ellis, Bill Cobbs, Ruth Negga",Drama,English,USA,98,15073
2065,2247,A Little Chaos,2014,Alan Rickman,"Jeremy Brock (screenplay), Alison Deegan, Alan Rickman (screenplay)","Thomas Allam, Alan Rickman, Hope Hancock, Isabella Steinbarth",Drama,English,UK,112,551609
2070,2253,Stations of the Cross,2014,Dietrich Bruggemann,"Anna Bruggemann, Anna Bruggemann, Dietrich Bruggemann","Lea van Acken, Franziska Weisz, Florian Stetter, Lucie Aron",Drama,German,Germany,110,159
2074,2257,The Salt of the Earth,2014,"Juliano Ribeiro Salgado, Wim Wenders","Wim Wenders, Juliano Ribeiro Salgado, David Rosier","Sebastiao Salgado, Wim Wenders, Lelia Wanick Salgado, Juliano Ribeiro Salgado",Documentary,French,France,110,744582
2081,2265,Maps to the Stars,2014,David Cronenberg,Bruce Wagner (screenplay),"Julianne Moore, Mia Wasikowska, John Cusack, Evan Bird",Comedy,English,Canada,111,338190
2098,2283,Vampire Academy,2014,Mark Waters,"Richelle Mead (novel), Daniel Waters (screenplay)","Zoey Deutch, Lucy Fry, Danila Kozlovsky, Gabriel Byrne",Action,English,USA,104,7508090
2118,2303,Paddington,2014,Paul King,"Paul King, Hamish McColl (screen story by), Paul King (screen story by), Michael Bond (""Paddington Bear"" created by)","Tim Downie, Madeleine Worrall, Lottie Steer, Geoffrey Palmer",Adventure,English,UK,95,85879985
2129,2315,The Song,2014,Richard Ramsey,"Richard Ramsey, Richard Ramsey","Alan Powell, Ali Faulkner, Caitlin Nicol-Thomas, Danny Vinson",Drama,English,USA,116,5520506
2135,2322,Calvary,2014,John Michael McDonagh,John Michael McDonagh,"Brendan Gleeson, Chris O'Dowd, Kelly Reilly, Aidan Gillen",Drama,English,Ireland,102,5030432
2156,2345,Noah,2014,Darren Aronofsky,"Darren Aronofsky, Ari Handel","Russell Crowe, Jennifer Connelly, Ray Winstone, Anthony Hopkins",Action,English,USA,138,101160529
2158,2347,Edge of Tomorrow,2014,Doug Liman,"Christopher McQuarrie (screenplay by), Jez Butterworth (screenplay by), John-Henry Butterworth (screenplay by), Hiroshi Sakurazaka (based on the novel ""All You Need Is Kill"" by)","Tom Cruise, Emily Blunt, Brendan Gleeson, Bill Paxton",Action,English,USA,113,77121429
2171,2360,Hits,2014,David Cross,David Cross,"Meredith Hagner, Matt Walsh, James Adomian, Jake Cherry",Comedy,English,USA,96,15156
2173,2362,United Passions,2014,Frederic Auburtin,"Frederic Auburtin, Jean-Paul Delfino","Sam Neill, Tim Roth, Fisher Stevens, Gerard Depardieu",Drama,English,France,110,900
2193,2383,Walk of Shame,2014,Steven Brill,Steven Brill,"Elizabeth Banks, James Marsden, Gillian Jacobs, Sarah Wright",Comedy,English,USA,95,39751
2209,2401,Left Behind,2014,Vic Armstrong,"Jerry B. Jenkins (based on novel), Tim LaHaye (based on novel), Paul Lalonde, John Patus","Nicolas Cage, Chad Michael Murray, Cassi Thomson, Nicky Whelan",Action,English,USA,110,10649893
2213,2405,Life Partners,2014,Susanna Fogel,"Susanna Fogel, Joni Lefkowitz","Leighton Meester, Gillian Jacobs, Gabourey Sidibe, Beth Dover",Comedy,English,USA,93,7563
2222,2414,Boy Meets Girl,2014,Eric Schaeffer,Eric Schaeffer,"Michael Welch, Michelle Hendley, Alexandra Turshen, Michael Galante",Comedy,English,USA,95,20289
2235,2428,Unbroken,2014,Angelina Jolie,"Joel Coen (screenplay), Ethan Coen (screenplay), Richard LaGravenese (screenplay), William Nicholson (screenplay), Laura Hillenbrand (book)","Jack O'Connell, Domhnall Gleeson, Garrett Hedlund, Miyavi",Biography,English,USA,137,70500647
2248,2441,Mr. Peabody & Sherman,2014,Rob Minkoff,"Jay Ward (based on the series produced by), Craig Wright (screenplay), Robert Ben Garant (additional dialogue), Thomas Lennon (additional dialogue), Ted Key (based upon the characters and format created by: ""Sherman and Peabody""), Michael McCullers (additional screenplay material)","Ty Burrell, Max Charles, Lauri Fraser, Guillaume Aretos",Animation,English,USA,92,101784999
2255,2448,The Guest,2014,Adam Wingard,Simon Barrett,"Dan Stevens, Maika Monroe, Brendan Meyer, Sheila Kelley",Mystery,English,USA,100,642285
2262,2455,Sunshine Superman,2014,Marah Strauch,Marah Strauch,"Pat Sajak, Phil Donahue, Cecilie Bull, John Long",Documentary,English,Norway,100,83537
2263,2456,Planes: Fire & Rescue,2014,Roberts Gannaway,"Roberts Gannaway (story and screenplay by), Jeffrey M. Howard (story and screenplay by)","Dane Cook, Ed Harris, Julie Bowen, Curtis Armstrong",Animation,English,USA,83,42622300
2272,2465,Boulevard,2014,Dito Montiel,Douglas Soesbe,"Robin Williams, Kathy Baker, Roberto Aguire, Giles Matthey",Drama,English,USA,88,46743
2280,2473,Just Before I Go,2014,Courteney Cox,David Flebotte,"Seann William Scott, Olivia Thirlby, Garret Dillahunt, Kate Walsh",Comedy,English,USA,95,8129
2330,2526,Honeymoon,2014,Leigh Janiak,"Phil Graziadei, Leigh Janiak","Rose Leslie, Harry Treadaway, Ben Huber, Hanna Brown",Horror,English,USA,87,9168
2331,2527,Clown,2014,Jon Watts,"Christopher Ford, Jon Watts","Andy Powers, Laura Allen, Peter Stormare, Christian Distefano",Drama,English,USA,100,51809
2332,2528,Trash,2014,"Stephen Daldry, Christian Duurvoort(co-director)","Andy Mulligan (based on the novel by), Felipe Braga (additional material), Richard Curtis (screenplay by)","Rickson Tevez, Wagner Moura, Jose Dumont, Daniel Zettel",Adventure,Portuguese,UK,114,10230
2362,2559,Postman Pat,2014,Mike Disa,"Nicole Dubuc, Kim Fuller (story by), Annika Bluhm (story by), Ivor Wood (based upon the original television series by), John Cunliffe (created by)","Stephen Mangan, Jim Broadbent, Rupert Grint, David Tennant",Animation,English,UK,88,1628568
2369,2566,Captain America: The Winter Soldier,2014,"Anthony Russo, Joe Russo","Christopher Markus (screenplay by), Stephen McFeely (screenplay by), Joe Simon (based on the Marvel comics by), Jack Kirby (based on the Marvel comics by)","Chris Evans, Samuel L. Jackson, Scarlett Johansson, Robert Redford",Action,English,USA,136,228636083
2375,2572,Transcendence,2014,Wally Pfister,Jack Paglen,"Johnny Depp, Rebecca Hall, Paul Bettany, Cillian Murphy",Drama,English,UK,119,23014504
2378,2575,"I, Frankenstein",2014,Stuart Beattie,"Stuart Beattie (screenplay), Kevin Grevioux (screen story), Stuart Beattie (screen story), Kevin Grevioux (Darkstorm Studios graphic novel), Mary Shelley (characters)","Aaron Eckhart, Yvonne Strahovski, Miranda Otto, Bill Nighy",Action,English,USA,92,15687400
2407,2605,The Grand Budapest Hotel,2014,Wes Anderson,"Stefan Zweig (inspired by the writings of), Wes Anderson (screenplay), Wes Anderson (story), Hugo Guinness (story)","Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody",Adventure,English,USA,99,56939515
2416,2614,Top Five,2014,Chris Rock,Chris Rock,"Chris Rock, Rosario Dawson, J.B. Smoove, Gabrielle Union",Comedy,English,USA,102,17002433
2433,2631,Gett: The Trial of Viviane Amsalem,2014,"Ronit Elkabetz, Shlomi Elkabetz","Ronit Elkabetz, Shlomi Elkabetz","Ronit Elkabetz, Simon Abkarian, Gabi Amrani, Dalia Beger",Drama,Hebrew,Israel,115,650571
2442,2641,Horrible Bosses 2,2014,Sean Anders,"Sean Anders (screenplay), John Morris (screenplay), Jonathan Goldstein (story), John Francis Daley (story), Sean Anders (story), John Morris (story), Michael Markowitz (characters)","Jason Bateman, Jason Sudeikis, Charlie Day, Jennifer Aniston",Comedy,English,USA,108,39939072
2484,2684,Yalom's Cure,2014,Sabine Gisiger,Sabine Gisiger,"Irvin D. Yalom, Marilyn Yalom",Documentary,English,Switzerland,77,684
2505,2705,Gunday,2014,Ali Abbas Zafar,"Ali Abbas Zafar, Sanjay Masoomm (additional dialogue)","Ranveer Singh, Arjun Kapoor, Priyanka Chopra, Irrfan Khan",Action,Hindi,India,152,413482
2532,2733,Rudderless,2014,William H. Macy,"Casey Twenter, Jeff Robison, William H. Macy","Miles Heizer, Aly Lovelace, Billy Crudup, Casey Twenter",Comedy,English,USA,105,56001
2544,2746,23 Blast,2014,Dylan Baker,"Bram Hoover, Toni Hoover","Stephen Lang, Alexa PenaVega, Mark Hapka, Max Adler",Drama,English,USA,98,485128
2561,2764,Tinker Bell and the Legend of the NeverBeast,2014,Steve Loter,"Steve Loter (story), Tom Rogers (story), Tom Rogers (screenplay), Robert Schooley (screenplay), Mark McCorkle (screenplay), Kate Kondell (screenplay)","Ginnifer Goodwin, Mae Whitman, Rosario Dawson, Lucy Liu",Animation,English,USA,76,1204288
2573,2777,Rocks in My Pockets,2014,Signe Baumane,Signe Baumane,Signe Baumane,Animation,English,USA,88,22518
2592,2796,Big Eyes,2014,Tim Burton,"Scott Alexander, Larry Karaszewski","Amy Adams, Christoph Waltz, Danny Huston, Krysten Ritter",Biography,English,USA,106,8021168
2605,2809,The Other Woman,2014,Nick Cassavetes,Melissa Stack,"Cameron Diaz, Leslie Mann, Nikolaj Coster-Waldau, Don Johnson",Comedy,English,USA,109,77860761
2607,2811,The Expendables 3,2014,Patrick Hughes,"Sylvester Stallone (screenplay by), Creighton Rothenberger (screenplay), Katrin Benedikt (screenplay), Sylvester Stallone (story by), Dave Callaham (characters)","Sylvester Stallone, Jason Statham, Harrison Ford, Arnold Schwarzenegger",Action,English,USA,126,34742878
2615,2819,The Best of Me,2014,Michael Hoffman,"Nicholas Sparks (novel), Will Fetters (screenplay), J. Mills Goodloe (screenplay)","Michelle Monaghan, James Marsden, Luke Bracey, Liana Liberato",Drama,English,USA,118,21984384
2619,2823,The One I Love,2014,Charlie McDowell,Justin Lader,"Mark Duplass, Elisabeth Moss, Ted Danson, Kiana Cason",Drama,English,USA,91,511635
2632,2837,The Connection,2014,Cedric Jimenez,"Audrey Diwan (screenplay), Cedric Jimenez (screenplay)","Jean Dujardin, Gilles Lellouche, Celine Sallette, Melanie Doutey",Action,French,France,135,128657
2645,2850,Every Secret Thing,2014,Amy Berg,"Nicole Holofcener (screenplay), Laura Lippman (novel)","Diane Lane, Brynne Norquist, Eva Grace Kellner, Lily Pilblad",Crime,English,USA,93,97020
2717,2924,The Pirate Fairy,2014,Peggy Holmes,"Jeffrey M. Howard (screenplay by), Kate Kondell (screenplay by), John Lasseter (story by), Peggy Holmes (story by), Roberts Gannaway (story by), Jeffrey M. Howard (story by), Lorna Cook (story by), Craig Gerber (story by)","Mae Whitman, Christina Hendricks, Tom Hiddleston, Lucy Liu",Animation,English,USA,78,5545809
2738,2945,Ouija,2014,Stiles White,"Juliet Snowden, Stiles White","Olivia Cooke, Ana Coto, Daren Kagasoff, Bianca A. Santos",Horror,English,Japan,89,43513891
2753,2960,Noble,2014,Stephen Bradley,Stephen Bradley,"Deirdre O'Kane, Sarah Greene, Brendan Coyle, Liam Cunningham",Biography,English,UK,100,347321
2781,2991,Therapy for a Vampire,2014,David Ruhm,David Ruhm,"Tobias Moretti, Jeanette Hain, Cornelia Ivancan, Dominic Oley",Comedy,German,Austria,87,3361
2794,3004,A Million Ways to Die in the West,2014,Seth MacFarlane,"Seth MacFarlane, Alec Sulkin, Wellesley Wild","Seth MacFarlane, Charlize Theron, Amanda Seyfried, Liam Neeson",Comedy,English,USA,116,37331031
2801,3011,22 Jump Street,2014,"Phil Lord, Christopher Miller","Michael Bacall (screenplay), Oren Uziel (screenplay), Rodney Rothman (screenplay), Michael Bacall (story), Jonah Hill (story), Patrick Hasburgh (television series ""21 Jump Street""), Stephen J. Cannell (television series ""21 Jump Street"")","Jonah Hill, Channing Tatum, Peter Stormare, Wyatt Russell",Action,English,USA,112,154295930
2803,3013,The Search for General Tso,2014,Ian Cheney,Ian Cheney,Ian Cheney,Documentary,English,USA,71,36800
2814,3024,A Haunted House 2,2014,Michael Tiddes,"Marlon Wayans, Rick Alvarez, Marlon Wayans (characters), Rick Alvarez (characters)","Marlon Wayans, Jaime Pressly, Essence Atkins, Gabriel Iglesias",Comedy,English,USA,86,13710572
2816,3026,Tammy,2014,Ben Falcone,"Melissa McCarthy, Ben Falcone","Melissa McCarthy, Susan Sarandon, Kathy Bates, Allison Janney",Comedy,English,USA,97,51033986
2827,3037,The Rover,2014,David Michod,"Joel Edgerton (based on a story by), David Michod (based on a story by), David Michod","Guy Pearce, Chan Kien, Tek Kong Lim, Tawanda Manyimo",Action,English,Australia,103,709133
2860,3070,Better Living Through Chemistry,2014,"Geoff Moore, David Posamentier","Geoff Moore, David Posamentier","Sam Rockwell, Olivia Wilde, Michelle Monaghan, Jane Fonda",Comedy,English,UK,91,51772
2862,3072,River of Fundament,2014,Matthew Barney,"Matthew Barney, David Grimm (additional dialogue written and adapted by)","Dave Bald Eagle, Milford Graves, John Buffalo Mailer, Ellen Burstyn",Drama,English,USA,319,43057
2872,3082,Ex Machina,2014,Alex Garland,Alex Garland,"Domhnall Gleeson, Alicia Vikander, Oscar Isaac, Sonoya Mizuno",Drama,English,UK,108,19012798
2901,3111,Before I Disappear,2014,Shawn Christensen,Shawn Christensen,"Shawn Christensen, Fatima Ptacek, Emmy Rossum, Paul Wesley",Drama,English,USA,93,2676
2922,3132,Beyond the Lights,2014,Gina Prince-Bythewood,Gina Prince-Bythewood,"Gugu Mbatha-Raw, Nate Parker, Minnie Driver, Machine Gun Kelly",Drama,English,USA,116,14617945
2937,3147,Neighbors,2014,Nicholas Stoller,"Andrew Jay Cohen, Brendan O'Brien","Seth Rogen, Rose Byrne, Elise Vargas, Zoey Vargas",Comedy,English,USA,97,134413041
2941,3152,Girlhood,2014,Celine Sciamma,Celine Sciamma (screenplay),"Karidja Toure, Assa Sylla, Lindsay Karamoh, Marietou Toure",Drama,French,France,113,60019
2963,3174,The Taking of Tiger Mountain,2014,Hark Tsui,"Bo Qu (novel), Jianxin Huang (screenplay), Hark Tsui, Yang Li, Chi-An Lin, Bing Wu, Zhe Dong","Hanyu Zhang, Tony Ka Fai Leung, Kenny Lin, Nan Yu",Action,Mandarin,China,141,228984
2967,3178,Love & Mercy,2014,Bill Pohlad,"Oren Moverman, Michael A. Lerner, Brian Wilson (based on the life of)","Paul Dano, John Cusack, Elizabeth Banks, Paul Giamatti",Biography,English,USA,121,8790100
2988,3199,The Rewrite,2014,Marc Lawrence,Marc Lawrence,"Hugh Grant, Whit Baldwin, Vanessa Wasche, Enid Graham",Comedy,English,USA,107,324889
