,Unnamed: 0,Title,Year,Director,Writer,Actors,Genre,Language,Country,Runtime,BoxOffice
1252,1380,Bandslam,2009,Todd Graff,"Josh A. Cagan (screenplay), Todd Graff (screenplay), Josh A. Cagan (story)","Aly Michalka, Vanessa Hudgens, Gaelan Connell, Scott Porter",Comedy,English,USA,111,5205343
1261,1390,Next Day Air,2009,Benny Boom,Blair Cobbs,"Donald Faison, Mike Epps, Wood Harris, Omari Hardwick",Action,English,USA,84,10017041
1272,1402,Planet 51,2009,"Jorge Blanco, Javier Abad(co-director), Marcos Martinez(co-director)","Joe Stillman (script by), Javier Abad (original idea by), Jorge Blanco (original idea by), Marcos Martinez (original idea by), Ignacio Perez Dolset (original idea by)","Dwayne Johnson, Jessica Biel, Justin Long, Gary Oldman",Animation,English,Spain,91,42194060
1285,1418,"Police, Adjective",2009,Corneliu Porumboiu,Corneliu Porumboiu,"Dragos Bucur, Vlad Ivanov, Ion Stoica, Irina Saulescu",Comedy,Romanian,Romania,113,26692
1288,1421,Armored,2009,Nimrod Antal,James V. Simpson,"Matt Dillon, Jean Reno, Laurence Fishburne, Amaury Nolasco",Action,English,USA,88,15988876
1289,1422,Transformers: Revenge of the Fallen,2009,Michael Bay,"Ehren Kruger, Roberto Orci, Alex Kurtzman","Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson",Action,English,USA,150,402076689
1290,1423,City of War: The Story of John Rabe,2009,Florian Gallenberger,"Florian Gallenberger, Erwin Wickert (book)","Ulrich Tukur, Daniel Bruhl, Steve Buscemi, Anne Consigny",Biography,Cantonese,France,134,100000
1294,1427,Looking for Eric,2009,Ken Loach,Paul Laverty (screenplay),"Steve Evets, Eric Cantona, Stephanie Bishop, Gerard Kearns",Comedy,English,UK,116,215173
1303,1436,The Lovely Bones,2009,Peter Jackson,"Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Alice Sebold (novel)","Mark Wahlberg, Rachel Weisz, Susan Sarandon, Stanley Tucci",Drama,English,USA,135,43982842
1314,1449,Coco Before Chanel,2009,Anne Fontaine,"Edmonde Charles-Roux (book), Anne Fontaine, Camille Fontaine","Audrey Tautou, Benoit Poelvoorde, Alessandro Nivola, Marie Gillain",Biography,French,France,105,5997682
1316,1451,Back Door Channels: The Price of Peace,2009,Harry Hunkele,"Matthew Tollin, Jonathan P. Hicks, Harry Hunkele, Arick B. Wierson","Jimmy Carter, Boutros Boutros-Ghali, Henry Kissinger, Andre Azoulay",Documentary,English,USA,95,11997
1319,1454,The Slammin' Salmon,2009,Kevin Heffernan,"Jay Chandrasekhar, Kevin Heffernan, Steve Lemme, Paul Soter, Erik Stolhanske","Kevin Heffernan, Jeff Chase, Carla Gallo, Paul Soter",Comedy,English,USA,90,26167
1356,1493,Humpday,2009,Lynn Shelton,Lynn Shelton,"Mark Duplass, Alycia Delmore, Joshua Leonard, Lynn Shelton",Comedy,English,USA,94,254272
1363,1500,Around a Small Mountain,2009,Jacques Rivette,"Jacques Rivette (scenario), Pascal Bonitzer (scenario), Christine Laurent (scenario), Sergio Castellitto (scenario), Shirel Amitay (scenario), Pascal Bonitzer (dialogue)","Jane Birkin, Sergio Castellitto, Andre Marcon, Jacques Bonnaffe",Comedy,French,France,84,31005
1367,1504,Tera Mera Ki Rishta,2009,Navaniat Singh,"Amrik Gill (screenplay & dialogues), Jaggi Singh (lyrics)","Raj Babbar, Jitendra Bhardwaj, Binnu Dhillon, Gurpreet Ghuggi",Drama,Punjabi,India,166,208214
1375,1512,I'm Glad My Mother Is Alive,2009,"Claude Miller, Nathan Miller","Emmanuel Carrere (story), Alain Le Henry (screenplay), Claude Miller, Nathan Miller","Vincent Rottiers, Sophie Cattani, Christine Citti, Yves Verhoeven",Drama,French,France,91,8435
1380,1518,Today's Special,2009,David Kaplan,"Aasif Mandvi (screenplay), Jonathan Bines (screenplay), Aasif Mandvi (play)","Dean Winters, Jess Weixler, Aarti Mann, Aasif Mandvi",Comedy,English,USA,99,317831
1391,1530,Bad Lieutenant: Port of Call New Orleans,2009,Werner Herzog,William M. Finkelstein (screenplay),"Nicolas Cage, Eva Mendes, Val Kilmer, Xzibit",Crime,English,USA,122,1616556
1396,1535,Whatever Works,2009,Woody Allen,Woody Allen,"Larry David, Adam Brooks, Lyle Kanouse, Michael McKean",Comedy,English,USA,93,5300000
1414,1555,An Education,2009,Lone Scherfig,"Lynn Barber (memoir), Nick Hornby (screenplay)","Carey Mulligan, Olivia Williams, Alfred Molina, Cara Seymour",Drama,English,UK,100,12512069
1415,1556,12 Rounds,2009,Renny Harlin,Daniel Kunka,"John Cena, Aidan Gillen, Ashley Scott, Steve Harris",Action,English,USA,108,12200000
1422,1563,Tetro,2009,Francis Ford Coppola,"Mauricio Kartun (verse ""Fausta""), Francis Ford Coppola","Vincent Gallo, Alden Ehrenreich, Maribel Verdu, Silvia Perez",Drama,English,USA,127,273753
1428,1570,Echelon Conspiracy,2009,Greg Marcks,"Michael Nitsberg (screenplay), Kevin Alyn Elders (screenplay), Michael Nitsberg (story)","Shane West, Edward Burns, Ving Rhames, Jonathan Pryce",Action,English,USA,105,500154
1454,1597,Turtle: The Incredible Journey,2009,Nick Stringer,Melanie Finn,"Miranda Richardson, Hannelore Elsner, Georgina Verbaan",Documentary,English,UK,81,391942
1459,1604,Big Fan,2009,Robert Siegel,Robert Siegel,"Patton Oswalt, Kevin Corrigan, Michael Rapaport, Marcia Jean Kurtz",Comedy,English,USA,88,105339
1463,1608,Thirst,2009,Chan-wook Park,"Emile Zola (inspired by ""Therese Raquin""), Chan-wook Park (screenplay by), Seo-kyeong Jeong (screenplay by)","Kang-ho Song, Hee-jin Choi, Dong-soo Seo, Hwa-ryong Lee",Drama,Korean,South Korea,135,296441
1464,1609,G.I. Joe: The Rise of Cobra,2009,Stephen Sommers,"Stuart Beattie (screenplay), David Elliot (screenplay), Paul Lovett (screenplay), Michael B. Gordon (story), Stuart Beattie (story), Stephen Sommers (story)","Adewale Akinnuoye-Agbaje, Christopher Eccleston, Gregory Fitoussi, Joseph Gordon-Levitt",Action,English,USA,118,150167630
1480,1625,Solitary Man,2009,"Brian Koppelman, David Levien",Brian Koppelman,"Michael Douglas, Susan Sarandon, Danny DeVito, Mary-Louise Parker",Comedy,English,USA,90,4360548
1489,1635,Jennifer's Body,2009,Karyn Kusama,Diablo Cody,"Megan Fox, Amanda Seyfried, Johnny Simmons, Adam Brody",Comedy,English,USA,102,16031583
1514,1666,Carriers,2009,"David Pastor, Alex Pastor","Alex Pastor, David Pastor","Lou Taylor Pucci, Chris Pine, Piper Perabo, Emily VanCamp",Drama,English,USA,84,90820
1529,1681,Away We Go,2009,Sam Mendes,"Dave Eggers, Vendela Vida","John Krasinski, Maya Rudolph, Carmen Ejogo, Catherine O'Hara",Comedy,English,USA,98,9400000
1534,1686,Fighting,2009,Dito Montiel,"Robert Munic, Dito Montiel","Channing Tatum, Terrence Howard, Zulay Henao, Michael Rivera",Action,English,USA,105,23036320
1541,1694,Bran Nue Dae,2009,Rachel Perkins,"Jimmy Chi (stage musical), Kuckles (stage musical), Patrick Duttoo Bin Amat (stage musical), Garry Gower (stage musical), Michael Manolis Mavromatis (stage musical), Stephen Pigram (stage musical), Reg Cribb (screenplay), Rachel Perkins (screenplay), Jimmy Chi (screenplay), Adrian Russell Wills","Rocky McKenzie, Jessica Mauboy, Ernie Dingo, Missy Higgins",Comedy,English,Australia,85,100000
1546,1700,Whip It,2009,Drew Barrymore,"Shauna Cross (screenplay), Shauna Cross (novel)","Sarah Habel, Shannon Eagen, Edward Austin Kelly, Mary Callaghan Lynch",Drama,English,USA,111,13000000
1558,1712,Everybody's Fine,2009,Kirk Jones,"Kirk Jones, Giuseppe Tornatore (original screenplay), Tonino Guerra (original screenplay), Massimo De Rita (original screenplay)","Robert De Niro, Drew Barrymore, Kate Beckinsale, Sam Rockwell",Adventure,English,USA,99,8855646
1563,1717,Fired Up!,2009,Will Gluck,Will Gluck,"Nicholas D'Agosto, Eric Christian Olsen, Sarah Roemer, Molly Sims",Comedy,English,USA,90,16755117
1564,1718,The Proposal,2009,Anne Fletcher,Peter Chiarelli,"Sandra Bullock, Ryan Reynolds, Mary Steenburgen, Craig T. Nelson",Comedy,English,USA,108,163900057
1577,1731,The Secret of Kells,2009,"Tomm Moore, Nora Twomey(co-director)","Tomm Moore (original story), Fabrice Ziolkowski (screenplay)","Evan McGuire, Christen Mooney, Brendan Gleeson, Mick Lally",Animation,English,France,75,686383
1608,1764,"The Goods: Live Hard, Sell Hard",2009,Neal Brennan,"Andy Stock, Rick Stempson","Jeremy Piven, Ving Rhames, James Brolin, David Koechner",Comedy,English,USA,89,15000327
1616,1772,2012,2009,Roland Emmerich,"Roland Emmerich, Harald Kloser","John Cusack, Amanda Peet, Chiwetel Ejiofor, Thandie Newton",Action,English,USA,158,166112167
1617,1775,Gamer,2009,"Mark Neveldine, Brian Taylor","Mark Neveldine, Brian Taylor","Gerard Butler, Amber Valletta, Michael C. Hall, Kyra Sedgwick",Action,English,USA,95,20488579
1619,1778,Soul Kitchen,2009,Fatih Akin,"Fatih Akin (screenplay), Adam Bousdoukos (screenplay)","Adam Bousdoukos, Moritz Bleibtreu, Pheline Roggan, Anna Bederke",Comedy,German,Germany,99,200000
1624,1783,The Time that Remains,2009,Elia Suleiman,Elia Suleiman,"Ali Suliman, Maisa Abd Elhadi, Saleh Bakri, Elia Suleiman",Drama,Arabic,UK,109,31788
1626,1785,Inspector Bellamy,2009,Claude Chabrol,"Odile Barski (scenario,  adaptation and dialogue), Claude Chabrol (scenario,  adaptation and dialogue)","Gerard Depardieu, Clovis Cornillac, Jacques Gamblin, Marie Bunel",Crime,French,France,110,105893
1646,1806,Up,2009,"Pete Docter, Bob Peterson(co-director)","Pete Docter (story by), Bob Peterson (story by), Tom McCarthy (story by), Bob Peterson (screenplay by), Pete Docter (screenplay by)","Edward Asner, Christopher Plummer, Jordan Nagai, Bob Peterson",Animation,English,USA,96,292979556
1659,1821,Princess Kaiulani,2009,Marc Forby,"Marc Forby (screenplay), Robert Payne (additional dialogue)","Q'orianka Kilcher, Barry Pepper, Shaun Evans, Jimmy Yuill",Drama,English,USA,97,883887
1661,1823,From Mexico with Love,2009,Jimmy Nickerson,"Glen Hartford, Scott Salter (screenplay), Nicholas Siapkaris","Kuno Becker, Steven Bauer, Stephen Lang, Alex Nesic",Action,English,USA,96,505606
1664,1826,Brooklyn's Finest,2009,Antoine Fuqua,Michael C. Martin,"Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes",Crime,English,USA,132,26746443
1674,1836,Sin Nombre,2009,Cary Joji Fukunaga,Cary Joji Fukunaga,"Marco Antonio Aguirre, Leonardo Alonso, Karla Cecilia Alvarado, Juan Pablo Arias Barron",Adventure,Spanish,Mexico,96,2436392
1677,1839,Nowhere Boy,2009,Sam Taylor-Johnson,Matt Greenhalgh (screenplay),"Aaron Taylor-Johnson, Kristin Scott Thomas, David Threlfall, Josh Bolt",Biography,English,UK,98,1445366
1680,1842,The Hedgehog,2009,Mona Achache,"Mona Achache (screenplay), Muriel Barbery (novel)","Josiane Balasko, Garance Le Guillermic, Togo Igawa, Anne Brochet",Drama,French,France,100,828801
1685,1847,Feed the Fish,2009,Michael Matzdorff,Michael Matzdorff,"Tony Shalhoub, Barry Corbin, Katie Aselton, Vanessa Branch",Comedy,English,USA,92,101160
1698,1860,Inglourious Basterds,2009,"Quentin Tarantino, Eli Roth",Quentin Tarantino,"Brad Pitt, Melanie Laurent, Christoph Waltz, Eli Roth",Adventure,English,Germany,153,120523073
1713,1875,A Serious Man,2009,"Ethan Coen, Joel Coen","Joel Coen, Ethan Coen","Michael Stuhlbarg, Richard Kind, Fred Melamed, Sari Lennick",Comedy,English,USA,106,9190525
1727,1890,Land of the Lost,2009,Brad Silberling,"Chris Henchy, Dennis McNicholas, Sid Krofft (television series), Marty Krofft (television series)","Will Ferrell, Anna Friel, Danny McBride, Jorma Taccone",Adventure,English,USA,102,49392095
1728,1891,Cheri,2009,Stephen Frears,"Christopher Hampton, Colette (novels)","Michelle Pfeiffer, Frances Tomelty, Tom Burke, Rupert Friend",Comedy,English,UK,86,2643292
1729,1892,Coraline,2009,Henry Selick,"Henry Selick (screenplay), Neil Gaiman (book)","Dakota Fanning, Teri Hatcher, Jennifer Saunders, Dawn French",Animation,English,USA,100,75169351
1737,1901,Army of Crime,2009,Robert Guediguian,"Serge Le Peron (original idea), Robert Guediguian (scenario), Serge Le Peron (scenario), Gilles Taurand (scenario), Gilles Taurand (adaptation)","Simon Abkarian, Virginie Ledoyen, Robinson Stevenin, Lola Naymark",Drama,French,France,139,35416
1747,1911,In the Loop,2009,Armando Iannucci,"Jesse Armstrong (screenplay), Simon Blackwell (screenplay), Armando Iannucci (screenplay), Tony Roche (screenplay), Ian Martin (additional dialogue)","Peter Capaldi, Harry Hadden-Paton, Samantha Harrington, Gina McKee",Comedy,English,UK,106,2251324
1751,1915,Fanboys,2009,Kyle Newman,"Ernest Cline (screenplay), Adam F. Goldberg (screenplay), Ernest Cline (story), Dan Pulick (story)","Sam Huntington, Chris Marquette, Dan Fogler, Jay Baruchel",Adventure,English,USA,90,700000
1778,1944,My Sister's Keeper,2009,Nick Cassavetes,"Jeremy Leven (screenplay), Nick Cassavetes (screenplay), Jodi Picoult (novel)","Abigail Breslin, Walter Raney, Sofia Vassilieva, Cameron Diaz",Drama,English,USA,109,49069310
1803,1971,Drag Me to Hell,2009,Sam Raimi,"Sam Raimi, Ivan Raimi","Alison Lohman, Justin Long, Lorna Raver, Dileep Rao",Horror,English,USA,99,42100000
1810,1978,The City of Your Final Destination,2009,James Ivory,"Ruth Prawer Jhabvala (screenplay), Peter Cameron (novel)","Nicholas Blandullo, Sofia Viruboff, James Martin, Omar Metwally",Drama,English,USA,117,493296
1876,2049,The Invention of Lying,2009,"Ricky Gervais, Matthew Robinson","Ricky Gervais, Matthew Robinson","Ricky Gervais, Jennifer Garner, Jonah Hill, Louis C.K.",Comedy,English,USA,100,18439082
1881,2054,The Time Traveler's Wife,2009,Robert Schwentke,"Bruce Joel Rubin (screenplay), Audrey Niffenegger (novel)","Michelle Nolden, Alex Ferris, Arliss Howard, Eric Bana",Drama,English,USA,107,63387284
1885,2058,The Secret in Their Eyes,2009,Juan Jose Campanella,"Eduardo Sacheri (screenplay), Juan Jose Campanella (screenplay), Eduardo Sacheri (novel)","Soledad Villamil, Ricardo Darin, Carla Quevedo, Pablo Rago",Drama,Spanish,Argentina,129,6390014
1889,2062,Mother,2009,Joon-ho Bong,"Joon-ho Bong (story), Eun-kyo Park (screenplay), Joon-ho Bong (screenplay)","Hye-ja Kim, Won Bin, Goo Jin, Je-mun Yun",Crime,Korean,South Korea,129,500000
1890,2063,Surrogates,2009,Jonathan Mostow,"Michael Ferris (screenplay), John Brancato (screenplay), Robert Venditti (graphic novel), Brett Weldele (graphic novel)","Bruce Willis, Radha Mitchell, Rosamund Pike, Boris Kodjoe",Action,English,USA,89,38542418
1891,2065,The Double Hour,2009,Giuseppe Capotondi,"Alessandro Fabbri, Ludovica Rampoldi, Stefano Sardo","Kseniya Rappoport, Filippo Timi, Antonia Truppo, Gaetano Bruno",Crime,Italian,Italy,95,1400000
1895,2069,3 Idiots,2009,Rajkumar Hirani,"Rajkumar Hirani (screenplay), Abhijat Joshi (screenplay), Vidhu Vinod Chopra (screenplay associate), Abhijat Joshi (story), Chetan Bhagat (novel)","Aamir Khan, Madhavan, Sharman Joshi, Kareena Kapoor",Comedy,Hindi,India,170,6500000
1902,2076,Not Easily Broken,2009,Bill Duke,"Brian Bird (screenplay), T.D. Jakes (novel)","Morris Chestnut, Taraji P. Henson, Maeve Quinlan, Kevin Hart",Drama,English,USA,99,10572742
1912,2087,X Games 3D: The Movie,2009,Steven Lawrence,"Greg Jennings, Steven Lawrence","Shaun White, Travis Pastrana, Ricky Carmichael, Danny Way",Documentary,English,USA,92,837216
1918,2093,Alien Trespass,2009,R.W. Goodwin,"Steven P. Fisher (screenplay), James Swift (story), Steven P. Fisher (story)","Eric McCormack, Jenni Baird, Dan Lauria, Robert Patrick",Comedy,English,USA,90,43437
1920,2095,Life During Wartime,2009,Todd Solondz,Todd Solondz,"Shirley Henderson, Michael Kenneth Williams, Roslyn Ruff, Allison Janney",Comedy,English,USA,98,278821
1933,2108,The Milk of Sorrow,2009,Claudia Llosa,Claudia Llosa,"Magaly Solier, Susi Sanchez, Efrain Solis, Barbara Lazon",Drama,Spanish,Spain,94,10376
1938,2113,Hannah Montana: The Movie,2009,Peter Chelsom,"Dan Berendsen, Michael Poryes (characters), Rich Correll (characters), Barry O'Brien (characters)","Miley Cyrus, Billy Ray Cyrus, Emily Osment, Jason Earles",Comedy,English,USA,102,79478344
1941,2116,The Ugly Truth,2009,Robert Luketic,"Nicole Eastman (screenplay), Karen McCullah (screenplay), Kirsten Smith (screenplay), Nicole Eastman (story)","Katherine Heigl, Gerard Butler, Bree Turner, Eric Winter",Comedy,English,USA,96,88915214
1945,2120,Eyes Wide Open,2009,Haim Tabakman,Merav Doster (screenplay and story),"Zohar Shtrauss, Ran Danker, Tinkerbell, Tzahi Grad",Drama,Hebrew,Israel,91,463914
1947,2122,New York,2009,Kabir Khan,"Aditya Chopra (story), Sandeep Srivastava (dialogue), Sandeep Srivastava (screenplay)","John Abraham, Katrina Kaif, Neil Nitin Mukesh, Irrfan Khan",Crime,Hindi,India,153,981866
1958,2133,Precious,2009,Lee Daniels,"Geoffrey Fletcher (screenplay), Sapphire (novel)","Gabourey Sidibe, Mo'Nique, Paula Patton, Mariah Carey",Drama,English,USA,110,47536959
1982,2157,Knowing,2009,Alex Proyas,"Ryne Douglas Pearson (screenplay), Juliet Snowden (screenplay), Stiles White (screenplay), Ryne Douglas Pearson (story)","Nicolas Cage, Chandler Canterbury, Rose Byrne, Lara Robinson",Action,English,USA,121,79948113
1986,2162,Bruno,2009,Larry Charles,"Sacha Baron Cohen (screenplay), Anthony Hines (screenplay), Dan Mazer (screenplay), Jeff Schaffer (screenplay), Sacha Baron Cohen (story), Peter Baynham (story), Anthony Hines (story), Dan Mazer (story), Sacha Baron Cohen (character)","Sacha Baron Cohen, Gustaf Hammarsten, Clifford Banagale, Chibundu Orukwowu",Comedy,English,USA,81,59992760
2020,2199,Couples Retreat,2009,Peter Billingsley,"Jon Favreau, Vince Vaughn, Dana Fox","Vince Vaughn, Jason Bateman, Faizon Love, Jon Favreau",Comedy,English,USA,113,109176215
2029,2208,Year One,2009,Harold Ramis,"Harold Ramis (screenplay), Gene Stupnitsky (screenplay), Lee Eisenberg (screenplay), Harold Ramis (story)","Jack Black, Michael Cera, Oliver Platt, David Cross",Adventure,English,USA,97,43337279
2053,2234,The Haunting in Connecticut,2009,Peter Cornwell,"Adam Simon, Tim Metcalfe","Virginia Madsen, Kyle Gallner, Elias Koteas, Amanda Crew",Drama,English,USA,92,55325526
2062,2244,Guy and Madeline on a Park Bench,2009,Damien Chazelle,Damien Chazelle,"Jason Palmer, Desiree Garcia, Sandha Khin, Karen Adelman",Drama,English,USA,82,33793
2079,2262,A Perfect Getaway,2009,David Twohy,David Twohy,"Steve Zahn, Timothy Olyphant, Milla Jovovich, Kiele Sanchez",Adventure,English,USA,98,15536310
2084,2269,Garbo: The Spy,2009,Edmon Roch,"Maria Hervera, Isaki Lacuesta, Edmon Roch","Rupert Allason, Jose Antonio Escoriza, Aline Griffith, Juan Kreisler",Documentary,English,Spain,88,28195
2114,2299,Saint John of Las Vegas,2009,Hue Rhodes,Hue Rhodes,"Steve Buscemi, Romany Malco, Sarah Silverman, Peter Dinklage",Comedy,English,USA,85,72245
2132,2318,The Hangover,2009,Todd Phillips,"Jon Lucas, Scott Moore","Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha",Comedy,English,USA,100,277313371
2155,2344,State of Play,2009,Kevin Macdonald,"Matthew Michael Carnahan (screenplay), Tony Gilroy (screenplay), Billy Ray (screenplay), Paul Abbott (television series)","Russell Crowe, Ben Affleck, Rachel McAdams, Helen Mirren",Crime,English,USA,127,36965395
2184,2374,Do Knot Disturb,2009,David Dhawan,Yunus Sajawal (screenplay),"Govinda, Sushmita Sen, Riteish Deshmukh, Lara Dutta",Comedy,Hindi,India,126,124573
2185,2375,White Material,2009,Claire Denis,"Claire Denis (scenario), Marie N'Diaye (scenario), Lucie Borleteau (collaboration)","Isabelle Huppert, Christopher Lambert, Nicolas Duvauchelle, William Nadylam",Drama,French,France,106,302819
2195,2385,Valhalla Rising,2009,Nicolas Winding Refn,"Nicolas Winding Refn, Roy Jacobsen, Matthew Read (additional writing)","Mads Mikkelsen, Alexander Morton, Stewart Porter, Maarten Stevenson",Adventure,English,Denmark,93,17836
2203,2394,Harry Brown,2009,Daniel Barber,Gary Young (screenplay),"Michael Caine, Emily Mortimer, Charlie Creed-Miles, David Bradley",Action,English,UK,103,1818681
2208,2400,Bright Star,2009,Jane Campion,"Jane Campion, Jane Campion (screenplay), Andrew Motion (biography ""Keats"")","Abbie Cornish, Ben Whishaw, Paul Schneider, Kerry Fox",Biography,English,UK,119,4341275
2220,2412,Moon,2009,Duncan Jones,"Duncan Jones (story), Nathan Parker","Sam Rockwell, Kevin Spacey, Dominique McElligott, Rosie Shaw",Drama,English,UK,97,4785434
2229,2421,Splice,2009,Vincenzo Natali,"Vincenzo Natali (screenplay), Antoinette Terry Bryant (screenplay), Doug Taylor (screenplay), Vincenzo Natali (story), Antoinette Terry Bryant (story)","Adrien Brody, Sarah Polley, Delphine Chaneac, Brandon McGibbon",Drama,English,Canada,104,16999046
2244,2437,The White Ribbon,2009,Michael Haneke,"Michael Haneke, Michael Haneke (story)","Christian Friedel, Ernst Jacobi, Leonie Benesch, Ulrich Tukur",Drama,German,Germany,144,2077054
2249,2442,Cairo Time,2009,Ruba Nadda,Ruba Nadda,"Patricia Clarkson, Alexander Siddig, Elena Anaya, Amina Annabi",Drama,English,Canada,90,1500000
2253,2446,Invictus,2009,Clint Eastwood,"Anthony Peckham (screenplay), John Carlin (book)","Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng",Biography,English,USA,134,37431431
2254,2447,Great Directors,2009,Angela Ismailos,Angela Ismailos,"Bernardo Bertolucci, Catherine Breillat, Liliana Cavani, Stephen Frears",Documentary,English,USA,90,17921
2256,2449,Bride Wars,2009,Gary Winick,"Greg DePaul (screenplay), Casey Wilson (screenplay), June Diane Raphael (screenplay), Greg DePaul (story)","Kate Hudson, Anne Hathaway, Bryan Greenberg, Chris Pratt",Comedy,English,USA,89,58637818
2260,2453,Videocracy,2009,Erik Gandini,Erik Gandini,"Silvio Berlusconi, Flavio Briatore, Fabio Calvi, Riccardo Canevali",Documentary,English,Sweden,85,363
2283,2476,Cloudy with a Chance of Meatballs,2009,"Phil Lord, Christopher Miller","Phil Lord (written for the screen by), Christopher Miller (written for the screen by), Judi Barrett (book), Ron Barrett (book), Rob Greenberg (additional screenplay material)","Bill Hader, Anna Faris, James Caan, Andy Samberg",Animation,English,USA,90,124870275
2311,2506,X-Men Origins: Wolverine,2009,Gavin Hood,"David Benioff (screenplay), Skip Woods (screenplay)","Hugh Jackman, Liev Schreiber, Danny Huston, Will.i.am",Action,English,USA,107,179737340
2320,2515,He's Just Not That Into You,2009,Ken Kwapis,"Abby Kohn, Marc Silverstein, Greg Behrendt (book), Liz Tuccillo (book)","Morgan Lily, Trenton Rogers, Michelle Carmichael, Jasmine Woods",Comedy,English,Germany,129,93800000
2347,2544,Taking Woodstock,2009,Ang Lee,"James Schamus (screenplay), Elliot Tiber (book), Tom Monte (book)","Henry Goodman, Edward Hibbert, Imelda Staunton, Demetri Martin",Biography,English,USA,120,7366736
2381,2578,The Final Destination,2009,David R. Ellis,"Eric Bress, Jeffrey Reddick (characters)","Bobby Campo, Shantel VanSanten, Nick Zano, Haley Webb",Horror,English,USA,82,66436248
2409,2607,The Rebound,2009,Bart Freundlich,Bart Freundlich,"Catherine Zeta-Jones, Justin Bartha, Andrew Cherry, Kelly Gould",Comedy,English,USA,95,538987
2418,2616,Inferno,2009,"Serge Bromberg, Ruxandra Medrea",Serge Bromberg,"Romy Schneider, Berenice Bejo, Serge Reggiani, Jacques Gamblin",Documentary,French,France,102,23955
2424,2622,Little Girl,2009,"Tizza Covi, Rainer Frimmel",Tizza Covi,"Patrizia Gerardi, Tairo Caroli, Walter Saabel, Asia Crippa",Drama,Italian,Italy,100,1255
2429,2627,I Can Do Bad All by Myself,2009,Tyler Perry,"Tyler Perry (screenplay), Tyler Perry (play)","Tyler Perry, Taraji P. Henson, Adam Rodriguez, Brian White",Comedy,English,USA,113,51697449
2430,2628,Oceans,2009,"Jacques Perrin, Jacques Cluzaud(co-director)","Christophe Cheysson, Jacques Cluzaud, Laurent Debas, Stephane Durand, Laurent Gaude, Jacques Perrin, Francois Sarano","Pierce Brosnan, Jacques Perrin, Pedro Armendariz Jr., Matthias Brandt",Documentary,French,France,84,19000000
2438,2636,Altiplano,2009,"Peter Brosens, Jessica Woodworth","Peter Brosens, Jessica Woodworth","Magaly Solier, Jasmin Tabatabai, Olivier Gourmet, Arturo Anacarino Zarate",Drama,Spanish,Belgium,109,2754
2460,2659,A Prophet,2009,Jacques Audiard,"Thomas Bidegain (screenplay), Jacques Audiard (screenplay), Abdel Raouf Dafri (original screenplay), Nicolas Peufaillit (original screenplay)","Tahar Rahim, Niels Arestrup, Adel Bencherif, Reda Kateb",Crime,French,France,155,1515303
2463,2662,Public Enemies,2009,Michael Mann,"Ronan Bennett (screenplay), Michael Mann (screenplay), Ann Biderman (screenplay), Bryan Burrough (book)","Christian Bale, Christian Stolte, Jason Clarke, Johnny Depp",Biography,English,USA,140,97000000
2469,2668,Dragonball: Evolution,2009,James Wong,"Ben Ramsey (screenplay), Akira Toriyama (novel)","Justin Chatwin, Yun-Fat Chow, Emmy Rossum, Jamie Chung",Action,English,USA,85,9353573
2472,2671,The Twilight Saga: New Moon,2009,Chris Weitz,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)","Kristen Stewart, Christina Jastrzembska, Robert Pattinson, Billy Burke",Adventure,English,USA,130,296593070
2508,2708,The Boys Are Back,2009,Scott Hicks,"Simon Carr (novel), Allan Cubitt (adaptation)","Clive Owen, Emma Booth, Laura Fraser, George MacKay",Drama,English,Australia,104,783013
2510,2711,Shrink,2009,Jonas Pate,"Thomas Moffett, Henry Reardon (story)","Kevin Spacey, Joe Nunez, Mark Webber, Keke Palmer",Comedy,English,USA,104,93250
2513,2714,Like Dandelion Dust,2009,Jon Gunn,"Stephen J. Rivele (screenplay), Michael Lachance (screenplay), Karen Kingsbury (novel)","Mira Sorvino, Barry Pepper, Cole Hauser, Kate Levering",Drama,English,USA,100,352810
2514,2715,My Bloody Valentine,2009,Patrick Lussier,"Todd Farmer (screenplay), Zane Smith (screenplay), John Beaird, Stephen A. Miller","Jensen Ackles, Jaime King, Kerr Smith, Betsy Rue",Horror,English,USA,101,51527787
2521,2722,The Limits of Control,2009,Jim Jarmusch,Jim Jarmusch,"Isaach De Bankole, Alex Descas, Jean-Francois Stevenin, Oscar Jaenada",Crime,English,USA,116,362032
2524,2725,City Island,2009,Raymond De Felitta,Raymond De Felitta,"Andy Garcia, Julianna Margulies, Steven Strait, Emily Mortimer",Comedy,English,USA,104,6670712
2525,2726,Cirque du Freak: The Vampire's Assistant,2009,Paul Weitz,"Paul Weitz (screenplay), Brian Helgeland (screenplay), Darren Shan (series of books)","John C. Reilly, Josh Hutcherson, Chris Massoglia, Jessica Carlson",Action,English,USA,109,13838130
