,Actors,BoxOffice,Country,Director,Genre,Label,Language,Runtime,Title,Unnamed: 0,Writer,Year
292,"Paul Rudd, Rashida Jones, Sarah Burns, Greg Levine",71300000.0,USA,John Hamburg,Comedy,1,English,105.0,"I Love You, Man",324.0,"John Hamburg (screenplay), Larry Levin (screenplay), Larry Levin (story)",2009.0
293,"Joaquin Phoenix, Anne Joyce, Elliot Villar, Craig Walker",2997417.0,USA,James Gray,Drama,0,English,110.0,Two Lovers,325.0,"James Gray, Ric Menello",2008.0
294,"Irrfan Khan, Nimrat Kaur, Nawazuddin Siddiqui, Lillete Dubey",4231500.0,India,Ritesh Batra,Drama,0,Hindi,104.0,The Lunchbox,327.0,"Ritesh Batra (screenplay), Vasan Bala (hindi dialogue consultant)",2013.0
295,"John Cusack, Li Gong, Yun-Fat Chow, David Morse",44689.0,China,Mikael Hafstrom,Drama,0,English,105.0,Shanghai,328.0,Hossein Amini,2010.0
296,"Tobey Maguire, Gary Schwartz, Jose Gandara, Elizabeth Banks",63595.0,USA,Jacob Estes,Comedy,0,English,101.0,The Details,329.0,Jacob Estes,2011.0
297,"Ajay Devgn, Kareena Kapoor, Amitabh Bachchan, Amrita Rao",738525.0,India,Prakash Jha,Drama,0,Hindi,152.0,Satyagraha,330.0,"Ram Goutam (script supervisor), Prakash Jha, Anjum Rajabali",2013.0
298,"Antonio Banderas, Salma Hayek, Zach Galifianakis, Billy Bob Thornton",149234747.0,USA,Chris Miller,Animation,1,English,90.0,Puss in Boots,331.0,"Tom Wheeler (screenplay by), Brian Lynch (story by), William Davies (story by), Tom Wheeler (story by), Charles Perrault (story ""Puss in Boots"")",2011.0
299,"Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine",533316061.0,USA,Christopher Nolan,Action,1,English,152.0,The Dark Knight,332.0,"Jonathan Nolan (screenplay), Christopher Nolan (screenplay), Christopher Nolan (story), David S. Goyer (story), Bob Kane (characters)",2008.0
300,"Nansi Aluka, Christopher Denham, Stephen Kunken, Frank Deal",30474.0,USA,Barry Levinson,Horror,0,English,84.0,The Bay,333.0,"Michael Wallach (screenplay by), Barry Levinson (story by), Michael Wallach (story by)",2012.0
301,"Kevin James, Rosario Dawson, Leslie Bibb, Ken Jeong",80360866.0,USA,Frank Coraci,Comedy,1,English,102.0,Zookeeper,334.0,"Nick Bakay (screenplay), Rock Reuben (screenplay), Kevin James (screenplay), Jay Scherick (screenplay), David Ronn (screenplay), Jay Scherick (story), David Ronn (story)",2011.0
302,"Rachel McAdams, Noomi Rapace, Karoline Herfurth, Paul Anderson",57741.0,France,Brian De Palma,Drama,0,English,102.0,Passion,335.0,"Brian De Palma, Natalie Carter (film ""Crime d'amour""), Alain Corneau (film ""Crime d'amour""), Natalie Carter (additional dialogue)",2012.0
303,"Alisa Becher, Jc Cain, Dexter Jones, Namik Minter",42308.0,USA,Terence Nance,Animation,0,English,84.0,An Oversimplification of Her Beauty,336.0,Terence Nance,2012.0
304,"Chandra Malatitch, John Jesus Romao, Ivo Barroso, Goncalo Ferreira De Almeida",3913.0,Portugal,Joao Pedro Rodrigues,Drama,0,Portuguese,134.0,To Die Like a Man,337.0,"Joao Pedro Rodrigues (screenplay), Rui Catalao (screenplay), Joao Rui Guerra da Mata (collaborator on screenplay)",2009.0
305,"Robin Williams, Daryl Sabara, Morgan Murphy, Naomi Glick",166467.0,USA,Bobcat Goldthwait,Comedy,0,English,99.0,World's Greatest Dad,338.0,Bobcat Goldthwait,2009.0
306,"Suzanne Somers, Phyllis Diller, Ray Bradbury, Jack LaLanne",58764.0,USA,Mark Wexler,Documentary,0,English,92.0,How to Live Forever,339.0,"Robert DeMaio (narration written by), Mark Wexler (narration written by)",2009.0
307,"Jet Li, Xun Zhou, Kun Chen, Lun-Mei Kwei",95452.0,China,Hark Tsui,Action,0,Mandarin,122.0,Flying Swords of Dragon Gate,340.0,Hark Tsui (screenplay),2011.0
308,"Jeremy Renner, Scott Glenn, Stacy Keach, Edward Norton",113165635.0,USA,Tony Gilroy,Action,1,English,135.0,The Bourne Legacy,341.0,"Tony Gilroy (screenplay), Dan Gilroy (screenplay), Tony Gilroy (story), Robert Ludlum (inspired by ""The Bourne Series"" created by)",2012.0
309,"Melissa Leo, Misty Upham, Charlie McDermott, Michael O'Keefe",2061019.0,USA,Courtney Hunt,Crime,0,English,97.0,Frozen River,343.0,Courtney Hunt,2008.0
310,"Saoirse Ronan, David Ryall, Harry Treadaway, Mary Kay Place",7800000.0,USA,Gil Kenan,Adventure,1,English,90.0,City of Ember,344.0,"Caroline Thompson (screenplay), Jeanne Duprau (book)",2008.0
311,"Aaron Eckhart, Ramon Rodriguez, Will Rothhaar, Cory Hardrict",83537651.0,USA,Jonathan Liebesman,Action,1,English,116.0,Battle Los Angeles,345.0,Christopher Bertolini,2011.0
312,"James Marsden, Russell Brand, Kaley Cuoco, Hank Azaria",108012170.0,USA,Tim Hill,Animation,1,English,95.0,Hop,346.0,"Cinco Paul (screenplay), Ken Daurio (screenplay), Brian Lynch (screenplay), Cinco Paul (story), Ken Daurio (story)",2011.0
313,"Rachel McAdams, Tim Robbins, Michael Pena, Molly Hagan",183088.0,USA,Neil Burger,Comedy,0,English,115.0,The Lucky Ones,347.0,"Neil Burger, Dirk Wittenborn",2008.0
314,"Jason Clarke, Reda Kateb, Jessica Chastain, Kyle Chandler",95720716.0,USA,Kathryn Bigelow,Drama,1,English,157.0,Zero Dark Thirty,348.0,Mark Boal,2012.0
315,"Henry Cavill, Mickey Rourke, Stephen Dorff, Freida Pinto",83488546.0,USA,Tarsem Singh,Action,1,English,110.0,Immortals,349.0,"Charley Parlapanides, Vlas Parlapanides",2011.0
316,"Ayushmann Khurrana, Yami Gautam, Annu Kapoor, Dolly Ahluwalia",466467.0,India,Shoojit Sircar,Comedy,0,Hindi,126.0,Vicky Donor,350.0,"Juhi Chaturvedi (dialogue), Juhi Chaturvedi (screenplay), Juhi Chaturvedi (story)",2012.0
317,"Karl Urban, Rachel Wood, Andile Mngadi, Porteus Xandau",13401683.0,UK,Pete Travis,Action,1,English,95.0,Dredd,351.0,"John Wagner (characters), Carlos Ezquerra (characters), Alex Garland (screenplay)",2012.0
318,"Tyler Perry, Thandie Newton, Gabrielle Union, Eddie Cibrian",35010192.0,USA,Tyler Perry,Comedy,1,English,110.0,Good Deeds,353.0,Tyler Perry (screenplay),2012.0
319,"Olivia Wilde, Jake Johnson, Anna Kendrick, Ron Livingston",200000.0,USA,Joe Swanberg,Comedy,0,English,90.0,Drinking Buddies,354.0,Joe Swanberg,2013.0
320,"Valerie Donzelli, Jeremie Elkaim, Cesar Desseix, Gabriel Elkaim",46225.0,France,Valerie Donzelli,Drama,0,French,100.0,Declaration of War,355.0,"Valerie Donzelli, Jeremie Elkaim",2011.0
321,"Asa Butterfield, Harrison Ford, Hailee Steinfeld, Abigail Breslin",61656849.0,USA,Gavin Hood,Action,1,English,114.0,Ender's Game,356.0,"Gavin Hood (screenplay by), Orson Scott Card (based on the book Ender's Game by)",2013.0
322,"Aniello Arena, Loredana Simioli, Nando Paone, Nello Iorio",44768.0,Italy,Matteo Garrone,Comedy,0,Italian,116.0,Reality,358.0,"Matteo Garrone (story), Massimo Gaudioso (story), Ugo Chiti (screenplay), Maurizio Braucci (screenplay), Matteo Garrone (screenplay), Massimo Gaudioso (screenplay)",2012.0
323,"Chris Messina, Rashida Jones, Meital Dohan, Zak Orth",20202.0,USA,Dana Adam Shapiro,Drama,0,English,96.0,Monogamy,359.0,"Dana Adam Shapiro, Evan M. Wiener",2010.0
324,"Ben Barnes, Georgie Henley, Skandar Keynes, William Moseley",141614023.0,USA,Andrew Adamson,Action,1,English,150.0,The Chronicles of Narnia: Prince Caspian,360.0,"Andrew Adamson (screenplay), Christopher Markus (screenplay), Stephen McFeely (screenplay), C.S. Lewis (novel)",2008.0
325,"Emma Roberts, Jake T. Austin, Don Cheadle, Johnny Simmons",73023275.0,Germany,Thor Freudenthal,Comedy,1,English,100.0,Hotel for Dogs,362.0,"Jeff Lowell (screenplay), Robert Schooley (screenplay), Mark McCorkle (screenplay), Lois Duncan (book)",2009.0
326,"Tim Jenison, Penn Jillette, Martin Mull, Philip Steadman",1670806.0,USA,Teller,Documentary,0,English,80.0,Tim's Vermeer,363.0,"Penn Jillette, Teller",2013.0
327,"Zachary Gordon, Steve Zahn, Robert Capron, Devon Bostick",49002815.0,USA,David Bowers,Comedy,1,English,94.0,Diary of a Wimpy Kid: Dog Days,364.0,"Maya Forbes (screenplay by), Wallace Wolodarsky (screenplay by), Jeff Kinney (based upon the book by)",2012.0
328,"Tio Hardiman, Ameena Matthews, Toya Batey, Cobe Williams",282448.0,USA,Steve James,Documentary,0,English,125.0,The Interrupters,365.0,Alex Kotlowitz (New York Times magazine article),2011.0
329,"Samuel L. Jackson, Patrick Wilson, Kerry Washington, Ron Glass",39263506.0,USA,Neil LaBute,Crime,1,English,110.0,Lakeview Terrace,366.0,"David Loughery (screenplay), Howard Korder (screenplay), David Loughery (story)",2008.0
330,"Peter Mettler, Freya Blekman, Richie Hawtin, George Mikenberg",3776.0,Switzerland,Peter Mettler,Documentary,0,English,109.0,The End of Time,367.0,"Alexandra Rockingham Gill, Peter Mettler",2012.0
331,"Jennifer Ellis, Steve Coogan, Nick Hopper, Paul Popplewell",217933.0,UK,Michael Winterbottom,Biography,0,English,101.0,The Look of Love,368.0,"Matt Greenhalgh, Paul Willetts (based on biographical material from ""Members Only: The Life and Times of Paul Raymond""), Jean de Letraz (extract from ""Pyjama Tops originally titled Moumou""), Simone Peigniet (extract from ""Pyjama Tops originally titled Moumou""), Mawby Green (English translation extract from ""Pyjama Tops originally titled Moumou""), Ed Feilbert (English translation extract from ""Pyjama Tops originally titled Moumou""), Tom Eyen (extract from ""Women Behind Bars"")",2013.0
332,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott",303001229.0,USA,Peter Jackson,Adventure,1,English,169.0,The Hobbit: An Unexpected Journey,369.0,"Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Guillermo del Toro (screenplay), J.R.R. Tolkien (novel)",2012.0
333,"Bayar, Hattie, Mari, Ponijao",6500000.0,France,Thomas Balmes,Documentary,0,English,79.0,Babies,370.0,"Alain Chabat (original idea), Thomas Balmes (adaptation)",2010.0
334,"Lauren Miller Rogen, James Wolk, Ari Graynor, Justin Long",1200000.0,USA,Jamie Travis,Comedy,0,English,85.0,"For a Good Time, Call...",371.0,"Katie Anne Naylon, Lauren Miller Rogen",2012.0
335,"Keir Gilchrist, Dana DeVestern, Lauren Graham, Jim Gaffigan",6350058.0,USA,"Anna Boden, Ryan Fleck",Comedy,0,English,101.0,It's Kind of a Funny Story,372.0,"Anna Boden (screenplay), Ryan Fleck (screenplay), Ned Vizzini (novel)",2010.0
336,"Tony Chiu-Wai Leung, Cung Le, Qingxiang Wang, Elvis Tsui",6300000.0,Hong Kong,Kar-Wai Wong,Action,0,Mandarin,130.0,The Grandmaster,373.0,"Kar-Wai Wong (story), Kar-Wai Wong (screenplay), Jingzhi Zou (screenplay), Haofeng Xu (screenplay)",2013.0
337,"Thomas Brodie-Sangster, Lilly Forgach, Ian Fitzgibbon, Michael McElhatton",345.0,Germany,Ian Fitzgibbon,Animation,0,English,97.0,Death of a Superhero,374.0,"Anthony McCarten (screenplay), Anthony McCarten (based on the novel by)",2011.0
338,"John Cusack, Clark Duke, Craig Robinson, Rob Corddry",48925682.0,USA,Steve Pink,Comedy,1,English,101.0,Hot Tub Time Machine,375.0,"Josh Heald (screenplay), Sean Anders (screenplay), John Morris (screenplay), Josh Heald (story)",2010.0
339,"Brendan Fraser, Harrison Ford, Keri Russell, Meredith Droeger",11854694.0,USA,Tom Vaughan,Drama,1,English,106.0,Extraordinary Measures,376.0,"Robert Nelson Jacobs, Geeta Anand (book)",2010.0
340,"Claude Baz Moussawbaa, Layla Hakim, Nadine Labaki, Yvonne Maalouf",531813.0,France,Nadine Labaki,Comedy,0,Arabic,110.0,Where Do We Go Now?,377.0,"Thomas Bidegain (collaboration), Rodney El Haddad, Bassam Habib, Jihad Hojeily, Nadine Labaki",2011.0
341,"Danielle Panabaker, Matt Bush, Katrina Bowden, Jean-Luc Bilodeau",370904.0,USA,John Gulager,Comedy,0,English,83.0,Piranha 3DD,378.0,"Patrick Melton, Marcus Dunstan, Joel Soisson, Pete Goldfinger (characters), Josh Stolberg (characters)",2012.0
342,"Colin Ford, Joel Gretsch, Djimon Hounsou, Dakota Fanning",31730682.0,USA,Paul McGuigan,Action,1,English,111.0,Push,379.0,David Bourla,2009.0
343,"Jason Bateman, Victor Pagan, Jennifer Aniston, Jeff Goldblum",27400000.0,USA,"Josh Gordon, Will Speck",Comedy,1,English,101.0,The Switch,380.0,"Jeffrey Eugenides (based on the short story ""Baster"" by), Allan Loeb (screenplay by)",2010.0
344,"James McAvoy, Hugh Laurie, Bill Nighy, Jim Broadbent",46440491.0,UK,"Sarah Smith, Barry Cook(co-director)",Animation,1,English,97.0,Arthur Christmas,381.0,"Peter Baynham (screenplay), Sarah Smith (screenplay)",2011.0
345,"Hugo Weaving, Tom Russell, Anita Hegh, John Brumpton",5480.0,Australia,Glendyn Ivin,Drama,0,English,90.0,Last Ride,383.0,"Mac Gudgeon (screenplay), Denise Young (novel)",2009.0
346,"James McAvoy, Vincent Cassel, Rosario Dawson, Danny Sapani",4856227.0,UK,Danny Boyle,Crime,0,English,101.0,Trance,385.0,"Joe Ahearne (screenplay), John Hodge (screenplay), Joe Ahearne (story)",2013.0
347,"Christos Stergioglou, Michele Valley, Angeliki Papoulia, Hristos Passalis",110197.0,Greece,Yorgos Lanthimos,Drama,0,Greek,97.0,Dogtooth,386.0,"Efthymis Filippou, Yorgos Lanthimos",2009.0
348,"Rachel McAdams, Noah Bean, Jack Davidson, Vanessa Aspillaga",30982329.0,USA,Roger Michell,Comedy,1,English,107.0,Morning Glory,387.0,Aline Brosh McKenna,2010.0
349,"Martin Compston, Eddie Marsan, Gemma Arterton",166980.0,UK,J Blakeson,Crime,0,English,100.0,The Disappearance of Alice Creed,388.0,J Blakeson,2009.0
350,"Jonathan D. Mellor, Oscar Zafra, Ariel Casas, Alejandro Casaseca",27024.0,Spain,"Jaume Balaguero, Paco Plaza",Horror,0,Spanish,85.0,[Rec] 2,389.0,"Jaume Balaguero (screenplay), Manu Diez (screenplay), Paco Plaza (screenplay), Amelia Mora (story editor)",2009.0
351,"Randal Douc, Jean-Baptiste Phou",31087.0,Cambodia,Rithy Panh,Documentary,0,French,92.0,The Missing Picture,390.0,"Rithy Panh, Christophe Bataille (commentary)",2013.0
352,"Jorge Machado, Roberta Palombini, Natan Machado Palombini, Nestor Marin",61613.0,Mexico,Pedro Gonzalez-Rubio,Documentary,0,Spanish,73.0,Alamar,391.0,Pedro Gonzalez-Rubio (screenplay),2009.0
353,"Greta Gerwig, Mickey Sumner, Michael Esper, Adam Driver",3900000.0,USA,Noah Baumbach,Comedy,0,English,86.0,Frances Ha,392.0,"Noah Baumbach, Greta Gerwig",2012.0
354,"Jonah Hill, Max Records, Ari Graynor, J.B. Smoove",30200000.0,USA,David Gordon Green,Comedy,1,English,81.0,The Sitter,394.0,"Brian Gatewood, Alessandro Tanaka",2011.0
355,"Peter Mullan, Archie Lal, Jag Sanghera, Mike Fearnley",22088.0,UK,Paddy Considine,Drama,0,English,92.0,Tyrannosaur,396.0,Paddy Considine,2011.0
356,"Cameron Diaz, Jennifer Lopez, Elizabeth Banks, Chace Crawford",41102171.0,USA,Kirk Jones,Comedy,1,English,110.0,What to Expect When You're Expecting,397.0,"Shauna Cross (screenplay), Heather Hach (screenplay), Heidi Murkoff (books)",2012.0
357,"Kevin Hart, Taraji P. Henson, Will 'Spank' Horton, Harry Ratchford",7705974.0,USA,"Leslie Small, Tim Story",Documentary,1,English,89.0,Kevin Hart: Laugh at My Pain,398.0,"Kevin Hart, Na'im Lynn, Joey Wells",2011.0
358,"Ryan Gosling, Craig Van Hook, Eva Mendes, Olga Merediz",21300000.0,USA,Derek Cianfrance,Crime,1,English,140.0,The Place Beyond the Pines,399.0,"Derek Cianfrance (story), Ben Coccio (story), Derek Cianfrance (screenplay), Ben Coccio (screenplay), Darius Marder (screenplay)",2012.0
359,"Odette Annable, Gary Oldman, Cam Gigandet, Meagan Good",42638165.0,USA,David S. Goyer,Drama,1,English,88.0,The Unborn,401.0,David S. Goyer,2009.0
360,"Christopher Plummer, Lynn Redgrave, Isabella Rossellini, Peter Gerety",246574.0,USA,"Paul Fierlinger, Sandra Fierlinger",Animation,0,English,83.0,My Dog Tulip,402.0,"J.R. Ackerley (book), Paul Fierlinger (screenplay), Sandra Fierlinger (screenplay)",2009.0
361,"Thandie Newton, Chiwetel Ejiofor, Anika Noni Rose, Joseph Mawle",53645.0,Nigeria,Biyi Bandele,Drama,0,English,111.0,Half of a Yellow Sun,403.0,"Chimamanda Ngozi Adichie (novel), Biyi Bandele (screenplay)",2013.0
362,"Ashley Tisdale, Simon Rex, Gracie Whitton, Ava Kolker",32014289.0,USA,"Malcolm D. Lee, David Zucker",Comedy,1,English,86.0,Scary Movie 5,404.0,"David Zucker, Pat Proft, Shawn Wayans (based on characters created by), Marlon Wayans (based on characters created by), Buddy Johnson (based on characters created by), Phil Beauman (based on characters created by), Jason Friedberg (based on characters created by), Aaron Seltzer (based on characters created by)",2013.0
363,"Renee Zellweger, Jodelle Ferland, Ian McShane, Bradley Cooper",13248477.0,USA,Christian Alvart,Horror,1,English,109.0,Case 39,405.0,Ray Wright,2009.0
364,"Eunice Cho, Karen Disher, Harrison Fahn, Maile Flanagan",124605432.0,USA,"Carlos Saldanha, Mike Thurmeier(co-director)",Animation,1,English,94.0,Ice Age: Dawn of the Dinosaurs,406.0,"Peter Ackerman (screenplay), Michael Berg (screenplay), Yoni Brenner (screenplay), Jason Carter Eaton (story), Mike Reiss (screenplay)",2009.0
365,"Nicolas Cage, Tye Sheridan, Gary Poulter, Ronnie Gene Blevins",257588.0,USA,David Gordon Green,Crime,0,English,117.0,Joe,407.0,"Gary Hawkins, Larry Brown (based on the novel by)",2013.0
366,"Tomi Ungerer, Maurice Sendak, Jules Feiffer, Michael Patrick Hearn",33428.0,USA,Brad Bernstein,Documentary,0,English,98.0,Far Out Isn't Far Enough: The Tomi Ungerer Story,408.0,Brad Bernstein,2012.0
367,"Theo Stevenson, Richard E. Grant, Parminder Nagra, Mathew Horne",2524717.0,UK,Nick Moore,Adventure,0,English,93.0,Horrid Henry: The Movie,409.0,"Tony Ross (illustrations), Francesca Simon (based on characters created by), Lucinda Whiteley (screenplay)",2011.0
368,"Danai Gurira, Isaach De Bankole, Anthony Okungbowa, Bukky Ajayi",145442.0,Nigeria,Andrew Dosunmu,Drama,0,English,107.0,Mother of George,411.0,Darci Picoult,2013.0
369,"Nao Ohmori, Mao Daichi, Shinobu Terajima, Hairi Katagiri",24068.0,Japan,Hitoshi Matsumoto,Comedy,0,Japanese,99.0,R100,412.0,"Hitoshi Matsumoto (screenplay), Mitsuyoshi Takasu (screenplay), Tomoji Hasegawa (screenplay), Koji Ema (screenplay), Mitsuru Kuramoto (screenplay)",2013.0
370,"Lea Seydoux, Adele Exarchopoulos, Salim Kechiouche, Aurelien Recoing",46024509.0,France,Abdellatif Kechiche,Drama,1,French,180.0,Blue Is the Warmest Color,413.0,"Abdellatif Kechiche (scenario,  adaptation and dialogue), Ghalia Lacroix (scenario,  adaptation and dialogue), Julie Maroh (adapted from: the comic book ""Le Bleu est une couleur chaude"" by)",2013.0
371,"Hiam Abbass, Asma Al Shiukhy, Neemeh Khalil, Jameel Khoury",371352.0,France,Julian Schnabel,Drama,0,English,112.0,Miral,414.0,"Rula Jebreal (screenplay), Rula Jebreal (novel)",2010.0
372,"Ajay Devgn, Ranbir Kapoor, Nana Patekar, Arjun Rampal",2000000.0,India,Prakash Jha,Crime,0,Hindi,163.0,Raajneeti,415.0,"Sameer Anjaan (lyrics), Prakash Jha, Anjum Rajabali",2010.0
373,"Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale",202351611.0,USA,Marc Forster,Action,1,English,116.0,World War Z,416.0,"Matthew Michael Carnahan (screenplay), Drew Goddard (screenplay), Damon Lindelof (screenplay), Matthew Michael Carnahan (screen story), J. Michael Straczynski (screen story), Max Brooks (based on the novel by)",2013.0
374,"Matthew McConaughey, Channing Tatum, Olivia Munn, Alex Pettyfer",113709992.0,USA,Steven Soderbergh,Comedy,1,English,110.0,Magic Mike,417.0,Reid Carolin,2012.0
375,"Justin Long, Jess Weixler, Tyler Labine, Addison Timlin",1842.0,USA,Ted Koland,Comedy,0,English,89.0,Best Man Down,418.0,Ted Koland,2012.0
376,"Sarah Ellison, Larry Ingrassia, David Carr, Dennis Crowley",1067028.0,USA,Andrew Rossi,Documentary,0,English,92.0,Page One: Inside the New York Times,419.0,"Kate Novack, Andrew Rossi",2011.0
377,"Shannyn Sossamon, Edward Burns, Ana Claudia Talancon, Ray Wise",26812746.0,USA,Eric Valette,Horror,1,English,87.0,One Missed Call,420.0,"Andrew Klavan (screenplay), Yasushi Akimoto (novel), Minako Daira (screenplay Chakushin ari)",2008.0
378,"Saif Ali Khan, Deepika Padukone, Rishi Kapoor, Rahul Khanna",2000000.0,India,Imtiaz Ali,Comedy,0,Hindi,128.0,Love Aaj Kal,421.0,Imtiaz Ali,2009.0
379,"Ken Blackwell, Andrew Breitbart, Chris Cox, Chris Edwards",425899.0,USA,Ray Griggs,Documentary,0,English,92.0,I Want Your Money,422.0,"Randall Norman Desoto, Ray Griggs",2010.0
380,"Maura Tierney, Patton Oswalt, Robert Longstreet, Rob Riggle",382.0,USA,Todd Rohal,Comedy,0,English,79.0,Nature Calls,423.0,Todd Rohal (screenplay),2012.0
381,"Jason Bateman, Mila Kunis, Kristen Wiig, Ben Affleck",10642511.0,USA,Mike Judge,Comedy,1,English,92.0,Extract,424.0,Mike Judge,2009.0
382,"Michael Fassbender, Penelope Cruz, Cameron Diaz, Javier Bardem",14696331.0,UK,Ridley Scott,Crime,1,English,117.0,The Counsellor,425.0,Cormac McCarthy,2013.0
383,"Jenna Fischer, Chris Messina, Malin Akerman, Rich Sommer",5360.0,USA,Lee Kirk,Comedy,0,English,94.0,The Giant Mechanical Man,426.0,Lee Kirk,2012.0
384,"Kristen Stewart, Sarah Clarke, Matt Bushell, Billy Burke",191449475.0,USA,Catherine Hardwicke,Drama,1,English,122.0,Twilight,427.0,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)",2008.0
385,"Eric Stoltz, Kate Connor, Lyndsy Fonseca, Andy Hirsch",78196.0,USA,"Kate Connor(co-director), Michael Worth(co-director)",Drama,0,English,100.0,Fort McCoy,428.0,Kate Connor,2011.0
386,"Juno Temple, Kay Panabaker, Kate Bosworth, Neal McDonough",16590.0,USA,Elgin James,Drama,0,English,94.0,Little Birds,429.0,Elgin James,2011.0
387,"Greg Kinnear, Tim Eddis, Warren Belle, Karl Pruner",4234040.0,Canada,Marc Abraham,Biography,0,English,119.0,Flash of Genius,430.0,"Philip Railsback, John Seabrook (article)",2008.0
388,"Jack Rebney, Ben Steinbauer, Keith Gordon, Nick Prueher",178174.0,USA,Ben Steinbauer,Documentary,0,English,85.0,Winnebago Man,431.0,"Malcolm Pullinger, Ben Steinbauer, Louisa Hall (additional writing), Joel Heller (additional writing), Berndt Mader (additional writing), Natasha Rosow (additional writing)",2009.0
389,"Jake Tusing, Megan Krizmanich, Colin Clemens, Mitch Reinholt",785817.0,USA,Nanette Burstein,Documentary,0,English,95.0,American Teen,432.0,Nanette Burstein,2008.0
390,"Cecile de France, Thierry Neuvic, Cyndi Mayo, Lisa Griffiths",32741596.0,USA,Clint Eastwood,Drama,1,English,129.0,Hereafter,433.0,Peter Morgan,2010.0
391,"Matt Damon, Benjamin Sheeler, Terry Kinney, Carla Bianco",7600000.0,USA,Gus Van Sant,Drama,1,English,106.0,Promised Land,434.0,"John Krasinski (screenplay), Matt Damon (screenplay), Dave Eggers (story)",2012.0
392,"Julia Dietze, Christopher Kirby, Gotz Otto, Udo Kier",66076.0,Finland,Timo Vuorensola,Action,0,English,93.0,Iron Sky,435.0,"Jarmo Puskala (original concept), Johanna Sinisalo (based on a story by), Michael Kalesniko (screenplay by), Timo Vuorensola (screenplay by)",2012.0
393,"Anthony Hopkins, Colin O'Donoghue, Alice Braga, Ciaran Hinds",33037754.0,USA,Mikael Hafstrom,Drama,1,English,114.0,The Rite,436.0,"Michael Petroni, Matt Baglio (book)",2011.0
394,"Jennifer Lawrence, Max Thieriot, Elisabeth Shue, Gil Bellows",31600000.0,Canada,Mark Tonderai,Drama,1,English,101.0,House at the End of the Street,438.0,"David Loucka (screenplay), Jonathan Mostow (story)",2012.0
395,"Luis Fernando Pena, Metztli Adamina, Jose Concepcion Macias, Tenoch Huerta",35050.0,USA,Alex Rivera,Drama,0,Spanish,90.0,Sleep Dealer,439.0,"Alex Rivera (screenplay), David Riker (screenplay), Alex Rivera (story)",2008.0
396,"Lee Fulkerson, Matthew Lederman, Alona Pulde, T. Colin Campbell",1000000.0,USA,Lee Fulkerson,Documentary,0,English,90.0,Forks Over Knives,440.0,Lee Fulkerson,2011.0
397,"Honglei Sun, Shenyang Xiao, Yan Ni, Dahong Ni",190666.0,China,Yimou Zhang,Comedy,0,Mandarin,95.0,"A Woman, a Gun and a Noodle Shop",441.0,"Zhengchao Xu (screenplay), Jianquan Shi (screenplay), Xiaofeng Zhou (story consultant), Ethan Coen (based on his screenplay for ""Blood Simple""), Joel Coen (based on his screenplay for ""Blood Simple"")",2009.0
398,"Jai Courtney, Joel Edgerton, Mark Simpson, Paul Caesar",185429.0,Australia,Matthew Saville,Thriller,0,English,105.0,Felony,442.0,Joel Edgerton (screenplay),2013.0
399,"Taylor Lautner, Gil Birmingham, Billy Burke, Sarah Clarke",281267663.0,USA,Bill Condon,Adventure,1,English,117.0,The Twilight Saga: Breaking Dawn - Part 1,443.0,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)",2011.0
400,"Uma Thurman, Anthony Edwards, David Schallipp, Matthew Schallipp",50081.0,USA,Katherine Dieckmann,Comedy,0,English,90.0,Motherhood,444.0,Katherine Dieckmann,2009.0
401,"Martijn Lakemeier, Yorick van Wageningen, Jamie Campbell Bower, Raymond Thiry",200000.0,Netherlands,Martin Koolhoven,Drama,0,Dutch,103.0,Oorlogswinter,445.0,"Martin Koolhoven (screenplay), Paul Jan Nelissen (screenplay), Jan Terlouw (novel), Mieke de Jong (screenplay)",2008.0
402,"Terence Stamp, Vanessa Redgrave, Gemma Arterton, Barry Martin",1676463.0,UK,Paul Andrew Williams,Comedy,0,English,90.0,Unfinished Song,446.0,Paul Andrew Williams,2012.0
403,"James Corden, Stephen Fry, Andy Serkis, Dawn French",550851.0,Germany,"Reinhard Klooss, Holger Tappe",Animation,0,German,93.0,Animals United,447.0,"Simon Hauschild (lecture), Oliver Huzly (screenplay), Reinhard Klooss (screenplay), Erich Kastner (book), Sven Severin (screenplay)",2010.0
404,"Steve Carell, Tina Fey, Mark Wahlberg, Taraji P. Henson",98710290.0,USA,Shawn Levy,Comedy,1,English,88.0,Date Night,448.0,Josh Klausner,2010.0
405,"Aleksey Guskov, Dmitriy Nazarov, Melanie Laurent, Francois Berleand",655474.0,France,Radu Mihaileanu,Comedy,0,French,119.0,The Concert,449.0,"Radu Mihaileanu (scenario), Alain-Michel Blanc (scenario), Matthew Robbins (collaboration), Radu Mihaileanu (adaptation), Hector Cabello Reyes (based on an original story by), Thierry Degrandi (based on an original story by)",2009.0
