,Actors,BoxOffice,Country,Director,Genre,Label,Language,Runtime,Title,Unnamed: 0,Writer,Year
1768,"Tom Hardy, Noomi Rapace, James Gandolfini, Matthias Schoenaerts",8709169.0,USA,Michael R. Roskam,Crime,0,English,106.0,The Drop,1932.0,"Dennis Lehane (screenplay), Dennis Lehane (short story ""Animal Rescue"")",2014.0
1769,"Tomer Sisley, Kristin Scott Thomas, Predrag 'Miki' Manojlovic, Melanie Thierry",32060.0,France,Jerome Salle,Action,1,French,108.0,The Heir Apparent: Largo Winch,1933.0,"Julien Rappeneau (screenplay), Jerome Salle (screenplay), Jean Van Hamme (comic), Philippe Francq (comic)",2008.0
1770,"Jennifer Lawrence, Robert De Niro, Bradley Cooper, Edgar Ramirez",42581369.0,USA,David O. Russell,Drama,0,English,124.0,Joy,1934.0,"David O. Russell (screenplay), Annie Mumolo (story), David O. Russell (story)",2015.0
1771,"Jennifer Lopez, Viola Davis, Shea Whigham, Andre Royo",21806.0,USA,Charles Stone III,Crime,1,English,94.0,Lila & Eve,1935.0,Pat Gilfillan,2015.0
1772,"Charlotte Rampling, Tom Courtenay, Geraldine James, Dolly Wells",3489919.0,UK,Andrew Haigh,Drama,1,English,91.0,45 Years,1938.0,"Andrew Haigh, David Constantine (short story ""In Another Country"")",2015.0
1773,"Harshvardhan Rane, Mawra Hocane, Vijay Raaz, Murli Sharma",22121.0,India,"Radhika Rao, Vinay Sapru",Drama,1,Hindi,154.0,Sanam Teri Kasam,1939.0,"Radhika Rao, Vinay Sapru",2016.0
1774,"Dakota Johnson, Jamie Dornan, Jennifer Ehle, Eloise Mumford",189859585.0,USA,Sam Taylor-Johnson,Drama,0,English,125.0,Fifty Shades of Grey,1940.0,"Kelly Marcel (screenplay by), E.L. James (based on the novel by)",2015.0
1775,"Rorke Denver, Dave, Sonny, Weimy",65800000.0,USA,"Mike McCoy, Scott Waugh",Action,0,English,110.0,Act of Valor,1941.0,Kurt Johnstad,2012.0
1776,"Hrithik Roshan, Priyanka Chopra, Sanjay Dutt, Rishi Kapoor",1973574.0,India,Karan Malhotra,Action,1,Hindi,174.0,Agneepath,1942.0,"Ila Bedi Dutta (screenplay), Karan Malhotra (screenplay), Piyush Mishra (dialogue)",2012.0
1777,"Ginnifer Goodwin, Jason Bateman, Idris Elba, Jenny Slate",341264012.0,USA,"Byron Howard, Rich Moore, Jared Bush(co-director)",Animation,0,English,108.0,Zootopia,1943.0,"Byron Howard (story by), Rich Moore (story by), Jared Bush (story by), Jim Reardon (story by), Josie Trinidad (story by), Phil Johnston (story by), Jennifer Lee (story by), Jared Bush (screenplay by), Phil Johnston (screenplay by)",2016.0
1778,"Abigail Breslin, Walter Raney, Sofia Vassilieva, Cameron Diaz",49069310.0,USA,Nick Cassavetes,Drama,0,English,109.0,My Sister's Keeper,1944.0,"Jeremy Leven (screenplay), Nick Cassavetes (screenplay), Jodi Picoult (novel)",2009.0
1779,"Fabrice Luchini, Lambert Wilson, Maya Sansa, Camille Japy",37419.0,France,Philippe Le Guay,Comedy,1,French,104.0,Bicycling with Moliere,1945.0,"Fabrice Luchini (from an original idea by), Philippe Le Guay (from an original idea by), Philippe Le Guay (scenario,  adaptation and dialogue), Emmanuel Carrere (collaboration), Moliere (characters)",2013.0
1780,"Pili Groyne, Benoit Poelvoorde, Catherine Deneuve, Francois Damiens",89182.0,Belgium,Jaco Van Dormael,Comedy,1,French,114.0,The Brand New Testament,1946.0,"Thomas Gunzig (scenario), Jaco Van Dormael (scenario)",2015.0
1781,"Kevin Costner, Octavia Spencer, Jillian Estell, Bill Burr",15504419.0,USA,Mike Binder,Drama,0,English,121.0,Black or White,1947.0,Mike Binder,2014.0
1782,"Harris Dickinson, Madeline Weinstein, Kate Hodge, Neal Huff",457847.0,USA,Eliza Hittman,Drama,1,English,98.0,Beach Rats,1948.0,Eliza Hittman,2017.0
1783,"Liev Schreiber, Paul Volcker, Janet Yellen, Peter Atwater",13720.0,USA,Jim Bruce,Documentary,1,English,104.0,Money for Nothing: Inside the Federal Reserve,1949.0,Jim Bruce,2013.0
1784,"Jason Statham, Paddy Considine, Aidan Gillen, Zawe Ashton",266148.0,UK,Elliott Lester,Action,1,English,97.0,Blitz,1950.0,"Nathan Parker (screenplay), Ken Bruen (novel)",2011.0
1785,"Noah Taylor, Paddy Considine, Craig Roberts, Yasmin Paige",400000.0,UK,Richard Ayoade,Comedy,1,English,97.0,Submarine,1951.0,"Richard Ayoade, Joe Dunthorne (novel)",2010.0
1786,"Steve Tom, Paul Sorvino, Peter Mackenzie, Ivar Brogger",3647836.0,USA,Warren Beatty,Comedy,1,English,127.0,Rules Don't Apply,1952.0,"Warren Beatty (screenplay by), Warren Beatty (story by), Bo Goldman (story by)",2016.0
1787,"Arnold Schwarzenegger, Sam Worthington, Joe Manganiello, Josh Holloway",8125131.0,USA,David Ayer,Action,0,English,109.0,Sabotage,1953.0,"Skip Woods, David Ayer",2014.0
1788,"Xavier Atkins, Mark Lewis Jones, Tom Hardy, Joel Kinnaman",1314609.0,Czech Republic,Daniel Espinosa,Crime,1,English,137.0,Child 44,1954.0,"Richard Price (screenplay), Tom Rob Smith (novel)",2015.0
1789,"Diego Noguera, Alicia Fehrmann, Andres Waas, Nathalia Galgani",21163.0,Chile,Cristian Jimenez,Drama,1,Spanish,95.0,Bonsai,1956.0,"Cristian Jimenez, Alejandro Zambra (novel)",2011.0
1790,"Harry Connick Jr., Ashley Judd, Nathan Gamble, Kris Kristofferson",65099999.0,Canada,Charles Martin Smith,Drama,0,English,113.0,Dolphin Tale,1957.0,"Karen Janszen, Noam Dromi",2011.0
1791,"Josh Holloway, Laz Alonso, Josh Peck, Caity Lotz",8888355.0,USA,Benson Lee,Drama,0,English,110.0,Battle of the Year,1958.0,"Brin Hill, Chris Parker, Benson Lee (based upon the documentary ""Planet B-Boy"" by)",2013.0
1792,"Akshay Kumar, John Abraham, Deepika Padukone, Chitrangda Singh",1066167.0,India,Rohit Dhawan,Comedy,1,Hindi,122.0,Desi Boyz,1959.0,"Rohit Dhawan (screenplay), Rohit Dhawan (story), Renuka Kunzru (dialogue), Milap Zaveri (additional screenplay)",2011.0
1793,"Chris Baker-Brian, Florence Banda, Ibrahim Bangura, Isaac Balla Bangura",5046.0,USA,"Adam Friedman, Iain Kennedy(co-director)",Documentary,1,English,100.0,Shout Gladi Gladi,1960.0,Iain Kennedy,2015.0
1794,"Jiao Xu, Hui-Min Lin, Rene Liu, Harlem Yu",4375.0,Taiwan,Tom Lin,Drama,1,Mandarin,99.0,Starry Starry Night,1961.0,"Jimmy Liao (book), Tom Lin (screenplay)",2011.0
1795,"Sidharth Malhotra, Fawad Khan, Alia Bhatt, Rajat Kapoor",2261473.0,India,Shakun Batra,Comedy,1,Hindi,132.0,Kapoor & Sons,1962.0,"Shakun Batra, Ayesha DeVitre",2016.0
1796,"Hans Matheson, Samantha Barks, Lesley Manville, Sylvester McCoy",2209479.0,UK,John Stephenson,Drama,1,English,100.0,The Christmas Candle,1963.0,"Max Lucado (based on the novel by), Candace Lee (screenplay), Eric Newman (screenplay)",2013.0
1797,"Prince Adu, Karren Karagulian, Aiden Noesi, Keyali Mayaga",20450.0,USA,Sean Baker,Drama,1,English,100.0,Prince of Broadway,1964.0,"Sean Baker, Darren Dean",2008.0
1798,"Ishmael Muslim Ali, Daniela Biz, Tainya-Sue Brown, Isabella Carr",6253.0,Canada,Jamie Kastner,Documentary,1,English,75.0,The Skyjacker's Tale,1965.0,Jamie Kastner,2016.0
1799,"Drew Barrymore, Justin Long, Charlie Day, Jason Sudeikis",17797316.0,USA,Nanette Burstein,Comedy,0,English,102.0,Going the Distance,1966.0,Geoff LaTulippe,2010.0
1800,"Philip Rosenthal, Peter Boyle, Stanislav Duzhnikov, Eldar",83894.0,USA,Philip Rosenthal,Documentary,1,Russian,86.0,Exporting Raymond,1967.0,Philip Rosenthal,2010.0
1801,"Damian Lewis, Laura Morante, Tomas Arana, Kodi Smit-McPhee",1161089.0,UK,Carlo Carlei,Drama,1,English,113.0,Romeo & Juliet,1968.0,"Julian Fellowes (screenplay), William Shakespeare (play)",2013.0
1802,"Mila Kunis, Channing Tatum, Sean Bean, Eddie Redmayne",43733037.0,USA,"Lana Wachowski, Lilly Wachowski",Action,0,English,127.0,Jupiter Ascending,1970.0,"Lilly Wachowski, Lana Wachowski",2015.0
1803,"Alison Lohman, Justin Long, Lorna Raver, Dileep Rao",42100000.0,USA,Sam Raimi,Horror,0,English,99.0,Drag Me to Hell,1971.0,"Sam Raimi, Ivan Raimi",2009.0
1804,"Yu Xia, Wang Xi'An, Hai Yu, Yue Wu",6895695.0,China,George Nolfi,Action,0,English,95.0,Birth of the Dragon,1972.0,"Stephen J. Rivele, Christopher Wilkinson, Michael Dorgan (based on the article ""Bruce Lee's Toughest Fight"" by)",2016.0
1805,"Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez",225697400.0,China,F. Gary Gray,Action,0,English,136.0,The Fate of the Furious,1973.0,"Gary Scott Thompson (based on characters created by), Chris Morgan",2017.0
1806,"Martin Starr, Dina Shihabi, Paul Wesley, Laith Nakli",31849.0,USA,Sean Mullin,Comedy,1,English,90.0,Amira & Sam,1974.0,Sean Mullin,2014.0
1807,"Ranveer Singh, Ali Zafar, Parineeti Chopra, Govinda",98105.0,India,Shaad Ali,Action,1,Hindi,127.0,Kill Dil,1975.0,"Nitesh Tiwari (screenplay and dialogue), Shreyas Jain (screenplay and dialogue), Nikhil Mehrotra (screenplay and dialogue)",2014.0
1808,"Lezley McSpadden, Michael Brown Sr., David Whitt, Montague Simmons",180214.0,USA,"Sabaah Folayan, Damon Davis(co-director)",Documentary,1,English,90.0,Whose Streets?,1976.0,Sabaah Folayan,2017.0
1809,"Guillaume Canet, Guillaume Gallienne, Alice Pol, Deborah Francois",257109.0,Belgium,Daniele Thompson,Biography,1,French,117.0,Cezanne et Moi,1977.0,Daniele Thompson (scenario),2016.0
1810,"Nicholas Blandullo, Sofia Viruboff, James Martin, Omar Metwally",493296.0,USA,James Ivory,Drama,1,English,117.0,The City of Your Final Destination,1978.0,"Ruth Prawer Jhabvala (screenplay), Peter Cameron (novel)",2009.0
1811,"Sharman Joshi, Boman Irani, Ritvik Sahore, Paresh Rawal",420046.0,India,Rajesh Mapuskar,Comedy,1,Hindi,140.0,Ferrari Ki Sawaari,1979.0,"Vidhu Vinod Chopra (original story and screenplay), Rajesh Mapuskar (original story and screenplay), Rajkumar Hirani (original story and dialogue), Shekhar Dhavalikar (script associate), Ranjeet Bahadur (dialogue associate)",2012.0
1812,"Pierluigi Marchionne, Flavio Parenti, Alison Pill, Alessandro Tiberi",16500000.0,USA,Woody Allen,Comedy,0,English,112.0,To Rome with Love,1981.0,Woody Allen,2012.0
1813,"Ange Dargent, Theophile Baquet, Diane Besnier, Audrey Tautou",57491.0,France,Michel Gondry,Adventure,1,French,105.0,Microbe & Gasoline,1983.0,Michel Gondry,2015.0
1814,"Cher, Christina Aguilera, Eric Dane, Cam Gigandet",39440655.0,USA,Steve Antin,Drama,0,English,119.0,Burlesque,1984.0,Steve Antin,2010.0
1815,"Sara Takatsuki, Kasumi Arimura, Nanako Matsushima, Susumu Terajima",463187.0,Japan,"James Simone, Hiromasa Yonebayashi",Animation,1,Japanese,103.0,When Marnie Was There,1985.0,"Joan G. Robinson (based on the novel by), Keiko Niwa (screenplay by), Masashi Ando (screenplay by), Hiromasa Yonebayashi (screenplay by), David Freedman (screenplay adaptation by: English)",2014.0
1816,"Ken Goldberg, Peter Coyote, Leonard Shlain, Tiffany Shlain",13304.0,USA,Tiffany Shlain,Documentary,1,English,82.0,"Connected: An Autoblogography About Love, Death & Technology",1986.0,"Tiffany Shlain, Ken Goldberg, Carlton Evans, Sawyer Steele",2011.0
1817,"Kathryn Hahn, Josh Radnor, Juno Temple, Jane Lynch",174496.0,USA,Jill Soloway,Comedy,1,English,98.0,Afternoon Delight,1987.0,Jill Soloway,2013.0
1818,"Amr Waked, Emily Blunt, Catherine Steadman, Tom Mison",4700000.0,UK,Lasse Hallstrom,Comedy,1,English,107.0,Salmon Fishing in the Yemen,1988.0,"Simon Beaufoy, Paul Torday (novel)",2011.0
1819,"Emma Watson, Ellar Coltrane, Glenne Headly, Bill Paxton",20476300.0,United Arab Emirates,James Ponsoldt,Drama,0,English,110.0,The Circle,1989.0,"James Ponsoldt (screenplay by), Dave Eggers (screenplay by), Dave Eggers (based on the novel by)",2017.0
1820,"James Marsden, Kate Bosworth, Alexander Skarsgard, James Woods",10324441.0,USA,Rod Lurie,Action,0,English,110.0,Straw Dogs,1990.0,"Rod Lurie (screenplay), David Zelag Goodman (earlier screenplay), Sam Peckinpah (earlier screenplay), Gordon Williams (novel)",2011.0
1821,"Takuto Sueoka, Himeka Asami, Masataka Kubota, Shota Sometani",5532.0,Japan,Takashi Murakami,Comedy,1,Japanese,101.0,Jellyfish Eyes,1991.0,"Takashi Murakami (story), Yoshihiro Nishimura (screenplay), Jun Tsugita (screenplay)",2013.0
1822,"Sylvester Stallone, Arnold Schwarzenegger, Jim Caviezel, Faran Tahir",18645489.0,USA,Mikael Hafstrom,Action,0,English,115.0,Escape Plan,1992.0,"Miles Chapman (screenplay by), Jason Keller (screenplay by), Miles Chapman (story by)",2013.0
1823,"Matthias Schoenaerts, Diane Kruger, Paul Hamy, Zaid Errougui-Demonsant",38337.0,France,Alice Winocour,Drama,1,French,98.0,Disorder,1993.0,"Alice Winocour, Jean-Stephane Bron (in collaboration with)",2015.0
1824,"Russell Crowe, Sara Eisen, Debra Meiburg",9939.0,Australia,"David Roach, Warwick Ross",Documentary,1,English,75.0,Red Obsession,1994.0,"David Roach, Warwick Ross",2013.0
1825,"You Ge, Ziyi Zhang, Tadanobu Asano, Chun Du",239256.0,China,Er Cheng,Drama,1,Mandarin,125.0,The Wasted Times,1995.0,Er Cheng,2016.0
1826,"Francois Papineau, Alexis Martin, Sophie Bourgeois, Andree Lachapelle",306103.0,Canada,Louis Belanger,Drama,1,French,113.0,Route 132,1996.0,"Louis Belanger, Alexis Martin",2010.0
1827,"Conner Chapman, Shaun Thomas, Ralph Ineson, Ian Burfield",12189.0,UK,Clio Barnard,Drama,1,English,91.0,The Selfish Giant,1997.0,"Clio Barnard, Oscar Wilde (inspired by 'The Selfish Giant')",2013.0
1828,"Rachel Roberts, Shyaam Karra, Brent Wendell Williams, Jhil McEntyre",26609448.0,USA,Andrew Niccol,Action,0,English,125.0,The Host,1998.0,"Andrew Niccol (screenplay), Stephenie Meyer (novel)",2013.0
1829,"Will Smith, Margot Robbie, Adrian Martinez, Gerald McRaney",50265541.0,USA,"Glenn Ficarra, John Requa",Comedy,0,English,105.0,Focus,1999.0,"Glenn Ficarra, John Requa",2015.0
1830,"Jonathan Pryce, Jerome Holder, Phil Davis, Ian Hart",1148304.0,UK,John Goldschmidt,Comedy,1,English,94.0,Dough,2000.0,"Jonathan Benson, Jonathan Benson, Jez Freedman, Jez Freedman",2015.0
1831,"Andreas Lust, Markus Schleinzer, Roman Kettner, Hannelore Klauber-Laursen",82172.0,Germany,Benjamin Heisenberg,Biography,1,German,101.0,The Robber,2001.0,"Martin Prinz (novel), Benjamin Heisenberg, Martin Prinz",2010.0
1832,"Emily Browning, Abbie Cornish, Jena Malone, Vanessa Hudgens",36381716.0,USA,Zack Snyder,Action,0,English,110.0,Sucker Punch,2002.0,"Zack Snyder (screenplay), Steve Shibuya (screenplay), Zack Snyder (story)",2011.0
1833,"Michelle Williams, Seth Rogen, Luke Kirby, Sarah Silverman",1100000.0,Canada,Sarah Polley,Comedy,1,English,116.0,Take This Waltz,2003.0,Sarah Polley,2011.0
1834,"Scarlett Johansson, Jeremy McWilliams, Lynsey Taylor Mackay, Dougie McConnell",2326121.0,Switzerland,Jonathan Glazer,Drama,1,English,108.0,Under the Skin,2004.0,"Walter Campbell, Jonathan Glazer, Michel Faber (based on the novel by)",2013.0
1835,"Kyle Kirk, Matthew Lillard, Wayne Duvall, Stephanie Koenig",8824.0,USA,Oz Scott,Family,1,English,94.0,Home Run Showdown,2005.0,"Tim Cavanaugh, John Bella",2015.0
1836,"Linda Cardellini, Michael Shannon, John Slattery, Talia Balsam",6717.0,USA,Liza Johnson,Drama,1,English,97.0,Return,2006.0,Liza Johnson,2011.0
1837,"Deragh Campbell, Hannah Gross, Ned Oldham, Kim Taylor",21964.0,USA,Matthew Porterfield,Drama,1,English,89.0,I Used to Be Darker,2007.0,"Amy Belk (screenplay), Matthew Porterfield (screenplay)",2013.0
1838,"Bill Murray, Melissa McCarthy, Naomi Watts, Chris O'Dowd",33454313.0,USA,Theodore Melfi,Comedy,0,English,102.0,St. Vincent,2008.0,Theodore Melfi (screenplay),2014.0
1839,"Madeline Carroll, Callan McAuliffe, Rebecca De Mornay, Anthony Edwards",1752214.0,USA,Rob Reiner,Comedy,1,English,90.0,Flipped,2009.0,"Rob Reiner (screenplay), Andrew Scheinman (screenplay), Wendelin Van Draanen (novel)",2010.0
1840,"Ben Radcliffe, Ian McShane, Isabella Steinbarth, Brandon Robinson",1926548.0,UK,James Griffiths,Comedy,1,English,98.0,Cuban Fury,2010.0,"Jon Brown, Nick Frost (original idea)",2014.0
1841,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli",292298923.0,USA,Bill Condon,Adventure,0,English,115.0,The Twilight Saga: Breaking Dawn - Part 2,2011.0,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)",2012.0
1842,"Robert Gustafsson, Mia Skaringer, Iwar Wiklander, David Wiberg",694069.0,Sweden,Felix Herngren,Adventure,1,Swedish,114.0,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,2012.0,"Felix Herngren (screenplay), Hans Ingemansson (screenplay), Jonas Jonasson (novel)",2013.0
1843,"Ginnifer Goodwin, Kate Hudson, Colin Egglesfield, John Krasinski",39000000.0,USA,Luke Greenfield,Comedy,0,English,112.0,Something Borrowed,2013.0,"Jennie Snyder Urman (screenplay), Emily Giffin (novel)",2011.0
1844,"Rachel Weisz, Tom Wilkinson, Timothy Spall, Andrew Scott",4060197.0,UK,Mick Jackson,Biography,1,English,109.0,Denial,2014.0,"Deborah Lipstadt (based on the book ""History on Trial: My Day in Court with a Holocaust Denier"" by), David Hare (screenplay by)",2016.0
1845,"Connor Paolo, Gregory Jones, Traci Hovel, Nick Damici",18469.0,USA,Jim Mickle,Drama,1,English,98.0,Stake Land,2015.0,"Nick Damici, Jim Mickle",2010.0
1846,"Stephanie Beatriz, Robert Cardone, Neil deGrasse Tyson, Adam Devine",64060187.0,USA,"Mike Thurmeier, Galen T. Chu(co-director)",Animation,0,English,94.0,Ice Age: Collision Course,2016.0,"Michael J. Wilson (screenplay), Michael Berg (screenplay), Yoni Brenner (screenplay), Aubrey Solomon (story)",2016.0
1847,"Julia Roberts, Lily Collins, Armie Hammer, Nathan Lane",64933670.0,USA,Tarsem Singh,Adventure,0,English,106.0,Mirror Mirror,2017.0,"Marc Klein (screenplay), Jason Keller (screenplay), Melisa Wallack (screen story)",2012.0
1848,"Mike Foy, Sabrina Revelle, Nina Daniels, Janeline Hayes",10087.0,USA,"William Arntz(co-director), E. Raymond Brown(co-director)",Drama,1,English,94.0,Ghetto Physics,2018.0,"William Arntz, E. Raymond Brown",2010.0
1849,"Robert Jauregui, Jeremy Irons, Timothy V. Murphy, Luce Rains",20157730.0,USA,Ed Harris,Crime,0,English,115.0,Appaloosa,2019.0,"Robert Knott (screenplay), Ed Harris (screenplay), Robert B. Parker (novel)",2008.0
1850,"Tyler Labine, Alan Tudyk, Katrina Bowden, Jesse Moss",154232.0,Canada,Eli Craig,Comedy,1,English,89.0,Tucker and Dale vs Evil,2020.0,"Eli Craig, Morgan Jurgenson",2010.0
1851,"Jamie Foxx, Michelle Monaghan, Scoot McNairy, Dermot Mulroney",20757977.0,USA,Baran bo Odar,Action,0,English,95.0,Sleepless,2021.0,"Andrea Berloff (screenplay by), Frederic Jardin (based on the film ""Nuit blanche"" written by), Nicolas Saada (based on the film ""Nuit blanche"" written by), Olivier Douyere (based on the film ""Nuit blanche"" written by)",2017.0
1852,"Ranveer Singh, Deepika Padukone, Supriya Pathak, Sharad Kelkar",2386695.0,India,Sanjay Leela Bhansali,Drama,1,Hindi,150.0,Goliyon Ki Rasleela Ram-Leela,2022.0,"Sanjay Leela Bhansali (screenplay), William Shakespeare (play), Siddharth Singh (screenplay), Garima Wahal (screenplay)",2013.0
1853,"Colin Farrell, Keira Knightley, David Thewlis, Anna Friel",10484.0,USA,William Monahan,Crime,1,English,103.0,London Boulevard,2023.0,"William Monahan (screenplay), Ken Bruen (novel)",2010.0
1854,"Steve Carell, Steve Buscemi, Olivia Wilde, Jim Carrey",22525921.0,USA,Don Scardino,Adventure,0,English,100.0,The Incredible Burt Wonderstone,2024.0,"Jonathan Goldstein (screenplay), John Francis Daley (screenplay), Chad Kultgen (story), Tyler Mitchell (story), Jonathan Goldstein (story), John Francis Daley (story)",2013.0
1855,"Akshay Kumar, Ileana D'Cruz, Esha Gupta, Manoj Bajpayee",207263.0,India,Dharmendra Suresh Desai,Crime,1,English,148.0,Rustom,2025.0,Vipul K. Rawal,2016.0
1856,"Zheng Xu, Wei Zhao, Peagu Alexandru, Bei-Er Bao",1242494.0,China,Zheng Xu,Action,1,Mandarin,114.0,Lost in Hong Kong,2026.0,Huan Shu,2015.0
1857,"Jake Gyllenhaal, Rachel McAdams, Forest Whitaker, Oona Laurence",42373328.0,Hong Kong,Antoine Fuqua,Drama,0,English,124.0,Southpaw,2027.0,Kurt Sutter,2015.0
1858,"Demian Bichir, Eddie 'Piolin' Sotelo, Joaquin Cosio, Jose Julian",1754319.0,USA,Chris Weitz,Drama,1,English,98.0,A Better Life,2028.0,"Eric Eason (screenplay), Roger L. Simon (story)",2011.0
1859,"Falk Hentschel, Sofia Boutella, George Sampson, Stephanie Nguyen",1124582.0,UK,"Max Giwa, Dania Pasquini",Drama,1,English,85.0,StreetDance 2,2029.0,Jane English (characters),2012.0
1860,"Donnie Yen, Baoqiang Wang, Charlie Yeung, Bing Bai",88024.0,China,Teddy Chan,Action,1,Cantonese,100.0,Kung Fu Jungle,2030.0,"Teddy Chan (original story), Ho Leung Lau (original story), Ho Leung Lau (screenplay), Tin Shu Mak (screenplay)",2014.0
1861,"Russell Crowe, Elizabeth Banks, Michael Buie, Moran Atias",21100000.0,USA,Paul Haggis,Action,0,English,133.0,The Next Three Days,2031.0,"Paul Haggis (screenplay), Fred Cavaye (screenplay ""Pour elle""), Guillaume Lemans (screenplay ""Pour elle"")",2010.0
1862,"Pekka Strang, Seumas F. Sargent, Chris Myland, Alf Myreen",323048.0,Finland,Dome Karukoski,Biography,1,Finnish,117.0,Tom of Finland,2032.0,"Aleksi Bardy (screenplay), Aleksi Bardy (story by), Dome Karukoski (story by), Mark Alton Brown (additional dialogue), Noam Andrews (Additional Storylines), Kauko Royhka (Additional Storylines), Mia Ylonen (Additional Storylines), Susanna Luoto (consultant)",2017.0
1863,"Josh Brolin, Miles Teller, Jeff Bridges, Jennifer Connelly",18255680.0,USA,Joseph Kosinski,Action,0,English,134.0,Only the Brave,2033.0,"Sean Flynn (based on the GQ article ""No Exit"" by), Ken Nolan, Eric Warren Singer",2017.0
1864,"Reese Witherspoon, Chris Pine, Tom Hardy, Til Schweiger",54758461.0,USA,McG,Action,0,English,103.0,This Means War,2034.0,"Timothy Dowling (screenplay), Simon Kinberg (screenplay), Timothy Dowling (story), Marcus Gautesen (story)",2012.0
1865,"Glenn Close, Antonia Campbell-Hughes, Mia Wasikowska, Pauline Collins",3014541.0,UK,Rodrigo Garcia,Drama,1,English,113.0,Albert Nobbs,2035.0,"Gabriella Prekop (screenplay), John Banville (screenplay), Glenn Close (screenplay), George Moore (novel), Istvan Szabo (screen story)",2011.0
1866,"Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson",91024535.0,USA,Noam Murro,Action,0,English,102.0,300: Rise of an Empire,2038.0,"Zack Snyder (screenplay), Kurt Johnstad (screenplay), Frank Miller (graphic novel ""Xerxes"")",2014.0
1867,"Drake Bell, Andrew Caldwell, Andree Moss, Carolyn Moss",4700000.0,USA,Deb Hagan,Comedy,1,English,94.0,College,2039.0,"Dan Callahan, Adam Ellison",2008.0
1868,"Andy Lau, Qi Shu, Jingchu Zhang, Tony Yo-ning Yang",214502.0,China,Stephen Fung,Action,1,Chinese,108.0,The Adventurers,2040.0,"Chi Kwong Cheung, Stephen Fung, Zhichao Ha, Xiaozhuang Huang, Yiu Fai Lo, Todd Weinger (additional writing)",2017.0
1869,"Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench",168400000.0,UK,Marc Forster,Action,0,English,106.0,Quantum of Solace,2041.0,"Paul Haggis, Neal Purvis, Robert Wade",2008.0
1870,"Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett",53358964.0,USA,Greg Berlanti,Comedy,0,English,114.0,Life as We Know It,2043.0,"Ian Deitchman, Kristin Robinson",2010.0
1871,"Famke Janssen, James Gandolfini, John Magaro, Maria Dizzia",4808.0,USA,Harold Guskin,Drama,1,English,93.0,Down the Shore,2044.0,Sandra Jennings,2011.0
1872,"Tadashi Okuno, Rin Takanashi, Ryo Kase, Denden",144289.0,Japan,Abbas Kiarostami,Drama,1,Japanese,109.0,Like Someone in Love,2045.0,"Abbas Kiarostami (screenplay), Mohammad Rahmani (screenplay collaborator: Grandmother's messages)",2012.0
1873,"Ben Affleck, Rebecca Hall, Jon Hamm, Jeremy Renner",92173235.0,USA,Ben Affleck,Crime,0,English,125.0,The Town,2046.0,"Peter Craig (screenplay), Ben Affleck (screenplay), Aaron Stockard (screenplay), Chuck Hogan (novel)",2010.0
1874,"Zijian Dong, Jiaqi Li, Honglei Sun, Sen Wang",53252.0,China,Yang Xiao,Comedy,1,Mandarin,106.0,The Ark of Mr Chow,2047.0,"Xiao Yang, Ji Zhang",2015.0
1875,"Kelly Greyson, Natalie Racoosin, Clay Walker, Jenn Gotzon Chandler",668172.0,USA,"Ray Bengston, George D. Escobar(co-director)",Action,1,English,103.0,Alone Yet Not Alone,2048.0,"Tracy Leininger Craven (book), George D. Escobar, James Richards",2013.0
1876,"Ricky Gervais, Jennifer Garner, Jonah Hill, Louis C.K.",18439082.0,USA,"Ricky Gervais, Matthew Robinson",Comedy,0,English,100.0,The Invention of Lying,2049.0,"Ricky Gervais, Matthew Robinson",2009.0
1877,"Lewis MacDougall, Sigourney Weaver, Felicity Jones, Toby Kebbell",3730982.0,UK,J.A. Bayona,Animation,1,English,108.0,A Monster Calls,2050.0,"Patrick Ness (screenplay by), Patrick Ness (based upon the novel written by), Siobhan Dowd (from an original idea by)",2016.0
1878,"Romain Duris, Vanessa Paradis, Julie Ferrier, Francois Damiens",504030.0,France,Pascal Chaumeil,Comedy,1,French,105.0,Heartbreaker,2051.0,"Laurent Zeitoun (scenario), Jeremy Doner (scenario), Yoann Gromb (scenario), Laurent Zeitoun (original idea)",2010.0
1879,"Alfred Molina, Elizabeth Pena, Freddy Rodriguez, Luis Guzman",7478384.0,USA,Alfredo Rodriguez de Villa,Comedy,0,English,98.0,Nothing Like the Holidays,2052.0,"Alison Swan (screenplay), Rick Najera (screenplay), Robert Teitel (story), Rene M. Rigal (story)",2008.0
1880,"Nicholas Hoult, Felicity Jones, Anthony Hopkins, Ben Kingsley",2196654.0,UK,Eran Creevy,Action,1,English,99.0,Collide,2053.0,"F. Scott Frazier (screenplay by), Eran Creevy (screenplay by), F. Scott Frazier (story by)",2016.0
