,Title,Year,Director,Writer,Actors,Genre,Language,Country,Runtime,BoxOffice
2026,Crossing Over,2009,Wayne Kramer,Wayne Kramer (screenplay),"Harrison Ford, Ray Liotta, Ashley Judd, Jim Sturgess",Crime,English,USA,113,402469
2029,The Fourth Kind,2009,Olatunde Osunsanmi,"Olatunde Osunsanmi (screenplay), Olatunde Osunsanmi (story), Terry Robbins (story)","Milla Jovovich, Will Patton, Hakeem Kae-Kazim, Corey Johnson",Mystery,English,USA,98,25500000
2051,Adventureland,2009,Greg Mottola,Greg Mottola,"Jesse Eisenberg, Kelsey Ledgin, Michael Zegen, Ryan McFarland",Comedy,English,USA,107,15900000
2052,It's Complicated,2009,Nancy Meyers,Nancy Meyers,"Meryl Streep, Steve Martin, Alec Baldwin, John Krasinski",Comedy,English,USA,120,112703470
2069,Spread,2009,David Mackenzie,"Jason Hall (screenplay), Jason Hall (story), Paul Kolsby (story)","Ashton Kutcher, Anne Heche, Margarita Levieva, Sebastian Stan",Comedy,English,USA,97,122948
2070,A Town Called Panic,2009,"Stephane Aubier, Vincent Patar","Stephane Aubier (screenplay), Vincent Patar (screenplay)","Stephane Aubier, Jeanne Balibar, Nicolas Buysse, Francois De Brigode",Animation,French,Belgium,75,165349
2071,Paul Blart: Mall Cop,2009,Steve Carr,"Kevin James, Nick Bakay","Kevin James, Keir O'Donnell, Jayma Mays, Raini Rodriguez",Action,English,USA,91,146336178
2074,Play the Game,2009,Marc Fienberg,Marc Fienberg,"Paul Campbell, Andy Griffith, Doris Roberts, Marla Sokoloff",Comedy,English,USA,105,700000
2090,Farewell,2009,Christian Carion,"Christian Carion, Serguei Kostine (book), Eric Raynaud","Guillaume Canet, Emir Kusturica, Alexandra Maria Lara, Ingeborga Dapkunaite",Drama,French,France,113,309262
2092,Night at the Museum: Battle of the Smithsonian,2009,Shawn Levy,"Robert Ben Garant, Thomas Lennon, Robert Ben Garant (characters), Thomas Lennon (characters)","Ben Stiller, Amy Adams, Owen Wilson, Hank Azaria",Adventure,English,USA,105,177118775
2100,Street Dreams,2009,Chris Zamoscianyk,"Elisa Delson, Rob Dyrdek, Nino Scalia","Paul Rodriguez, Ryan Dunn, Rob Dyrdek, Terry Kennedy",Drama,English,USA,88,84944
2101,500 Days of Summer,2009,Marc Webb,"Scott Neustadter, Michael H. Weber","Joseph Gordon-Levitt, Zooey Deschanel, Geoffrey Arend, Chloe Grace Moretz",Comedy,English,USA,95,32118648
2105,Astro Boy,2009,David Bowers,"Osamu Tezuka (manga), David Bowers (story), Timothy Harris, David Bowers","Charlize Theron, Freddie Highmore, Ryan Stiles, Eugene Levy",Animation,English,Japan,94,19548064
2132,Hideaway (Le refuge),2009,Francois Ozon,"Mathieu Hippeau (screenplay), Francois Ozon (screenplay)","Isabelle Carre, Louis-Ronan Choisy, Pierre Louis-Calixte, Melvil Poupaud",Drama,French,France,88,23604
2138,Tanner Hall,2009,"Francesca Gregorini, Tatiana von Furstenberg","Tatiana von Furstenberg, Francesca Gregorini","Rooney Mara, Georgia King, Brie Larson, Amy Ferguson",Drama,English,USA,96,5005
2148,Pandorum,2009,Christian Alvart,"Travis Milloy (screenplay), Travis Milloy (story), Christian Alvart (story)","Dennis Quaid, Ben Foster, Cam Gigandet, Antje Traue",Action,English,Germany,108,10261085
2181,Down Terrace,2009,Ben Wheatley,"Ben Wheatley, Robin Hill","Robin Hill, Robert Hill, Julia Deakin, David Schaal",Crime,English,UK,89,9609
2193,The Joneses,2009,Derrick Borte,"Randy T. Dinzler (story), Derrick Borte","David Duchovny, Demi Moore, Amber Heard, Benjamin Hollingsworth",Drama,English,USA,96,1000000
2195,I Hope They Serve Beer in Hell,2009,Bob Gosse,"Tucker Max (novel), Tucker Max (screenplay), Nils Parker (screenplay)","Tim Huck, Lex D. Geddings, Matt Czuchry, Yvette Yates",Comedy,English,USA,105,1357585
2202,Orphan,2009,Jaume Collet-Serra,"David Leslie Johnson-McGoldrick (screenplay), Alex Mace (story)","Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder",Horror,English,USA,123,41472886
2204,About Elly,2009,Asghar Farhadi,"Asghar Farhadi (screenplay), Azad Jafarian (story), Asghar Farhadi (story)","Golshifteh Farahani, Shahab Hosseini, Taraneh Alidoosti, Merila Zare'i",Drama,Persian,Iran,119,54665
2210,Sherlock Holmes,2009,Guy Ritchie,"Michael Robert Johnson (screenplay), Anthony Peckham (screenplay), Simon Kinberg (screenplay), Lionel Wigram (screen story), Michael Robert Johnson (screen story), Arthur Conan Doyle (characters: Sherlock Holmes,  Dr. Watson)","Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong",Action,English,USA,128,208711166
2216,Survival of the Dead,2009,George A. Romero,George A. Romero,"Alan Van Sprang, Joshua Peace, Hardee T. Lineham, Dru Viergever",Comedy,English,USA,90,1914
2218,Ondine,2009,Neil Jordan,Neil Jordan,"Colin Farrell, Alicja Bachleda, Dervla Kirwan, Alison Barry",Drama,English,Ireland,111,548934
2236,Ajami,2009,"Scandar Copti, Yaron Shani","Scandar Copti, Yaron Shani","Fouad Habash, Nisrin Siksik, Elias Saba, Youssef Sahwani",Crime,Arabic,Germany,124,500000
2239,Crank: High Voltage,2009,"Mark Neveldine, Brian Taylor","Mark Neveldine, Brian Taylor","Jason Statham, Amy Smart, Dwight Yoakam, Efren Ramirez",Action,English,USA,96,13630226
2241,The Messenger,2009,Oren Moverman,"Alessandro Camon, Oren Moverman","Ben Foster, Jena Malone, Eamonn Walker, Woody Harrelson",Drama,English,USA,113,1006655
2246,Capitalism: A Love Story,2009,Michael Moore,Michael Moore,"William Black, Jimmy Carter, Elijah Cummings, Baron Hill",Documentary,English,USA,127,14342792
2254,Harry Potter and the Half-Blood Prince,2009,David Yates,"Steve Kloves (screenplay), J.K. Rowling (novel)","Daniel Radcliffe, Michael Gambon, Dave Legeno, Elarica Johnson",Adventure,English,UK,153,301920409
9,The Nutcracker in 3D,2010,Andrey Konchalovskiy,"Andrey Konchalovskiy (screenplay), Chris Solimine (screenplay)","Richard Philipps, Fernanda Dorogi, Kriszta Dorogi, Daniel Mogacs",Action,English,UK,110,200000
10,Cats & Dogs: The Revenge of Kitty Galore,2010,Brad Peyton,"Ron J. Friedman, Steve Bencich, John Requa (characters), Glenn Ficarra (characters)","James Marsden, Nick Nolte, Christina Applegate, Katt Williams",Action,English,USA,82,43400000
11,A Bottle in the Gaza Sea,2010,Thierry Binisti,"Thierry Binisti, Valerie Zenatti","Agathe Bonitzer, Mahmud Shalaby, Hiam Abbass, Riff Cohen",Drama,Hebrew,France,100,2531
14,The 5th Quarter,2010,Rick Bieber,Rick Bieber,"Andie MacDowell, Aidan Quinn, Ryan Merriman, Anessa Ramsey",Biography,English,USA,90,399611
15,The Whistleblower,2010,Larysa Kondracki,"Larysa Kondracki, Eilis Kirwan","Rachel Weisz, Vanessa Redgrave, Monica Bellucci, David Strathairn",Action,English,Canada,112,900000
16,A Nightmare on Elm Street,2010,Samuel Bayer,"Wesley Strick (screenplay), Eric Heisserer (screenplay), Wesley Strick (story), Wes Craven (characters)","Jackie Earle Haley, Kyle Gallner, Rooney Mara, Katie Cassidy",Crime,English,USA,95,63100000
17,What If...,2010,Dallas Jenkins,"Chuck Konzelman, Andrea Gyertson Nasfell, Cary Solomon","Kevin Sorbo, Kristy Swanson, John Ratzenberger, Debby Ryan",Drama,English,USA,111,814348
18,Letters to Juliet,2010,Gary Winick,"Jose Rivera, Tim Sullivan","Amanda Seyfried, Marcia DeBonis, Gael Garcia Bernal, Giordano Formenti",Adventure,English,USA,105,53021560
19,The American,2010,Anton Corbijn,"Rowan Joffe (screenplay), Martin Booth (novel)","George Clooney, Irina Bjorklund, Lars Hjelm, Bjorn Granath",Crime,English,USA,105,35596227
21,Wild Target,2010,Jonathan Lynn,"Lucinda Coxon (screenplay), Pierre Salvadori (film ""Cible emouvante"")","Bill Nighy, Emily Blunt, Rupert Grint, Rupert Everett",Action,English,UK,98,117190
30,Nothing to Declare,2010,Dany Boon,"Dany Boon (scenario and dialogue), Yael Boon (collaboration)","Benoit Poelvoorde, Dany Boon, Christel Pedrinelli, Karin Viard",Comedy,French,France,108,153494
34,Attenberg,2010,Athina Rachel Tsangari,Athina Rachel Tsangari,"Ariane Labed, Vangelis Mourikis, Evangelia Randou, Yorgos Lanthimos",Drama,Greek,Greece,97,12540
37,Trollhunter,2010,Andre Ovredal,Andre Ovredal,"Otto Jespersen, Glenn Erland Tosterud, Johanna Morck, Tomas Alf Larsen",Drama,Norwegian,Norway,103,252652
38,Casino Jack,2010,George Hickenlooper,Norman Snider,"Kevin Spacey, Ruth Marshall, Graham Greene, Hannah Endicott-Douglas",Biography,English,Canada,108,1039869
39,Paranormal Activity 2,2010,Tod Williams,"Michael R. Perry (screenplay), Christopher Landon (screenplay), Tom Pabst (screenplay), Michael R. Perry (story), Oren Peli (film ""Paranormal Activity"")","David Bierend, Brian Boland, Molly Ephraim, Katie Featherston",Horror,English,USA,91,84747727
44,Housefull,2010,Sajid Khan,"Sameer Anjaan (lyrics), Anvita Dutt Guptan (dialogues), Sajid Khan (screenplay), Sajid Nadiadwala (story), Vibha Singh (screenplay), Milap Zaveri (screenplay)","Akshay Kumar, Deepika Padukone, Riteish Deshmukh, Lara Dutta",Comedy,Hindi,India,144,642156
49,For Colored Girls,2010,Tyler Perry,"Tyler Perry (screenplay), Ntozake Shange (play)","Kimberly Elise, Janet Jackson, Loretta Devine, Thandie Newton",Drama,English,USA,133,37714860
50,Client 9: The Rise and Fall of Eliot Spitzer,2010,Alex Gibney,Alex Gibney,"Alex Gibney, Eliot Spitzer, Hulbert Waldroup, Lloyd Constantine",Documentary,English,USA,117,187540
52,"Happy, Happy",2010,Anne Sewitsky,"Mette M. Bolstad (dramaturge), Anne Sewitsky, Ragnhild Tronvoll (screenplay)","Agnes Kittelsen, Joachim Rafaelsen, Maibritt Saerens, Henrik Rafaelsen",Comedy,Norwegian,Norway,85,44947
56,Little White Lies,2010,Guillaume Canet,Guillaume Canet (scenario and dialogue),"Francois Cluzet, Marion Cotillard, Benoit Magimel, Gilles Lellouche",Comedy,French,France,154,183662
65,The Last Song,2010,Julie Anne Robinson,"Nicholas Sparks (screenplay), Jeff Van Wie (screenplay), Nicholas Sparks (book)","Miley Cyrus, Greg Kinnear, Bobby Coleman, Liam Hemsworth",Drama,English,USA,107,42441000
72,The Tree,2010,Julie Bertuccelli,"Judy Pascoe (novel), Julie Bertuccelli, Elizabeth J. Mars (first screenplay)","Charlotte Gainsbourg, Morgana Davies, Marton Csokas, Christian Byers",Drama,English,France,100,69236
74,Letters to God,2010,"David Nixon, Patrick Doughtie(co-director)","Patrick Doughtie (story and screenplay), Art D'Alessandro, Sandra Thrift, Cullen Douglas","Lisa Curtis, Christopher Schmidt, Lyanna Tumaneng, Tanner Maguire",Drama,English,USA,110,1121000
83,The Taqwacores,2010,Eyad Zahra,"Michael Muhammad Knight (screenplay), Michael Muhammad Knight (story), Eyad Zahra (screenplay)","Bobby Naderi, Noureen DeWulf, Dominic Rains, Maytha Alhassen",Drama,English,USA,83,11175
87,Clash of the Titans,2010,Louis Leterrier,"Travis Beacham (screenplay), Phil Hay (screenplay), Matt Manfredi (screenplay), Beverley Cross","Sam Worthington, Liam Neeson, Ralph Fiennes, Jason Flemyng",Action,English,USA,106,163100000
98,Beautiful Darling,2010,James Rasin,James Rasin,"Candy Darling, Andy Warhol, Holly Woodlawn, Fran Lebowitz",Documentary,English,USA,85,13400
103,Bloodworth,2010,Shane Dax Taylor,"W. Earl Brown (screenplay), William Gay (novel)","Val Kilmer, Kris Kristofferson, Hilary Duff, Reece Thompson",Drama,English,USA,105,9612
106,A Screaming Man,2010,Mahamat-Saleh Haroun,Mahamat-Saleh Haroun (screenplay),"Youssouf Djaoro, Diouc Koma, Emile Abossolo M'bo, Hadje Fatime N'Goua",Drama,French,France,92,9862
110,Udaan,2010,Vikramaditya Motwane,"Vikramaditya Motwane, Anurag Kashyap, Satyanshu Singh (Rohan's poems and stories), Devanshu Singh (Rohan's poems and stories)","Rajat Barmecha, Sanjay Gandhi, Ronit Roy, Manjot Singh",Drama,Hindi,India,134,7461
113,Killers,2010,Robert Luketic,"Bob DeRosa (screenplay), Ted Griffin (screenplay), Bob DeRosa (story)","Ashton Kutcher, Katherine Heigl, Tom Selleck, Catherine O'Hara",Action,English,USA,100,47000485
116,Rabbit Hole,2010,John Cameron Mitchell,"David Lindsay-Abaire (screenplay), David Lindsay-Abaire (based on his play: ""Rabbit Hole"")","Nicole Kidman, Aaron Eckhart, Dianne Wiest, Miles Teller",Drama,English,USA,91,2221809
118,Nanny McPhee Returns,2010,Susanna White,"Emma Thompson, Christianna Brand (characters)","Maggie Gyllenhaal, Oscar Steer, Asa Butterfield, Lil Woods",Comedy,English,UK,109,28995450
121,The Bounty Hunter,2010,Andy Tennant,Sarah Thorp,"Gerard Butler, Jennifer Aniston, Gio Perez, Joel Marsh Garland",Action,English,USA,110,66700000
122,Stonewall Uprising,2010,"Kate Davis, David Heilbroner","David Carter (original story), David Heilbroner","Paul Bosche, Alfredo del Rio, John DiGiacomo, Dana Gaiser",Documentary,English,USA,80,127940
130,Shutter Island,2010,Martin Scorsese,"Laeta Kalogridis (screenplay), Dennis Lehane (novel)","Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley, Max von Sydow",Mystery,English,USA,138,125001000
132,Radio Free Albemuth,2010,John Alan Simon,"John Alan Simon (screenplay), Philip K. Dick (novel)","Shea Whigham, Jonathan Scarfe, Michael Rothhaar, Katheryn Winnick",Drama,English,USA,111,169298
135,Hatchet II,2010,Adam Green,Adam Green,"Danielle Harris, Tony Todd, Kane Hodder, Parry Shen",Comedy,English,USA,85,52604
147,Immigration Tango,2010,David Burton Morris,"Martin L. Kelley (screenplay), Martin L. Kelley (story), Robert J. Lee (screenplay), Robert J. Lee (story), Todd Norwood (screenplay), Elika Portnoy (screenplay)","Elika Portnoy, McCaleb Burnett, Carlos Leon, Ashley Wolfe",Comedy,English,USA,92,23812
155,Morning,2010,Leland Orser,Leland Orser,"Jeanne Tripplehorn, Leland Orser, Laura Linney, Julie White",Drama,English,USA,95,2876
159,Just Wright,2010,Sanaa Hamri,Michael Elliot,"Queen Latifah, Common, Paula Patton, James Pickens Jr.",Comedy,English,USA,100,21520719
162,Dirty Girl,2010,Abe Sylvia,Abe Sylvia,"Jeremy Dozier, Juno Temple, Zach Lasry, Jonathan Slavin",Comedy,English,USA,90,53630
169,Tooth Fairy,2010,Michael Lembeck,"Lowell Ganz (screenplay), Babaloo Mandel (screenplay), Joshua Sternin (screenplay), J.R. Ventimilia (screenplay), Randi Mayem Singer (screenplay), Jim Piddock (story)","Dwayne Johnson, Ashley Judd, Stephen Merchant, Ryan Sheckler",Comedy,English,USA,101,58565813
184,Lottery Ticket,2010,Erik White,"Abdul Williams (screenplay), Erik White (story), Abdul Williams (story)","Shad Moss, Brandon T. Jackson, Naturi Naughton, Loretta Devine",Comedy,English,USA,99,24708699
186,I'm Still Here,2010,Casey Affleck,"Casey Affleck, Joaquin Phoenix","Joaquin Phoenix, Antony Langdon, Carey Perloff, Larry McHale",Comedy,English,USA,108,408719
190,Violet Tendencies,2010,Casper Andreas,Jesse Archer (screenplay),"Mindy Cohn, Marcus Patrick, Jesse Archer, Samuel Whitten",Comedy,English,USA,99,5264
198,Edge of Darkness,2010,Martin Campbell,"William Monahan (screenplay), Andrew Bovell (screenplay), Troy Kennedy-Martin (television series)","Mel Gibson, Ray Winstone, Danny Huston, Bojana Novakovic",Crime,English,UK,117,43290977
203,The Crazies,2010,Breck Eisner,"Scott Kosar (screenplay), Ray Wright (screenplay), George A. Romero","Timothy Olyphant, Radha Mitchell, Joe Anderson, Danielle Panabaker",Horror,English,USA,101,38240768
206,Green Zone,2010,Paul Greengrass,"Brian Helgeland, Rajiv Chandrasekaran (book)","Igal Naor, Said Faraj, Faycal Attougui, Aymen Hamdouchi",Action,English,UK,115,35000000
207,Uncle Boonmee Who Can Recall His Past Lives,2010,Apichatpong Weerasethakul,"Phra Sripariyattiweti (inspired by the book of), Apichatpong Weerasethakul","Thanapat Saisaymar, Jenjira Pongpas, Sakda Kaewbuadee, Natthakarn Aphaiwonk",Drama,Thai,Thailand,114,183605
215,Barney's Version,2010,Richard J. Lewis,"Mordecai Richler (novel), Michael Konyves (screenplay)","Paul Giamatti, Macha Grenon, Paul Gross, Atom Egoyan",Comedy,English,Italy,134,7501404
225,Sea Rex 3D: Journey to a Prehistoric World,2010,"Ronan Chapalain, Pascal Vuong","Ronan Chapalain, Richard Dowlearn (screenplay), Pascal Vuong","Guillaume Denaiffe, Norbert Ferrer, Chloe Hollings, Richard Rider",Documentary,English,UK,41,6096582
230,8: The Mormon Proposition,2010,"Reed Cowan, Steven Greenstreet(co-director)",Reed Cowan,"Spencer Jones, Tyler Barrick, Dustin Lance Black, Linda Williams Stay",Documentary,English,USA,80,99851
233,Viva Riva!,2010,Djo Munga,Djo Munga (screenplay),"Patsha Bay, Manie Malone, Hoji Fortuna, Marlene Longange",Crime,French,The Democratic Republic Of Congo,98,61759
249,West Is West,2010,Andy De Emmony,Ayub Khan-Din (screenplay),"Aqib Khan, Om Puri, Linda Bassett, Robert Pugh",Comedy,English,UK,103,1458734
270,Conviction,2010,Tony Goldwyn,Pamela Gray,"Hilary Swank, Sam Rockwell, Thomas D. Mahard, Owen Campbell",Biography,English,USA,107,6783129
272,The Expendables,2010,Sylvester Stallone,"Dave Callaham (screenplay), Sylvester Stallone (screenplay), Dave Callaham (story)","Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren",Action,English,USA,103,102981571
279,Jack Goes Boating,2010,Philip Seymour Hoffman,"Robert Glaudini (screenplay), Robert Glaudini (play)","Philip Seymour Hoffman, John Ortiz, Richard Petrocelli, Tom McCarthy",Drama,English,USA,89,300000
289,When in Rome,2010,Mark Steven Johnson,"David Diamond, David Weissman","Kristen Bell, Josh Duhamel, Anjelica Huston, Danny DeVito",Comedy,English,USA,91,32578915
293,The First Grader,2010,Justin Chadwick,Ann Peacock,"Naomie Harris, Oliver Litondo, Tony Kgoroge, Alfred Munyua",Biography,English,UK,103,332306
295,Mysteries of Lisbon,2010,Raoul Ruiz,"Camilo Castelo Branco (book), Carlos Saboga (screenplay)","Adriano Luz, Maria Joao Bastos, Ricardo Pereira, Clotilde Hesme",Drama,Portuguese,Portugal,272,110507
298,Unstoppable,2010,Tony Scott,Mark Bomback,"Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee",Action,English,USA,98,81557479
302,Wall Street: Money Never Sleeps,2010,Oliver Stone,"Allan Loeb, Stephen Schiff, Stanley Weiser (characters), Oliver Stone (characters)","Richard Stratton, Harry Kerrigan, Michael Douglas, Carey Mulligan",Drama,English,USA,133,52474616
308,The Dry Land,2010,Ryan Piers Williams,Ryan Piers Williams,"Ryan O'Nan, America Ferrera, Jason Ritter, Melissa Leo",Drama,English,USA,92,7351
319,Joan Rivers: A Piece of Work,2010,"Ricki Stern, Anne Sundberg(co-director)",Ricki Stern,"Joan Rivers, Jocelyn Pickett, Bill Sammeth, Larry A. Thompson",Documentary,English,USA,84,2927972
322,The Women on the 6th Floor,2010,Philippe Le Guay,"Philippe Le Guay, Jerome Tonnerre","Fabrice Luchini, Sandrine Kiberlain, Natalia Verbeke, Carmen Maura",Comedy,French,France,102,500000
328,Shanghai,2010,Mikael Hafstrom,Hossein Amini,"John Cusack, Li Gong, Yun-Fat Chow, David Morse",Drama,English,China,105,44689
359,Monogamy,2010,Dana Adam Shapiro,"Dana Adam Shapiro, Evan M. Wiener","Chris Messina, Rashida Jones, Meital Dohan, Zak Orth",Drama,English,USA,96,20202
370,Babies,2010,Thomas Balmes,"Alain Chabat (original idea), Thomas Balmes (adaptation)","Bayar, Hattie, Mari, Ponijao",Documentary,English,France,79,6500000
372,It's Kind of a Funny Story,2010,"Anna Boden, Ryan Fleck","Anna Boden (screenplay), Ryan Fleck (screenplay), Ned Vizzini (novel)","Keir Gilchrist, Dana DeVestern, Lauren Graham, Jim Gaffigan",Comedy,English,USA,101,6350058
375,Hot Tub Time Machine,2010,Steve Pink,"Josh Heald (screenplay), Sean Anders (screenplay), John Morris (screenplay), Josh Heald (story)","John Cusack, Clark Duke, Craig Robinson, Rob Corddry",Comedy,English,USA,101,48925682
376,Extraordinary Measures,2010,Tom Vaughan,"Robert Nelson Jacobs, Geeta Anand (book)","Brendan Fraser, Harrison Ford, Keri Russell, Meredith Droeger",Drama,English,USA,106,11854694
380,The Switch,2010,"Josh Gordon, Will Speck","Jeffrey Eugenides (based on the short story ""Baster"" by), Allan Loeb (screenplay by)","Jason Bateman, Victor Pagan, Jennifer Aniston, Jeff Goldblum",Comedy,English,USA,101,27400000
387,Morning Glory,2010,Roger Michell,Aline Brosh McKenna,"Rachel McAdams, Noah Bean, Jack Davidson, Vanessa Aspillaga",Comedy,English,USA,107,30982329
414,Miral,2010,Julian Schnabel,"Rula Jebreal (screenplay), Rula Jebreal (novel)","Hiam Abbass, Asma Al Shiukhy, Neemeh Khalil, Jameel Khoury",Drama,English,France,112,371352
415,Raajneeti,2010,Prakash Jha,"Sameer Anjaan (lyrics), Prakash Jha, Anjum Rajabali","Ajay Devgn, Ranbir Kapoor, Nana Patekar, Arjun Rampal",Crime,Hindi,India,163,2000000
422,I Want Your Money,2010,Ray Griggs,"Randall Norman Desoto, Ray Griggs","Ken Blackwell, Andrew Breitbart, Chris Cox, Chris Edwards",Documentary,English,USA,92,425899
433,Hereafter,2010,Clint Eastwood,Peter Morgan,"Cecile de France, Thierry Neuvic, Cyndi Mayo, Lisa Griffiths",Drama,English,USA,129,32741596
447,Animals United,2010,"Reinhard Klooss, Holger Tappe","Simon Hauschild (lecture), Oliver Huzly (screenplay), Reinhard Klooss (screenplay), Erich Kastner (book), Sven Severin (screenplay)","James Corden, Stephen Fry, Andy Serkis, Dawn French",Animation,German,Germany,93,550851
448,Date Night,2010,Shawn Levy,Josh Klausner,"Steve Carell, Tina Fey, Mark Wahlberg, Taraji P. Henson",Comedy,English,USA,88,98710290
452,Cave of Forgotten Dreams,2010,Werner Herzog,Werner Herzog,"Werner Herzog, Jean Clottes, Julien Monney, Jean-Michel Geneste",Documentary,English,Canada,90,5234785
456,Reuniting the Rubins,2010,Yoav Factor,Yoav Factor (screenplay),"Timothy Spall, James Callis, Rhona Mitra, Honor Blackman",Comedy,English,UK,97,13287
458,The Autobiography of Nicolae Ceausescu,2010,Andrei Ujica,Andrei Ujica,"Nicolae Ceausescu, Elena Ceausescu, Stefan Andrei, Gheorghe Apostol",Documentary,Romanian,Romania,180,33292
462,Never Let Me Go,2010,Mark Romanek,"Kazuo Ishiguro (novel), Alex Garland (screenplay)","Carey Mulligan, Andrew Garfield, Izzy Meikle-Small, Charlie Rowe",Drama,English,UK,103,2412045
464,TRON: Legacy,2010,Joseph Kosinski,"Edward Kitsis (screenplay), Adam Horowitz (screenplay), Edward Kitsis (story), Adam Horowitz (story), Brian Klugman (story), Lee Sternthal (story), Steven Lisberger (characters), Bonnie MacBird (characters)","Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner",Action,English,USA,125,172051787
466,Leap Year,2010,Anand Tucker,"Deborah Kaplan, Harry Elfont","Amy Adams, Matthew Goode, Adam Scott, John Lithgow",Comedy,English,USA,100,25893485
468,The Social Network,2010,David Fincher,"Aaron Sorkin (screenplay), Ben Mezrich (book)","Jesse Eisenberg, Rooney Mara, Bryan Barter, Dustin Fitzsimons",Biography,English,USA,120,96400000
475,Milenge Milenge,2010,Satish Kaushik,"Shiraz Ahmed (dialogue), Shiraz Ahmed (story)","Kareena Kapoor Khan, Shahid Kapoor, Aarti Chhabria, Delnaaz Irani",Drama,Hindi,India,109,48172
514,Get Him to the Greek,2010,Nicholas Stoller,"Nicholas Stoller, Jason Segel (characters)","Russell Brand, Rose Byrne, Tyler McKinney, Zoe Salmon",Adventure,English,USA,109,60923325
536,The Last Exorcism,2010,Daniel Stamm,"Huck Botko, Andrew Gurland","Patrick Fabian, Ashley Bell, Iris Bahr, Louis Herthum",Drama,English,France,87,40990055
538,Ceremony,2010,Max Winkler,Max Winkler,"Michael Angarano, Uma Thurman, Reece Thompson, Lee Pace",Comedy,English,USA,89,21666
545,GasLand,2010,Josh Fox,Josh Fox,"Josh Fox, Dick Cheney, Pete Seeger, Richard Nixon",Documentary,English,USA,107,30846
551,The Extraordinary Adventures of Adele Blanc-Sec,2010,Luc Besson,"Luc Besson (screenplay), Jacques Tardi (comic books)","Louise Bourgoin, Mathieu Amalric, Gilles Lellouche, Jean-Paul Rouve",Action,French,France,107,123614
554,Skateland,2010,Anthony Burns,"Anthony Burns, Brandon Freeman, Heath Freeman","Shiloh Fernandez, Ashley Greene, Heath Freeman, Brett Cullen",Drama,English,USA,96,13612
560,Black Swan,2010,Darren Aronofsky,"Mark Heyman (screenplay), Andres Heinz (screenplay), John J. McLaughlin (screenplay), Andres Heinz (story)","Natalie Portman, Mila Kunis, Vincent Cassel, Barbara Hershey",Drama,English,USA,108,106952327
562,Gulliver's Travels,2010,Rob Letterman,"Joe Stillman (screenplay), Nicholas Stoller (screenplay), Jonathan Swift (book)","Jack Black, Jason Segel, Emily Blunt, Amanda Peet",Adventure,English,USA,85,42776259
564,Shrek Forever After,2010,Mike Mitchell,"William Steig (based upon the book by), Josh Klausner, Darren Lemke, Matthew Shire (Punch-Up Writer)","Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas",Animation,English,USA,93,238319043
565,13 Assassins,2010,Takashi Miike,"Kaneo Ikegami (based on a screenplay by), Shoichirou Ikemiya (story), Daisuke Tengan (screenplay)","Koji Yakusho, Takayuki Yamada, Yusuke Iseya, Ikki Sawamura",Action,Japanese,Japan,141,802524
568,A Cat in Paris,2010,"Jean-Loup Felicioli, Alain Gagnol","Alain Gagnol (screenplay), Jacques-Remy Girerd (dialogue), Alain Gagnol (dialogue)","Dominique Blanc, Bernadette Lafont, Bruno Salomone, Jean Benguigui",Animation,French,France,70,287709
580,Beyond the Black Rainbow,2010,Panos Cosmatos,Panos Cosmatos,"Michael Rogers, Eva Bourne, Scott Hylands, Rondel Reynoldson",Horror,English,Canada,110,56129
585,Potiche,2010,Francois Ozon,"Francois Ozon (scenario), Pierre Barillet (play), Jean-Pierre Gredy (play)","Catherine Deneuve, Gerard Depardieu, Fabrice Luchini, Karin Viard",Comedy,French,France,103,900000
588,Please Give,2010,Nicole Holofcener,Nicole Holofcener,"Rebecca Hall, Elizabeth Keener, Elise Ivy, Catherine Keener",Comedy,English,USA,87,4033268
603,The Virginity Hit,2010,"Huck Botko, Andrew Gurland","Andrew Gurland, Huck Botko","Matt Bennett, Zack Pearlman, Jacob Davich, Justin Kline",Comedy,English,USA,86,535249
604,Young Goethe in Love,2010,Philipp Stolzl,"Alexander Dydyna (screenplay), Christoph Muller (screenplay), Philipp Stolzl (screenplay)","Alexander Fehling, Miriam Stein, Moritz Bleibtreu, Volker Bruch",Drama,German,Germany,102,160392
610,Due Date,2010,Todd Phillips,"Alan R. Cohen (screenplay), Alan Freedland (screenplay), Adam Sztykiel (screenplay), Todd Phillips (screenplay), Alan R. Cohen (story), Alan Freedland (story)","Robert Downey Jr., Zach Galifianakis, Michelle Monaghan, Jamie Foxx",Adventure,English,USA,95,100448498
617,The Outrage,2010,Takeshi Kitano,Takeshi Kitano (screenplay),"Takeshi Kitano, Kippei Shina, Ryo Kase, Fumiyo Kohinata",Action,Japanese,Japan,109,29633
619,True Legend,2010,Woo-Ping Yuen,Chi-long To (screenplay),"Wenzhuo Zhao, Xun Zhou, Andy On, Xiaodong Guo",Action,Mandarin,China,115,62199
