Title,Year,Genre,Director,Writer,Actors,Language,Country,Runtime,BoxOffice
Sparkle,2012,"['Drama', 'Music']",Salim Akil,Mara Brock Akil,"['Jordin Sparks', 'Whitney Houston', 'Derek Luke']",English,USA,116,24397469
The Hornet's Nest,2014,"['Documentary', 'Action', 'History', 'War']",David Salzberg,unknown,"['Frank Adamski', 'Ofren Arrechaga', 'Ed Bankston']",English,Afghanistan,93,311975
Young and Wild,2012,"['Comedy', 'Drama']",Marialy Rivas,Marialy Rivas,"['Alicia Rodriguez', 'Aline Kuppenheim', 'Maria Gracia Omegna']",Spanish,Chile,96,3798
Paris,2008,"['Comedy', 'Drama', 'Romance']",Cedric Klapisch,Cedric Klapisch,"['Fabrice Luchini', 'Romain Duris', 'Joffrey Platel']",French,France,130,1000000
The Cold Light of Day,2012,"['Action', 'Thriller']",Mabrouk El Mechri,Scott Wiper,"['Henry Cavill', 'Veronica Echegui', 'Bruce Willis']",English,USA,93,3700000
Beverly Hills Chihuahua,2008,"['Adventure', 'Comedy', 'Drama', 'Family', 'Romance']",Raja Gosnell,Analisa LaBianco,"['Piper Perabo', 'Manolo Cardona', 'Jamie Lee Curtis']",English,USA,91,94497271
When in Rome,2010,"['Comedy', 'Romance']",Mark Steven Johnson,David Diamond,"['Kristen Bell', 'Josh Duhamel', 'Anjelica Huston']",English,USA,91,32578915
How to Make Money Selling Drugs,2012,"['Documentary', 'Crime']",Matthew Cooke,Matthew Cooke,"['Woody Harrelson', 'Susan Sarandon', '50 Cent']",English,USA,96,15285
Delhi-6,2009,"['Comedy', 'Drama']",Rakeysh Omprakash Mehra,Rakeysh Omprakash Mehra,"['Waheeda Rehman', 'Abhishek Bachchan', 'Sonam Kapoor']",Hindi,India,141,86212800
The Flowers of War,2011,"['Drama', 'History', 'Romance', 'War']",Yimou Zhang,Heng Liu,"['Christian Bale', 'Ni Ni', 'Xinyi Zhang']",Mandarin,China,146,308164
The First Grader,2010,"['Biography', 'Drama', 'Romance']",Justin Chadwick,Ann Peacock,"['Naomie Harris', 'Oliver Litondo', 'Tony Kgoroge']",English,UK,103,332306
Singh Saab the Great,2013,"['Action', 'Drama']",Anil Sharma,Shaktimaan Talwar,"['Sunny Deol', 'Urvashi Rautela', 'Prakash Raj']",Hindi,India,134,223660
Seymour: An Introduction,2014,"['Documentary', 'Biography', 'Music']",Ethan Hawke,unknown,"['Seymour Bernstein', 'Jiyang Chen', 'Ethan Hawke']",English,USA,84,723701
Mysteries of Lisbon,2010,"['Drama', 'Mystery', 'Romance']",Raoul Ruiz,Camilo Castelo Branco,"['Adriano Luz', 'Maria Joao Bastos', 'Ricardo Pereira']",Portuguese,Portugal,272,110507
Northern Soul,2014,"['Drama', 'Music']",Elaine Constantine,Elaine Constantine,"['Steve Coogan', 'Antonia Thomas', 'Ricky Tomlinson']",English,UK,102,6786
Flowers,2014,['Drama'],Jon Garano,Aitor Arregi,"['Itziar Ituno', 'Nagore Aranburu', 'Itziar Aizpuru']",Basque,Spain,99,59477
Paulette,2012,"['Comedy', 'Crime']",Jerome Enrico,Laurie Aubanel,"['Bernadette Lafont', 'Carmen Maura', 'Dominique Lavanant']",French,France,87,9548
Europa Report,2013,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",Sebastian Cordero,Philip Gelatt,"['Daniel Wu', 'Sharlto Copley', 'Christian Camargo']",English,USA,90,125475
Unstoppable,2010,"['Action', 'Thriller']",Tony Scott,Mark Bomback,"['Denzel Washington', 'Chris Pine', 'Rosario Dawson']",English,USA,98,81557479
For a Woman,2013,['Drama'],Diane Kurys,Diane Kurys,"['Benoit Magimel', 'Melanie Thierry', 'Nicolas Duvauchelle']",French,France,110,19616
Dislecksia: The Movie,2012,['Documentary'],Harvey Hubbell V,Eric Gardner,"['Billy Blanks', 'Sarah Brown', 'Stephen J. Cannell']",English,USA,83,2213
California Solo,2012,['Drama'],Marshall Lewy,Marshall Lewy,"['Danny Masterson', 'Robert Carlyle', 'Kathleen Wilhoite']",English,USA,94,15328
"My Love, Don't Cross That River",2014,"['Documentary', 'Drama', 'Romance']",Mo-young Jin,Mo-young Jin,"['Byeong-man Jo', 'Gye-yeol Kang']",Korean,South Korea,86,86446
Persecuted,2014,"['Action', 'Drama', 'Mystery', 'Thriller']",Daniel Lusko,Daniel Lusko,"['James Remar', 'Dean Stockwell', 'Bruce Davison']",English,USA,91,1557494
Wall Street: Money Never Sleeps,2010,['Drama'],Oliver Stone,Allan Loeb,"['Richard Stratton', 'Harry Kerrigan', 'Michael Douglas']",English,USA,133,52474616
My Uncle Rafael,2012,['Comedy'],Marc Fusco,Scott Yagemann,"['John Michael Higgins', 'Missi Pyle', 'Vahik Pirhamzei']",English,USA,102,210156
Deadfall,2012,"['Crime', 'Drama', 'Thriller']",Stefan Ruzowitzky,Zach Dean,"['Eric Bana', 'Olivia Wilde', 'Charlie Hunnam']",English,France,95,38734
Universal Soldier: Day of Reckoning,2012,"['Action', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",John Hyams,John Hyams,"['Jean-Claude Van Damme', 'Dolph Lundgren', 'Scott Adkins']",English,USA,114,3500
Chocolate City,2015,['Drama'],Jean-Claude La Marre,Jean-Claude La Marre,"['Robert Richard', 'Vivica A. Fox', 'DeRay Davis']",English,USA,91,212223
I Spit on Your Grave 2,2013,"['Horror', 'Thriller']",Steven R. Monroe,Neil Elman,"['Jemma Dallender', 'Joe Absolom', 'Yavor Baharov']",English,USA,106,441
Liberal Arts,2012,"['Comedy', 'Drama', 'Romance']",Josh Radnor,Josh Radnor,"['Josh Radnor', 'Elizabeth Olsen', 'Richard Jenkins']",English,USA,97,317190
The Dry Land,2010,['Drama'],Ryan Piers Williams,Ryan Piers Williams,"['Ryan ONan', 'America Ferrera', 'Jason Ritter']",English,USA,92,7351
China Heavyweight,2012,"['Documentary', 'Sport']",Yung Chang,Yung Chang,"['Zongli He', 'Yunfei Miao', 'Moxiang Qi']",Chinese,Canada,94,10481
Prince Avalanche,2013,"['Comedy', 'Drama']",David Gordon Green,David Gordon Green,"['Paul Rudd', 'Emile Hirsch', 'Lance LeGault']",English,USA,94,204951
Belle,2013,"['Biography', 'Drama', 'Romance']",Amma Asante,Misan Sagay,"['Matthew Goode', 'Lauren Julien-Box', 'Natasha Williams']",English,UK,100,8792708
Big Bad Wolves,2013,"['Drama', 'Horror', 'Thriller']",Aharon Keshales,Aharon Keshales,"['Tzahi Grad', 'Lior Ashkenazi', 'Rotem Keinan']",Hebrew,Israel,110,19184
Kung Fu Panda,2008,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family']",Mark Osborne,Jonathan Aibel,"['Jack Black', 'Dustin Hoffman', 'Angelina Jolie']",English,USA,92,215395021
Mandela: Long Walk to Freedom,2013,"['Biography', 'Drama', 'History']",Justin Chadwick,William Nicholson,"['Idris Elba', 'Naomie Harris', 'Tony Kgoroge']",English,UK,141,4733032
Repentance,2013,"['Drama', 'Horror', 'Thriller']",Philippe Caland,Shintaro Shimosawa,"['Forest Whitaker', 'Anthony Mackie', 'Mike Epps']",English,USA,90,1179327
Interstellar,2014,"['Adventure', 'Drama', 'Sci-Fi']",Christopher Nolan,Jonathan Nolan,"['Ellen Burstyn', 'Matthew McConaughey', 'Mackenzie Foy']",English,USA,169,158737441
The Giver,2014,"['Drama', 'Romance', 'Sci-Fi']",Phillip Noyce,Michael Mitnick,"['Jeff Bridges', 'Meryl Streep', 'Brenton Thwaites']",English,South Africa,97,33480518
A Christmas Carol,2009,"['Animation', 'Drama', 'Family', 'Fantasy']",Robert Zemeckis,Robert Zemeckis,"['Jim Carrey', 'Steve Valentine', 'Daryl Sabara']",English,USA,96,137816456
The Twilight Saga: Breaking Dawn - Part 1,2011,"['Adventure', 'Drama', 'Fantasy', 'Romance']",Bill Condon,Melissa Rosenberg,"['Taylor Lautner', 'Gil Birmingham', 'Billy Burke']",English,USA,117,281267663
Hank and Asha,2013,"['Comedy', 'Romance']",James E. Duff,James E. Duff,"['Mahira Kakkar', 'Andrew Pastides', 'Brian Sloan']",English,USA,73,10544
Godzilla,2014,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Gareth Edwards,Max Borenstein,"['Aaron Taylor-Johnson', 'CJ Adams', 'Ken Watanabe']",English,USA,123,172962996
Joan Rivers: A Piece of Work,2010,"['Documentary', 'Biography', 'Comedy', 'Drama']",Ricki Stern,Ricki Stern,"['Joan Rivers', 'Jocelyn Pickett', 'Bill Sammeth']",English,USA,84,2927972
Waking Sleeping Beauty,2009,['Documentary'],Don Hahn,Patrick Pacheco,"['Don Hahn', 'Ron Clements', 'Peter Schneider']",English,USA,86,33115
Come Out and Play,2012,['Horror'],Makinov,Makinov,"['Vinessa Shaw', 'Ebon Moss-Bachrach', 'Daniel Gimenez Cacho']",English,Mexico,87,1600
The Women on the 6th Floor,2010,['Comedy'],Philippe Le Guay,Philippe Le Guay,"['Fabrice Luchini', 'Sandrine Kiberlain', 'Natalia Verbeke']",French,France,102,500000
Mississippi Grind,2015,"['Comedy', 'Drama']",Anna Boden,Anna Boden,"['Ben Mendelsohn', 'Yvonne Landry', 'Anthony Howard']",English,USA,108,129747
Big Sur,2013,"['Drama', 'Romance']",Michael Polish,Michael Polish,"['Jean-Marc Barr', 'Kate Bosworth', 'Josh Lucas']",English,USA,81,35927
"I Love You, Man",2009,"['Comedy', 'Romance']",John Hamburg,John Hamburg,"['Paul Rudd', 'Rashida Jones', 'Sarah Burns']",English,USA,105,71300000
Two Lovers,2008,"['Drama', 'Romance']",James Gray,James Gray,"['Joaquin Phoenix', 'Anne Joyce', 'Elliot Villar']",English,USA,110,2997417
Blackhat,2015,"['Action', 'Crime', 'Thriller']",Michael Mann,Morgan Davis Foehl,"['Chris Hemsworth', 'Leehom Wang', 'Wei Tang']",English,USA,133,5686515
Demi-soeur,2013,['Comedy'],Josiane Balasko,Josiane Balasko,"['Josiane Balasko', 'Michel Blanc', 'Brigitte Rouan']",French,France,90,634
The Lunchbox,2013,"['Drama', 'Romance']",Ritesh Batra,Ritesh Batra,"['Irrfan Khan', 'Nimrat Kaur', 'Nawazuddin Siddiqui']",Hindi,India,104,4231500
Shanghai,2010,"['Drama', 'Mystery', 'Romance', 'Thriller']",Mikael Hafstrom,Hossein Amini,"['John Cusack', 'Li Gong', 'Yun-Fat Chow']",English,China,105,44689
The Details,2011,"['Comedy', 'Drama']",Jacob Estes,Jacob Estes,"['Tobey Maguire', 'Gary Schwartz', 'Jose Gandara']",English,USA,101,63595
Satyagraha,2013,['Drama'],Prakash Jha,Ram Goutam,"['Ajay Devgn', 'Kareena Kapoor', 'Amitabh Bachchan']",Hindi,India,152,738525
Puss in Boots,2011,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",Chris Miller,Tom Wheeler,"['Antonio Banderas', 'Salma Hayek', 'Zach Galifianakis']",English,USA,90,149234747
The Dark Knight,2008,"['Action', 'Crime', 'Drama', 'Thriller']",Christopher Nolan,Jonathan Nolan,"['Christian Bale', 'Heath Ledger', 'Aaron Eckhart']",English,USA,152,533316061
The Bay,2012,"['Horror', 'Sci-Fi', 'Thriller']",Barry Levinson,Michael Wallach,"['Nansi Aluka', 'Christopher Denham', 'Stephen Kunken']",English,USA,84,30474
Zookeeper,2011,"['Comedy', 'Family', 'Romance']",Frank Coraci,Nick Bakay,"['Kevin James', 'Rosario Dawson', 'Leslie Bibb']",English,USA,102,80360866
Passion,2012,"['Drama', 'Mystery', 'Thriller']",Brian De Palma,Brian De Palma,"['Rachel McAdams', 'Noomi Rapace', 'Karoline Herfurth']",English,France,102,57741
An Oversimplification of Her Beauty,2012,"['Animation', 'Comedy', 'Drama', 'Romance']",Terence Nance,Terence Nance,"['Alisa Becher', 'Jc Cain', 'Dexter Jones']",English,USA,84,42308
3 Generations,2015,['Drama'],Gaby Dellal,Nikole Beckwith,"['Elle Fanning', 'Linda Emond', 'Susan Sarandon']",English,USA,92,66371
To Die Like a Man,2009,"['Drama', 'Music']",Joao Pedro Rodrigues,Joao Pedro Rodrigues,"['Chandra Malatitch', 'John Jesus Romao', 'Ivo Barroso']",Portuguese,Portugal,134,3913
World's Greatest Dad,2009,"['Comedy', 'Drama']",Bobcat Goldthwait,Bobcat Goldthwait,"['Robin Williams', 'Daryl Sabara', 'Morgan Murphy']",English,USA,99,166467
How to Live Forever,2009,['Documentary'],Mark Wexler,Robert DeMaio,"['Suzanne Somers', 'Phyllis Diller', 'Ray Bradbury']",English,USA,92,58764
Flying Swords of Dragon Gate,2011,"['Action', 'Adventure']",Hark Tsui,Hark Tsui,"['Jet Li', 'Xun Zhou', 'Kun Chen']",Mandarin,China,122,95452
The Bourne Legacy,2012,"['Action', 'Adventure', 'Thriller']",Tony Gilroy,Tony Gilroy,"['Jeremy Renner', 'Scott Glenn', 'Stacy Keach']",English,USA,135,113165635
Jack Reacher,2012,"['Action', 'Crime', 'Thriller']",Christopher McQuarrie,Lee Child,"['Tom Cruise', 'Rosamund Pike', 'Richard Jenkins']",English,USA,130,80033643
The Maze Runner,2014,"['Action', 'Mystery', 'Sci-Fi', 'Thriller']",Wes Ball,Noah Oppenheim,"['Dylan OBrien', 'Aml Ameen', 'Ki Hong Lee']",English,USA,113,98537272
Frozen River,2008,"['Crime', 'Drama']",Courtney Hunt,Courtney Hunt,"['Melissa Leo', 'Misty Upham', 'Charlie McDermott']",English,USA,97,2061019
City of Ember,2008,"['Adventure', 'Family', 'Fantasy', 'Sci-Fi']",Gil Kenan,Caroline Thompson,"['Saoirse Ronan', 'David Ryall', 'Harry Treadaway']",English,USA,90,7800000
Battle Los Angeles,2011,"['Action', 'Sci-Fi']",Jonathan Liebesman,Christopher Bertolini,"['Aaron Eckhart', 'Ramon Rodriguez', 'Will Rothhaar']",English,USA,116,83537651
Hop,2011,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",Tim Hill,Cinco Paul,"['James Marsden', 'Russell Brand', 'Kaley Cuoco']",English,USA,95,108012170
The Lucky Ones,2008,"['Comedy', 'Drama', 'War']",Neil Burger,Neil Burger,"['Rachel McAdams', 'Tim Robbins', 'Michael Pena']",English,USA,115,183088
Entertainment,2015,['Drama'],Rick Alverson,Rick Alverson,"['Gregg Turkington', 'John C. Reilly', 'Tye Sheridan']",English,USA,103,55506
Zero Dark Thirty,2012,"['Drama', 'Thriller']",Kathryn Bigelow,Mark Boal,"['Jason Clarke', 'Reda Kateb', 'Jessica Chastain']",English,USA,157,95720716
Immortals,2011,"['Action', 'Drama', 'Fantasy', 'Romance']",Tarsem Singh,Charley Parlapanides,"['Henry Cavill', 'Mickey Rourke', 'Stephen Dorff']",English,USA,110,83488546
Vicky Donor,2012,"['Comedy', 'Romance']",Shoojit Sircar,Juhi Chaturvedi,"['Ayushmann Khurrana', 'Yami Gautam', 'Annu Kapoor']",Hindi,India,126,466467
Dredd,2012,"['Action', 'Crime', 'Sci-Fi']",Pete Travis,John Wagner,"['Karl Urban', 'Rachel Wood', 'Andile Mngadi']",English,UK,95,13401683
Leap Year,2010,"['Comedy', 'Romance']",Anand Tucker,Deborah Kaplan,"['Amy Adams', 'Matthew Goode', 'Adam Scott']",English,USA,100,25893485
Good Deeds,2012,"['Comedy', 'Drama', 'Romance']",Tyler Perry,Tyler Perry,"['Tyler Perry', 'Thandie Newton', 'Gabrielle Union']",English,USA,110,35010192
Drinking Buddies,2013,"['Comedy', 'Drama', 'Romance']",Joe Swanberg,Joe Swanberg,"['Olivia Wilde', 'Jake Johnson', 'Anna Kendrick']",English,USA,90,200000
Declaration of War,2011,['Drama'],Valerie Donzelli,Valerie Donzelli,"['Valerie Donzelli', 'Jeremie Elkaim', 'Cesar Desseix']",French,France,100,46225
Ender's Game,2013,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Gavin Hood,Gavin Hood,"['Asa Butterfield', 'Harrison Ford', 'Hailee Steinfeld']",English,USA,114,61656849
Bride Wars,2009,"['Comedy', 'Romance']",Gary Winick,Greg DePaul,"['Kate Hudson', 'Anne Hathaway', 'Bryan Greenberg']",English,USA,89,58637818
Reality,2012,"['Comedy', 'Drama']",Matteo Garrone,Matteo Garrone,"['Aniello Arena', 'Loredana Simioli', 'Nando Paone']",Italian,Italy,116,44768
The Blackcoat's Daughter,2015,"['Horror', 'Thriller']",Oz Perkins,Oz Perkins,"['Emma Roberts', 'Kiernan Shipka', 'Lucy Boynton']",English,Canada,93,19980
An Honest Liar,2014,"['Documentary', 'Biography', 'Comedy', 'History']",Tyler Measom,Tyler Measom,"['James Randi', 'Deyvi Pena', 'Penn Jillette']",English,USA,90,177476
Monogamy,2010,"['Drama', 'Romance']",Dana Adam Shapiro,Dana Adam Shapiro,"['Chris Messina', 'Rashida Jones', 'Meital Dohan']",English,USA,96,20202
Carol,2015,"['Drama', 'Romance']",Todd Haynes,Phyllis Nagy,"['Cate Blanchett', 'Rooney Mara', 'Kyle Chandler']",English,UK,118,8518148
Something from Nothing: The Art of Rap,2012,"['Documentary', 'Music']",Ice-T,unknown,"['Bun B', 'B-Real', 'Afrika Bambaataa']",English,UK,106,288312
The Chronicles of Narnia: Prince Caspian,2008,"['Action', 'Adventure', 'Family', 'Fantasy']",Andrew Adamson,Andrew Adamson,"['Ben Barnes', 'Georgie Henley', 'Skandar Keynes']",English,USA,150,141614023
Invictus,2009,"['Biography', 'Drama', 'History', 'Sport']",Clint Eastwood,Anthony Peckham,"['Morgan Freeman', 'Matt Damon', 'Tony Kgoroge']",English,USA,134,37431431
Hotel for Dogs,2009,"['Comedy', 'Family']",Thor Freudenthal,Jeff Lowell,"['Emma Roberts', 'Jake T. Austin', 'Don Cheadle']",English,Germany,100,73023275
The Fits,2015,"['Drama', 'Music']",Anna Rose Holmer,Anna Rose Holmer,"['Royalty Hightower', 'Alexis Neblett', 'DaSean Minor']",English,USA,72,166425
A Journey Through Time with Antony,2015,"['Drama', 'Romance']",Janet Chun,unknown,"['Chang Liu', 'Baihe Bai', 'Yixin Tang']",Mandarin,China,122,76799
Tim's Vermeer,2013,"['Documentary', 'History']",Teller,Penn Jillette,"['Tim Jenison', 'Penn Jillette', 'Martin Mull']",English,USA,80,1670806
Diary of a Wimpy Kid: Dog Days,2012,"['Comedy', 'Family']",David Bowers,Maya Forbes,"['Zachary Gordon', 'Steve Zahn', 'Robert Capron']",English,USA,94,49002815
The Interrupters,2011,"['Documentary', 'Crime']",Steve James,Alex Kotlowitz,"['Tio Hardiman', 'Ameena Matthews', 'Toya Batey']",English,USA,125,282448
Lakeview Terrace,2008,"['Crime', 'Drama', 'Thriller']",Neil LaBute,David Loughery,"['Samuel L. Jackson', 'Patrick Wilson', 'Kerry Washington']",English,USA,110,39263506
The End of Time,2012,['Documentary'],Peter Mettler,Alexandra Rockingham Gill,"['Peter Mettler', 'Freya Blekman', 'Richie Hawtin']",English,Switzerland,109,3776
The Look of Love,2013,"['Biography', 'Comedy', 'Drama']",Michael Winterbottom,Matt Greenhalgh,"['Jennifer Ellis', 'Steve Coogan', 'Nick Hopper']",English,UK,101,217933
The Hobbit: An Unexpected Journey,2012,"['Adventure', 'Family', 'Fantasy']",Peter Jackson,Fran Walsh,"['Ian McKellen', 'Martin Freeman', 'Richard Armitage']",English,USA,169,303001229
Babies,2010,['Documentary'],Thomas Balmes,Alain Chabat,"['Bayar', 'Hattie', 'Mari']",English,France,79,6500000
"For a Good Time, Call...",2012,['Comedy'],Jamie Travis,Katie Anne Naylon,"['Lauren Miller Rogen', 'James Wolk', 'Ari Graynor']",English,USA,85,1200000
It's Kind of a Funny Story,2010,"['Comedy', 'Drama', 'Romance']",Anna Boden,Anna Boden,"['Keir Gilchrist', 'Dana DeVestern', 'Lauren Graham']",English,USA,101,6350058
The Grandmaster,2013,"['Action', 'Biography', 'Drama', 'Romance', 'War']",Kar-Wai Wong,Kar-Wai Wong,"['Tony Chiu-Wai Leung', 'Cung Le', 'Qingxiang Wang']",Mandarin,Hong Kong,130,6300000
Death of a Superhero,2011,"['Animation', 'Drama']",Ian Fitzgibbon,Anthony McCarten,"['Thomas Brodie-Sangster', 'Lilly Forgach', 'Ian Fitzgibbon']",English,Germany,97,345
Hot Tub Time Machine,2010,"['Comedy', 'Sci-Fi']",Steve Pink,Josh Heald,"['John Cusack', 'Clark Duke', 'Craig Robinson']",English,USA,101,48925682
The Hero of Color City,2014,"['Animation', 'Family']",Frank Gladstone,Jess Kedward,"['Elizabeth Daily', 'Christina Ricci', 'Tom Lowell']",English,USA,77,32048
Extraordinary Measures,2010,['Drama'],Tom Vaughan,Robert Nelson Jacobs,"['Brendan Fraser', 'Harrison Ford', 'Keri Russell']",English,USA,106,11854694
Where Do We Go Now?,2011,"['Comedy', 'Drama']",Nadine Labaki,Thomas Bidegain,"['Claude Baz Moussawbaa', 'Layla Hakim', 'Nadine Labaki']",Arabic,France,110,531813
Piranha 3DD,2012,"['Comedy', 'Horror']",John Gulager,Patrick Melton,"['Danielle Panabaker', 'Matt Bush', 'Katrina Bowden']",English,USA,83,370904
Push,2009,"['Action', 'Sci-Fi', 'Thriller']",Paul McGuigan,David Bourla,"['Colin Ford', 'Joel Gretsch', 'Djimon Hounsou']",English,USA,111,31730682
The Switch,2010,"['Comedy', 'Drama', 'Romance']",Josh Gordon,Jeffrey Eugenides,"['Jason Bateman', 'Victor Pagan', 'Jennifer Aniston']",English,USA,101,27400000
Arthur Christmas,2011,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",Sarah Smith,Peter Baynham,"['James McAvoy', 'Hugh Laurie', 'Bill Nighy']",English,UK,97,46440491
Grown Ups,2010,['Comedy'],Dennis Dugan,Adam Sandler,"['Adam Sandler', 'Kevin James', 'Chris Rock']",English,USA,102,162001186
Last Ride,2009,['Drama'],Glendyn Ivin,Mac Gudgeon,"['Hugo Weaving', 'Tom Russell', 'Anita Hegh']",English,Australia,90,5480
Before We Go,2014,"['Comedy', 'Drama', 'Romance']",Chris Evans,Ronald Bass,"['Chris Evans', 'Alice Eve', 'Emma Fitzpatrick']",English,USA,95,22522
Stop-Loss,2008,"['Drama', 'War']",Kimberly Peirce,Mark Richard,"['Ryan Phillippe', 'Joseph Gordon-Levitt', 'Rob Brown']",English,USA,112,10796776
The Act of Killing,2012,"['Documentary', 'Crime']",Joshua Oppenheimer,unknown,"['Anwar Congo', 'Herman Koto', 'Syamsul Arifin']",Indonesian,UK,117,281592
Trance,2013,"['Crime', 'Drama', 'Mystery', 'Thriller']",Danny Boyle,Joe Ahearne,"['James McAvoy', 'Vincent Cassel', 'Rosario Dawson']",English,UK,101,4856227
Dogtooth,2009,"['Drama', 'Horror', 'Thriller']",Yorgos Lanthimos,Efthymis Filippou,"['Christos Stergioglou', 'Michele Valley', 'Angeliki Papoulia']",Greek,Greece,97,110197
Morning Glory,2010,"['Comedy', 'Drama', 'Romance']",Roger Michell,Aline Brosh McKenna,"['Rachel McAdams', 'Noah Bean', 'Jack Davidson']",English,USA,107,30982329
The Disappearance of Alice Creed,2009,"['Crime', 'Horror', 'Thriller']",J Blakeson,J Blakeson,"['Martin Compston', 'Eddie Marsan', 'Gemma Arterton']",English,UK,100,166980
[Rec] 2,2009,"['Horror', 'Thriller']",Jaume Balaguero,Jaume Balaguero,"['Jonathan D. Mellor', 'Oscar Zafra', 'Ariel Casas']",Spanish,Spain,85,27024
The Missing Picture,2013,['Documentary'],Rithy Panh,Rithy Panh,"['Randal Douc', 'Jean-Baptiste Phou']",French,Cambodia,92,31087
Jonas Brothers: The 3D Concert Experience,2009,"['Documentary', 'Music']",Bruce Hendricks,unknown,"['Kevin Jonas', 'Joe Jonas', 'Nick Jonas']",English,USA,76,19024826
Alamar,2009,"['Documentary', 'Drama']",Pedro Gonzalez-Rubio,Pedro Gonzalez-Rubio,"['Jorge Machado', 'Roberta Palombini', 'Natan Machado Palombini']",Spanish,Mexico,73,61613
Frances Ha,2012,"['Comedy', 'Drama', 'Romance']",Noah Baumbach,Noah Baumbach,"['Greta Gerwig', 'Mickey Sumner', 'Michael Esper']",English,USA,86,3900000
New Year's Eve,2011,"['Comedy', 'Romance']",Garry Marshall,Katherine Fugate,"['Michelle Pfeiffer', 'Zac Efron', 'Charlotte Marshall-Fricker']",English,USA,113,54538013
The Sitter,2011,['Comedy'],David Gordon Green,Brian Gatewood,"['Jonah Hill', 'Max Records', 'Ari Graynor']",English,USA,81,30200000
Little Accidents,2014,['Drama'],Sara Colangelo,Sara Colangelo,"['Boyd Holbrook', 'Randy Springer', 'Jacob Lofland']",English,USA,105,5479639
Inherent Vice,2014,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']",Paul Thomas Anderson,Paul Thomas Anderson,"['Joanna Newsom', 'Katherine Waterston', 'Joaquin Phoenix']",English,USA,148,6100613
Hitchcock,2012,"['Biography', 'Comedy', 'Drama', 'Romance']",Sacha Gervasi,John J. McLaughlin,"['Anthony Hopkins', 'Helen Mirren', 'Scarlett Johansson']",English,USA,98,6002708
Tyrannosaur,2011,['Drama'],Paddy Considine,Paddy Considine,"['Peter Mullan', 'Archie Lal', 'Jag Sanghera']",English,UK,92,22088
What to Expect When You're Expecting,2012,"['Comedy', 'Drama', 'Romance']",Kirk Jones,Shauna Cross,"['Cameron Diaz', 'Jennifer Lopez', 'Elizabeth Banks']",English,USA,110,41102171
Kevin Hart: Laugh at My Pain,2011,"['Documentary', 'Comedy']",Leslie Small,Kevin Hart,"['Kevin Hart', 'Taraji P. Henson', 'Will Spank Horton']",English,USA,89,7705974
The Place Beyond the Pines,2012,"['Crime', 'Drama', 'Thriller']",Derek Cianfrance,Derek Cianfrance,"['Ryan Gosling', 'Craig Van Hook', 'Eva Mendes']",English,USA,140,21300000
The Giant Mechanical Man,2012,"['Comedy', 'Drama', 'Romance']",Lee Kirk,Lee Kirk,"['Jenna Fischer', 'Chris Messina', 'Malin Akerman']",English,USA,94,5360
The Unborn,2009,"['Drama', 'Horror', 'Mystery', 'Thriller']",David S. Goyer,David S. Goyer,"['Odette Annable', 'Gary Oldman', 'Cam Gigandet']",English,USA,88,42638165
Budrus,2009,"['Documentary', 'Action', 'Biography']",Julia Bacha,Julia Bacha,['unknown'],Arabic,Israel,70,65533
My Dog Tulip,2009,"['Animation', 'Drama']",Paul Fierlinger,J.R. Ackerley,"['Christopher Plummer', 'Lynn Redgrave', 'Isabella Rossellini']",English,USA,83,246574
Half of a Yellow Sun,2013,"['Drama', 'Romance']",Biyi Bandele,Chimamanda Ngozi Adichie,"['Thandie Newton', 'Chiwetel Ejiofor', 'Anika Noni Rose']",English,Nigeria,111,53645
Scary Movie 5,2013,['Comedy'],Malcolm D. Lee,David Zucker,"['Ashley Tisdale', 'Simon Rex', 'Gracie Whitton']",English,USA,86,32014289
Case 39,2009,"['Horror', 'Mystery', 'Thriller']",Christian Alvart,Ray Wright,"['Renee Zellweger', 'Jodelle Ferland', 'Ian McShane']",English,USA,109,13248477
Ice Age: Dawn of the Dinosaurs,2009,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family']",Carlos Saldanha,Peter Ackerman,"['Eunice Cho', 'Karen Disher', 'Harrison Fahn']",English,USA,94,124605432
Joe,2013,"['Crime', 'Drama']",David Gordon Green,Gary Hawkins,"['Nicolas Cage', 'Tye Sheridan', 'Gary Poulter']",English,USA,117,257588
Far Out Isn't Far Enough: The Tomi Ungerer Story,2012,['Documentary'],Brad Bernstein,Brad Bernstein,"['Tomi Ungerer', 'Maurice Sendak', 'Jules Feiffer']",English,USA,98,33428
Horrid Henry: The Movie,2011,"['Adventure', 'Comedy', 'Family']",Nick Moore,Tony Ross,"['Theo Stevenson', 'Richard E. Grant', 'Parminder Nagra']",English,UK,93,2524717
